trial_id,run_id,seed,tier,lam,horizon_years,t_start_iso,t_end_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_committed,n_arrivals_attempted,n_new_farms_placed,n_turbines_total,delivered_mw_total,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_v2_20260811_low_000015,mc_v2_20260811_low/task_0003,15,low,0.5,25.0,2026-08-11T05:12:42.437,2026-08-11T05:16:15.689,0.01,8.88,0.02,204.34,213.25,13,11,3,1149,902.0,8.775,8,0.1367
mc_v2_20260811_low_000016,mc_v2_20260811_low/task_0003,16,low,0.5,25.0,2026-08-11T05:16:15.693,2026-08-11T05:18:10.402,0.01,6.62,0.0,108.08,114.71,13,11,2,986,602.0,9.134,7,0.1691
mc_v2_20260811_low_000017,mc_v2_20260811_low/task_0003,17,low,0.5,25.0,2026-08-11T05:18:10.403,2026-08-11T05:22:25.013,0.01,5.59,0.0,249.01,254.61,13,10,5,1261,4931.0,9.274,8,0.1445
mc_v2_20260811_low_000018,mc_v2_20260811_low/task_0003,18,low,0.5,25.0,2026-08-11T05:22:25.014,2026-08-11T05:27:10.955,0.01,10.71,0.0,275.23,285.94,13,13,4,1345,3598.0,9.015,7,0.1578
mc_v2_20260811_low_000019,mc_v2_20260811_low/task_0003,19,low,0.5,25.0,2026-08-11T05:27:10.956,2026-08-11T05:29:04.998,0.01,7.08,0.0,106.95,114.04,13,10,3,954,1870.8,9.321,7,0.1429
