trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_low_000010,mc_20260807_0627_low/task_0002,10,Nygaard_TurboGaussian,8.22,3182.2353945893155,3131.74677731879,1.587,2827.5067115155844,11.147
mc_20260807_0627_low_000010,mc_20260807_0627_low/task_0002,10,SuperGaussian,2.02,3231.3904541850184,3227.7046470320493,0.114,2952.307783730057,8.637
mc_20260807_0627_low_000011,mc_20260807_0627_low/task_0002,11,Nygaard_TurboGaussian,10.61,3338.4774768736515,3267.1534038889813,2.136,2914.5799484385298,12.697
mc_20260807_0627_low_000011,mc_20260807_0627_low/task_0002,11,SuperGaussian,3.01,3394.2980895590235,3389.127692273743,0.152,3082.635295014148,9.182
mc_20260807_0627_low_000012,mc_20260807_0627_low/task_0002,12,Nygaard_TurboGaussian,9.31,3283.7280079311176,3209.5881802244758,2.258,2851.8797834807333,13.151
mc_20260807_0627_low_000012,mc_20260807_0627_low/task_0002,12,SuperGaussian,3.54,3339.5739019723856,3334.287982421369,0.158,3013.453695904698,9.765
mc_20260807_0627_low_000013,mc_20260807_0627_low/task_0002,13,Nygaard_TurboGaussian,5.77,3105.538522613575,3056.1779839706037,1.589,2712.5788213852798,12.654
mc_20260807_0627_low_000013,mc_20260807_0627_low/task_0002,13,SuperGaussian,1.52,3154.9022158393564,3151.3100642507625,0.114,2846.5900941412533,9.772
mc_20260807_0627_low_000014,mc_20260807_0627_low/task_0002,14,Nygaard_TurboGaussian,8.77,3344.929240512704,3298.716892131046,1.382,2960.005201008805,11.508
mc_20260807_0627_low_000014,mc_20260807_0627_low/task_0002,14,SuperGaussian,2.24,3394.8591957867648,3391.4564854237633,0.1,3091.7309118799567,8.929
