trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,Nygaard_TurboGaussian,7954.0075832993425,7011.334366929741,11.852,6963.29,12.456,3
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,SuperGaussian,8246.011439674003,7372.284518776055,10.596,7342.03,10.963,3
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,Bastankhah_PorteAgel_2014,8706.901902187474,8125.407795786178,6.679,8105.32,6.909,3
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,Nygaard_TurboGaussian,7531.268361239393,6673.4855220441705,11.39,6671.33,11.418,5
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,SuperGaussian,7750.2035165611705,6977.108206298495,9.975,6976.33,9.985,5
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,Bastankhah_PorteAgel_2014,8147.128009026634,7629.9745839172465,6.348,7628.82,6.362,5
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,Nygaard_TurboGaussian,8990.681227708534,7997.14382006692,11.051,7997.0,11.052,3
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,SuperGaussian,9298.446846906074,8395.86349024579,9.707,8396.22,9.703,3
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,Bastankhah_PorteAgel_2014,9787.48927032169,9190.525263234249,6.099,9190.48,6.1,3
mc_v2_20260811_low_000103,mc_v2_20260811_low/task_0020,103,low,Nygaard_TurboGaussian,7826.227773648485,6917.86226987481,11.607,6904.14,11.782,7
mc_v2_20260811_low_000103,mc_v2_20260811_low/task_0020,103,low,SuperGaussian,8069.739845359065,7209.151369471638,10.664,7190.97,10.89,7
mc_v2_20260811_low_000103,mc_v2_20260811_low/task_0020,103,low,Bastankhah_PorteAgel_2014,8514.177750879564,7938.635813098726,6.76,7930.33,6.857,7
mc_v2_20260811_low_000104,mc_v2_20260811_low/task_0020,104,low,Nygaard_TurboGaussian,8516.029609396937,7616.143045157989,10.567,7602.44,10.728,6
mc_v2_20260811_low_000104,mc_v2_20260811_low/task_0020,104,low,SuperGaussian,8752.968595051705,7924.0778422365875,9.47,7910.07,9.63,6
mc_v2_20260811_low_000104,mc_v2_20260811_low/task_0020,104,low,Bastankhah_PorteAgel_2014,9193.335819694616,8648.835594137212,5.923,8638.74,6.033,6
