trial_id,run_id,seed,farm_name,is_synthetic,n_turbines,turbine_used
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Vineyard Wind,False,62,GE Haliade-X 13MW  (Vineyard 1)
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Revolution Wind,False,65,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,South Fork Wind,False,12,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Sunrise Wind South,False,96,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Sunrise Wind North,True,3,SG11.0-200DD
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Revolution Wind North,True,1,Haliade-X 15.5MW
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Vineyard Northeast,True,142,Haliade-X 15.5MW
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,New England Wind 1,True,55,Haliade-X 15.5MW
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,New England Wind 2 South,True,37,IEA 2200-22MW
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Beacon Wind,True,128,Haliade-X 15.5MW
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Bay State Wind South,True,140,Haliade-X 15.5MW
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Bay State Wind North,True,1,IEA 2200-22MW
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,SouthCoast Wind,True,203,SG11.0-200DD
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Speculative_00,True,47,Haliade-X 15.5MW
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,Speculative_01,True,72,SG11.0-200DD
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Vineyard Wind,False,62,GE Haliade-X 13MW  (Vineyard 1)
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Revolution Wind,False,65,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,South Fork Wind,False,12,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Sunrise Wind South,False,96,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Sunrise Wind North,True,2,Haliade-X 15.5MW
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Revolution Wind North,True,1,SG11.0-200DD
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Vineyard Northeast,True,98,IEA 2200-22MW
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,New England Wind 1,True,39,IEA 2200-22MW
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,New England Wind 2 South,True,45,Haliade-X 15.5MW
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Beacon Wind,True,128,Haliade-X 15.5MW
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Bay State Wind South,True,114,IEA 2200-22MW
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Bay State Wind North,True,3,Haliade-X 13MW
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,SouthCoast Wind,True,164,Haliade-X 13MW
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Speculative_00,True,1,SG11.0-200DD
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,Speculative_01,True,28,Haliade-X 15.5MW
