trial_id,run_id,seed,tier,target_mw,delivered_mw,fraction_used,n_tries,success,band,angle,template,turbine,arrival_year
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,780.0,0.0,0.0,160,False,"(3, 10)",270,,SG11.0-200DD,5.444
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,715.0,715.0,1.0,12,True,"(20, 30)",60,staircase_6corners,Haliade-X 15.5MW,6.998
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,1833.0,0.0,0.0,160,False,"(45, 60)",120,,Haliade-X 13MW,8.16
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,30.0,0.0,0.0,40,False,"(30, 45)",180,,Haliade-X 13MW,8.611
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,806.0,806.0,1.0,11,True,"(45, 60)",0,staircase_9corners,SG11.0-200DD,9.327
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,924.0,0.0,0.0,160,False,"(105, 120)",180,,Haliade-X 13MW,16.37
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,132.0,0.0,0.0,160,False,"(90, 105)",0,,Haliade-X 13MW,19.269
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,924.0,0.0,0.0,160,False,"(10, 20)",150,,IEA 2200-22MW,19.895
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,2080.0,0.0,0.0,160,False,"(45, 60)",120,,SG11.0-200DD,22.561
mc_v2_20260811_low_000100,mc_v2_20260811_low/task_0020,100,low,30.0,0.0,0.0,40,False,"(3, 10)",0,,Haliade-X 13MW,22.598
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,715.0,0.0,0.0,160,False,"(105, 120)",150,,Haliade-X 13MW,3.099
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,30.0,30.0,1.0,1,True,"(30, 45)",30,staircase_9corners,SG11.0-200DD,6.208
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,780.0,0.0,0.0,160,False,"(30, 45)",180,,SG11.0-200DD,8.603
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,1833.0,0.0,0.0,160,False,"(60, 75)",210,,Haliade-X 13MW,9.879
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,1833.0,458.25,0.25,153,True,"(75, 90)",0,staircase_10corners,Haliade-X 15.5MW,9.984
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,30.0,30.0,1.0,1,True,"(30, 45)",30,staircase_7corners,SG11.0-200DD,10.65
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,1833.0,0.0,0.0,160,False,"(3, 10)",150,,Haliade-X 15.5MW,19.151
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,572.0,0.0,0.0,160,False,"(3, 10)",90,,IEA 2200-22MW,20.792
mc_v2_20260811_low_000101,mc_v2_20260811_low/task_0020,101,low,1833.0,1833.0,1.0,5,True,"(75, 90)",270,staircase_9corners,SG11.0-200DD,23.265
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,132.0,132.0,1.0,19,True,"(105, 120)",90,staircase_10corners,IEA 2200-22MW,0.276
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,30.0,30.0,1.0,2,True,"(60, 75)",90,staircase_7corners,Haliade-X 13MW,4.868
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,132.0,0.0,0.0,160,False,"(20, 30)",330,,SG11.0-200DD,12.173
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,2080.0,0.0,0.0,160,False,"(90, 105)",210,,SG11.0-200DD,12.761
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,572.0,0.0,0.0,160,False,"(60, 75)",150,,SG11.0-200DD,13.713
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,924.0,0.0,0.0,160,False,"(90, 105)",120,,SG11.0-200DD,13.848
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,30.0,0.0,0.0,40,False,"(3, 10)",240,,Haliade-X 13MW,14.679
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,132.0,0.0,0.0,160,False,"(30, 45)",210,,SG11.0-200DD,16.725
mc_v2_20260811_low_000102,mc_v2_20260811_low/task_0020,102,low,572.0,0.0,0.0,160,False,"(90, 105)",180,,SG11.0-200DD,17.188
