trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_medium_000085,mc_20260807_0627_medium/task_0017,85,Nygaard_TurboGaussian,14.11,3303.1070178208183,3248.4439806350065,1.655,2897.766578367732,12.271
mc_20260807_0627_medium_000085,mc_20260807_0627_medium/task_0017,85,SuperGaussian,5.27,3353.5469054046252,3349.5625407345733,0.119,3048.312935973915,9.102
mc_20260807_0627_medium_000086,mc_20260807_0627_medium/task_0017,86,Nygaard_TurboGaussian,10.54,3060.6147624798814,3006.0230016382548,1.784,2669.5833430688103,12.776
mc_20260807_0627_medium_000086,mc_20260807_0627_medium/task_0017,86,SuperGaussian,4.49,3112.1643552502915,3108.234186987943,0.126,2818.483916736522,9.437
mc_20260807_0627_medium_000087,mc_20260807_0627_medium/task_0017,87,Nygaard_TurboGaussian,12.68,3165.819833824015,3097.564940548984,2.156,2682.112067185433,15.279
mc_20260807_0627_medium_000087,mc_20260807_0627_medium/task_0017,87,SuperGaussian,3.89,3219.820805685355,3214.949960422542,0.151,2851.673409105838,11.434
mc_20260807_0627_medium_000088,mc_20260807_0627_medium/task_0017,88,Nygaard_TurboGaussian,15.77,3184.0320743923244,3128.7729368790087,1.736,2777.900799469086,12.755
mc_20260807_0627_medium_000088,mc_20260807_0627_medium/task_0017,88,SuperGaussian,4.24,3235.757708769388,3231.819242615292,0.122,2930.223456007393,9.442
mc_20260807_0627_medium_000089,mc_20260807_0627_medium/task_0017,89,Nygaard_TurboGaussian,7.87,3174.8019288331034,3119.4765365736075,1.743,2738.8734401984593,13.731
mc_20260807_0627_medium_000089,mc_20260807_0627_medium/task_0017,89,SuperGaussian,2.26,3226.9314186226447,3222.921873144642,0.124,2898.3932999044387,10.181
