trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,75,90,270,806,806.0,1.0,1,True,staircase_7corners,DTU10MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,45,60,120,780,780.0,1.0,2,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,45,60,270,572,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,3,10,150,924,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,90,110,120,2080,520.0,0.25,144,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,20,30,30,132,132.0,1.0,9,True,staircase_8corners,Haliade-X 13MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,30,45,60,30,30.0,1.0,10,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,75,90,90,572,572.0,1.0,1,True,staircase_7corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,60,75,120,132,132.0,1.0,2,True,staircase_9corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,3,10,150,715,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,130,150,300,715,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,10,20,120,572,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,130,150,150,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,10,20,150,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,60,75,180,806,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,45,60,210,1828.0,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,30,45,270,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,60,75,240,2080,1040.0,0.5,105,True,staircase_10corners,Haliade-X 13MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,110,130,90,806,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,3,10,0,806,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,3,10,120,715,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,3,10,330,30,0.0,0.0,40,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,10,20,180,132,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,10,20,270,132,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,110,130,180,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,130,150,150,30,0.0,0.0,40,False,,DTU10MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,75,90,210,132,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,30,45,150,572,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,90,110,0,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,45,60,90,572,572.0,1.0,1,True,staircase_9corners,DTU10MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,10,20,60,780,780.0,1.0,23,True,staircase_8corners,Haliade-X 13MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,60,75,30,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,75,90,180,560.0,0.0,0.0,160,False,,DTU10MW
