trial_id,run_id,seed,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,7,8.984,14.068,5.084,7,7689.903036567191,6888.591993049848,6833.8682827145085,11.132
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,8,14.068,15.622,1.554,8,7689.903036567191,6888.591993049848,6832.325045658853,11.152
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,9,15.622,18.491,2.868,9,7689.903036567191,6888.591993049848,6818.7146323805155,11.329
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,10,18.491,19.133,0.643,10,7689.903036567191,6888.591993049848,6818.684604773863,11.329
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,11,19.133,19.884,0.75,11,7689.903036567191,6888.591993049848,6817.351120410278,11.347
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,12,19.884,20.886,1.002,12,7689.903036567191,6888.591993049848,6806.6796482622285,11.485
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,13,20.886,23.709,2.823,13,7689.903036567191,6888.591993049848,6804.483480297141,11.514
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,14,23.709,24.163,0.454,14,7689.903036567191,6888.591993049848,6801.832720953122,11.549
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,15,24.163,24.37,0.208,15,7689.903036567191,6888.591993049848,6798.986483731223,11.586
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,16,24.37,24.721,0.35,16,7689.903036567191,6888.591993049848,6794.397278516926,11.645
shakedown001_000008,shakedown001/task_0004,8,SuperGaussian,17,24.721,25.0,0.279,17,7689.903036567191,6888.591993049848,6793.348490011689,11.659
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,0,0.0,0.412,0.412,0,8091.772655598775,7564.764136209513,7564.764136209513,6.513
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,1,0.412,2.984,2.573,1,8091.772655598775,7564.764136209513,7561.8865943291,6.548
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,2,2.984,3.321,0.337,2,8091.772655598775,7564.764136209513,7559.891669957993,6.573
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,3,3.321,5.426,2.105,3,8091.772655598775,7564.764136209513,7558.5648661353625,6.59
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,4,5.426,5.53,0.104,4,8091.772655598775,7564.764136209513,7558.553303878848,6.59
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,5,5.53,8.941,3.411,5,8091.772655598775,7564.764136209513,7538.294296267969,6.84
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,6,8.941,8.984,0.043,6,8091.772655598775,7564.764136209513,7537.8413262625445,6.846
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,7,8.984,14.068,5.084,7,8091.772655598775,7564.764136209513,7526.347947273967,6.988
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,8,14.068,15.622,1.554,8,8091.772655598775,7564.764136209513,7525.137507649407,7.003
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,9,15.622,18.491,2.868,9,8091.772655598775,7564.764136209513,7518.644133074517,7.083
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,10,18.491,19.133,0.643,10,8091.772655598775,7564.764136209513,7518.566707024987,7.084
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,11,19.133,19.884,0.75,11,8091.772655598775,7564.764136209513,7517.716118576356,7.094
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,12,19.884,20.886,1.002,12,8091.772655598775,7564.764136209513,7512.131162222424,7.163
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,13,20.886,23.709,2.823,13,8091.772655598775,7564.764136209513,7511.001512699621,7.177
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,14,23.709,24.163,0.454,14,8091.772655598775,7564.764136209513,7509.278855251892,7.199
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,15,24.163,24.37,0.208,15,8091.772655598775,7564.764136209513,7507.372826888212,7.222
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,16,24.37,24.721,0.35,16,8091.772655598775,7564.764136209513,7505.2048458736945,7.249
shakedown001_000008,shakedown001/task_0004,8,Bastankhah_PorteAgel_2014,17,24.721,25.0,0.279,17,8091.772655598775,7564.764136209513,7504.168385760422,7.262
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,0,0.0,1.367,1.367,0,8271.963614655522,7539.759159415009,7539.759159415009,8.852
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,1,1.367,1.705,0.338,1,8271.963614655522,7539.759159415009,7534.126688233529,8.92
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,2,1.705,2.035,0.329,2,8271.963614655522,7539.759159415009,7498.297343228623,9.353
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,3,2.035,3.372,1.337,3,8271.963614655522,7539.759159415009,7497.53647318171,9.362
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,4,3.372,7.569,4.198,4,8271.963614655522,7539.759159415009,7497.473218682479,9.363
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,5,7.569,8.689,1.119,5,8271.963614655522,7539.759159415009,7497.2347020495545,9.366
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,6,8.689,8.762,0.073,6,8271.963614655522,7539.759159415009,7492.434545496063,9.424
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,7,8.762,9.305,0.543,7,8271.963614655522,7539.759159415009,7486.414178878772,9.497
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,8,9.305,13.21,3.905,8,8271.963614655522,7539.759159415009,7476.811936511572,9.613
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,9,13.21,17.024,3.813,9,8271.963614655522,7539.759159415009,7475.927440366416,9.623
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,10,17.024,17.256,0.232,10,8271.963614655522,7539.759159415009,7475.927440366416,9.623
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,11,17.256,17.459,0.203,11,8271.963614655522,7539.759159415009,7475.927346912579,9.623
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,12,17.459,18.073,0.614,12,8271.963614655522,7539.759159415009,7467.29159055707,9.728
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,13,18.073,23.071,4.998,13,8271.963614655522,7539.759159415009,7467.273793749073,9.728
shakedown001_000009,shakedown001/task_0004,9,Nygaard_TurboGaussian,14,23.071,25.0,1.929,14,8271.963614655522,7539.759159415009,7456.082219999837,9.863
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,0,0.0,1.367,1.367,0,8367.951988523597,7659.0920286211995,7659.0920286211995,8.471
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,1,1.367,1.705,0.338,1,8367.951988523597,7659.0920286211995,7656.455347613324,8.503
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,2,1.705,2.035,0.329,2,8367.951988523597,7659.0920286211995,7626.358118857101,8.862
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,3,2.035,3.372,1.337,3,8367.951988523597,7659.0920286211995,7624.78311155673,8.881
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,4,3.372,7.569,4.198,4,8367.951988523597,7659.0920286211995,7624.706889638606,8.882
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,5,7.569,8.689,1.119,5,8367.951988523597,7659.0920286211995,7624.63178855708,8.883
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,6,8.689,8.762,0.073,6,8367.951988523597,7659.0920286211995,7621.80558622323,8.917
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,7,8.762,9.305,0.543,7,8367.951988523597,7659.0920286211995,7619.580513268689,8.943
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,8,9.305,13.21,3.905,8,8367.951988523597,7659.0920286211995,7610.672511945171,9.05
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,9,13.21,17.024,3.813,9,8367.951988523597,7659.0920286211995,7608.32520130454,9.078
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,10,17.024,17.256,0.232,10,8367.951988523597,7659.0920286211995,7608.324489662582,9.078
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,11,17.256,17.459,0.203,11,8367.951988523597,7659.0920286211995,7608.291541369978,9.078
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,12,17.459,18.073,0.614,12,8367.951988523597,7659.0920286211995,7601.07002013664,9.165
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,13,18.073,23.071,4.998,13,8367.951988523597,7659.0920286211995,7595.263591274317,9.234
shakedown001_000009,shakedown001/task_0004,9,SuperGaussian,14,23.071,25.0,1.929,14,8367.951988523597,7659.0920286211995,7581.971155862926,9.393
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,0,0.0,1.367,1.367,0,8716.239432878463,8232.557862998334,8232.557862998334,5.549
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,1,1.367,1.705,0.338,1,8716.239432878463,8232.557862998334,8229.834606375452,5.58
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,2,1.705,2.035,0.329,2,8716.239432878463,8232.557862998334,8217.23054055369,5.725
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,3,2.035,3.372,1.337,3,8716.239432878463,8232.557862998334,8216.444903989623,5.734
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,4,3.372,7.569,4.198,4,8716.239432878463,8232.557862998334,8216.322431482877,5.735
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,5,7.569,8.689,1.119,5,8716.239432878463,8232.557862998334,8216.244860126477,5.736
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,6,8.689,8.762,0.073,6,8716.239432878463,8232.557862998334,8214.95775420257,5.751
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,7,8.762,9.305,0.543,7,8716.239432878463,8232.557862998334,8210.976309234125,5.797
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,8,9.305,13.21,3.905,8,8716.239432878463,8232.557862998334,8205.206522942837,5.863
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,9,13.21,17.024,3.813,9,8716.239432878463,8232.557862998334,8203.827998780342,5.879
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,10,17.024,17.256,0.232,10,8716.239432878463,8232.557862998334,8203.764606380095,5.88
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,11,17.256,17.459,0.203,11,8716.239432878463,8232.557862998334,8203.676425114967,5.881
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,12,17.459,18.073,0.614,12,8716.239432878463,8232.557862998334,8199.790954509657,5.925
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,13,18.073,23.071,4.998,13,8716.239432878463,8232.557862998334,8193.997969910644,5.992
shakedown001_000009,shakedown001/task_0004,9,Bastankhah_PorteAgel_2014,14,23.071,25.0,1.929,14,8716.239432878463,8232.557862998334,8184.164199995093,6.104
