Height,Period,PeakPower_kW
3.297630740941048,12.073605288848414,386.14327724569426
1.0163568782901884,7.15244803095373,96.63479666624829
4.77270166418182,12.928887085251514,741.0325333720898
2.5246046006597322,9.778572152845355,409.7675455438298
3.102753264742093,5.840102016274651,761.4272266388884
2.3366156124257653,11.879292338255043,200.25312213214391
1.5666214110936247,10.120311770449339,144.44522559354127
4.565207842530142,4.539092720737529,763.4817927830048
3.0815576900252863,8.201936800011321,829.5264336236828
0.5129164716402154,10.790688365654296,12.918452541183202
3.2771521112932573,13.18601777977526,332.58507451476623
1.9699020579744326,4.004020248913575,70.33478422992532
2.8717614601592416,13.767591490310597,261.2201919418582
4.486739446898485,7.765803147457745,1861.6781215631247
2.107713920011249,13.737835383583226,128.6816420950261
4.588408179139097,10.047161009740531,1275.4406594560787
3.3051205210631123,12.28845807980693,372.78351928069793
0.5711955928095033,9.747115047081023,20.989154782977334
4.682467551846926,10.280761983073504,1248.5351356595115
3.609036128826158,6.85576281695694,1224.0234838594274
4.987952827031663,9.86833340656083,1580.3728939392377
1.2755322875539785,11.5002176370266,65.48309499623294
1.11711087332995,12.583138364290424,38.051290526761115
4.696679583667236,11.550821884676802,888.5537382627112
3.6356817267045507,10.98057248447303,619.3628724145717
0.7970007772492812,12.644794300545998,18.88897068877288
3.8995837367110986,7.226809968367465,1440.418763709563
3.892442848075609,10.707887907875872,765.843578957134
4.653610409959175,8.508739364133492,1824.6380425551195
3.701861413828123,7.821027520315172,1256.764217469022
1.0592193288747411,8.108113499221856,98.33826424071586
0.5894606022790801,8.014795834695406,30.757372095214247
0.6179494409497368,7.173839459582769,35.654075985008355
0.6273791960935757,10.219193679203014,22.491718258581532
1.6079498042137066,8.302472708212644,221.68486810375475
4.370125769072996,13.738020779272523,661.5232236778115
2.924739789537438,10.778008914343111,423.0274718637874
2.9876989040859465,5.985698884271109,735.4279408242786
4.289139015618225,8.267010093480328,1604.5939350121948
1.0587799180396003,7.43346239774423,104.33229975498179
1.7563265555501277,11.976388039585665,109.84946979708661
3.1359167215622956,12.799982885634318,307.6499259607062
4.863180867438535,13.038419558263719,767.9862509005351
3.024635986650695,10.627198123752622,471.8092279547972
0.5839128021782436,6.702082620297578,31.273608368087444
4.102847027062774,6.5236670150458975,1540.5926036930196
1.548384232284592,12.548979426974023,74.61055178424284
4.1319733802845064,9.277146463087465,1234.0349449923544
2.245372898288773,12.02161084004598,178.64235085175724
4.385938345517429,9.724885171916064,1261.9301929555972
3.8620473923173306,11.33142525287511,635.7612184467112
3.003081052956885,9.190116274640559,661.3798367904982
1.1140485154730826,11.70883910501888,47.12455923105931
0.7696296028049525,9.688579907047156,38.64080173844476
1.046045550833318,8.657098785919809,88.55336800875422
0.7004834534514277,7.426889079532818,45.57549028599389
0.9837235809774181,4.682093484167041,40.14841756749906
1.5156920237353462,7.779241793280999,209.3743696016565
3.708450411722045,4.796260776982524,633.6511652429379
3.018726419243641,13.82817113730445,298.4958252422491
0.5565019107160214,5.816128513307637,24.05572483655047
