trial_id,run_id,seed,tier,target_mw,delivered_mw,fraction_used,n_tries,success,band,angle,template,turbine,arrival_year
shakedown001_000002,shakedown001/task_0001,2,high,924.0,693.0,0.75,71,True,"(60, 75)",300,staircase_9corners,SG11.0-200DD,0.037
shakedown001_000002,shakedown001/task_0001,2,high,30.0,0.0,0.0,40,False,"(20, 30)",300,,SG11.0-200DD,0.114
shakedown001_000002,shakedown001/task_0001,2,high,715.0,0.0,0.0,160,False,"(90, 105)",0,,SG11.0-200DD,0.158
shakedown001_000002,shakedown001/task_0001,2,high,30.0,0.0,0.0,40,False,"(60, 75)",120,,IEA 2200-22MW,0.469
shakedown001_000002,shakedown001/task_0001,2,high,2080.0,0.0,0.0,160,False,"(20, 30)",0,,Haliade-X 13MW,1.39
shakedown001_000002,shakedown001/task_0001,2,high,806.0,0.0,0.0,160,False,"(45, 60)",240,,Haliade-X 13MW,2.157
shakedown001_000002,shakedown001/task_0001,2,high,715.0,715.0,1.0,1,True,"(30, 45)",90,staircase_6corners,Haliade-X 15.5MW,2.55
shakedown001_000002,shakedown001/task_0001,2,high,132.0,66.0,0.5,115,True,"(20, 30)",240,staircase_6corners,IEA 2200-22MW,3.103
shakedown001_000002,shakedown001/task_0001,2,high,2080.0,0.0,0.0,160,False,"(45, 60)",210,,Haliade-X 15.5MW,3.589
shakedown001_000002,shakedown001/task_0001,2,high,1833.0,0.0,0.0,160,False,"(75, 90)",150,,IEA 2200-22MW,4.164
shakedown001_000002,shakedown001/task_0001,2,high,1833.0,0.0,0.0,160,False,"(90, 105)",330,,Haliade-X 13MW,4.442
shakedown001_000002,shakedown001/task_0001,2,high,572.0,572.0,1.0,29,True,"(45, 60)",0,staircase_8corners,Haliade-X 15.5MW,4.695
shakedown001_000002,shakedown001/task_0001,2,high,1833.0,0.0,0.0,160,False,"(60, 75)",30,,SG11.0-200DD,4.803
shakedown001_000002,shakedown001/task_0001,2,high,2080.0,0.0,0.0,160,False,"(60, 75)",0,,IEA 2200-22MW,4.993
shakedown001_000002,shakedown001/task_0001,2,high,1833.0,1833.0,1.0,4,True,"(30, 45)",30,staircase_10corners,SG11.0-200DD,5.691
shakedown001_000002,shakedown001/task_0001,2,high,780.0,0.0,0.0,160,False,"(105, 120)",0,,SG11.0-200DD,6.117
shakedown001_000002,shakedown001/task_0001,2,high,924.0,462.0,0.5,86,True,"(30, 45)",270,staircase_8corners,Haliade-X 15.5MW,7.074
shakedown001_000002,shakedown001/task_0001,2,high,780.0,0.0,0.0,160,False,"(105, 120)",180,,SG11.0-200DD,7.434
shakedown001_000002,shakedown001/task_0001,2,high,806.0,201.5,0.25,133,True,"(30, 45)",90,staircase_9corners,SG11.0-200DD,7.621
shakedown001_000002,shakedown001/task_0001,2,high,30.0,0.0,0.0,40,False,"(45, 60)",150,,SG11.0-200DD,8.151
shakedown001_000002,shakedown001/task_0001,2,high,1833.0,0.0,0.0,160,False,"(10, 20)",30,,IEA 2200-22MW,9.911
shakedown001_000002,shakedown001/task_0001,2,high,572.0,0.0,0.0,160,False,"(20, 30)",240,,IEA 2200-22MW,10.388
shakedown001_000002,shakedown001/task_0001,2,high,806.0,0.0,0.0,160,False,"(45, 60)",240,,Haliade-X 15.5MW,10.907
shakedown001_000002,shakedown001/task_0001,2,high,572.0,0.0,0.0,160,False,"(30, 45)",120,,IEA 2200-22MW,11.055
