trial_id,run_id,seed,tier,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Nygaard_TurboGaussian,0,0.0,0.636,0.636,0,8016.561937384352,7042.340128293925,7042.340128293925,12.153
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Nygaard_TurboGaussian,1,0.636,11.849,11.213,1,8016.561937384352,7042.340128293925,7041.873519885103,12.158
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Nygaard_TurboGaussian,2,11.849,19.631,7.781,2,8016.561937384352,7042.340128293925,7003.8576829165795,12.633
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Nygaard_TurboGaussian,3,19.631,20.745,1.114,3,8016.561937384352,7042.340128293925,6999.841131786468,12.683
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Nygaard_TurboGaussian,4,20.745,21.517,0.773,4,8016.561937384352,7042.340128293925,6999.841131786468,12.683
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Nygaard_TurboGaussian,5,21.517,21.979,0.461,5,8016.561937384352,7042.340128293925,6993.297188431622,12.764
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Nygaard_TurboGaussian,6,21.979,25.0,3.021,6,8016.561937384352,7042.340128293925,6980.324210597313,12.926
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,SuperGaussian,0,0.0,0.636,0.636,0,8314.098812910233,7409.362185982728,7409.362185982728,10.882
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,SuperGaussian,1,0.636,11.849,11.213,1,8314.098812910233,7409.362185982728,7392.385085952242,11.086
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,SuperGaussian,2,11.849,19.631,7.781,2,8314.098812910233,7409.362185982728,7361.831290546188,11.454
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,SuperGaussian,3,19.631,20.745,1.114,3,8314.098812910233,7409.362185982728,7355.41483939076,11.531
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,SuperGaussian,4,20.745,21.517,0.773,4,8314.098812910233,7409.362185982728,7355.41483939076,11.531
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,SuperGaussian,5,21.517,21.979,0.461,5,8314.098812910233,7409.362185982728,7351.235957360737,11.581
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,SuperGaussian,6,21.979,25.0,3.021,6,8314.098812910233,7409.362185982728,7337.08051225856,11.751
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Bastankhah_PorteAgel_2014,0,0.0,0.636,0.636,0,8783.658742778403,8181.202044412665,8181.202044412665,6.859
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Bastankhah_PorteAgel_2014,1,0.636,11.849,11.213,1,8783.658742778403,8181.202044412665,8169.588515899354,6.991
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Bastankhah_PorteAgel_2014,2,11.849,19.631,7.781,2,8783.658742778403,8181.202044412665,8149.105048951798,7.224
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Bastankhah_PorteAgel_2014,3,19.631,20.745,1.114,3,8783.658742778403,8181.202044412665,8146.446860273621,7.255
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Bastankhah_PorteAgel_2014,4,20.745,21.517,0.773,4,8783.658742778403,8181.202044412665,8146.446859092013,7.255
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Bastankhah_PorteAgel_2014,5,21.517,21.979,0.461,5,8783.658742778403,8181.202044412665,8143.391508586503,7.289
mc_v2_20260811_low_000065,mc_v2_20260811_low/task_0013,65,low,Bastankhah_PorteAgel_2014,6,21.979,25.0,3.021,6,8783.658742778403,8181.202044412665,8132.42829587692,7.414
mc_v2_20260811_low_000066,mc_v2_20260811_low/task_0013,66,low,Nygaard_TurboGaussian,0,0.0,4.468,4.468,0,8151.282248342575,7160.506235404115,7160.506235404115,12.155
mc_v2_20260811_low_000066,mc_v2_20260811_low/task_0013,66,low,Nygaard_TurboGaussian,1,4.468,5.621,1.153,1,8151.282248342575,7160.506235404115,7141.989833998505,12.382
mc_v2_20260811_low_000066,mc_v2_20260811_low/task_0013,66,low,Nygaard_TurboGaussian,2,5.621,7.773,2.152,2,8151.282248342575,7160.506235404115,7139.580299157167,12.412
mc_v2_20260811_low_000066,mc_v2_20260811_low/task_0013,66,low,Nygaard_TurboGaussian,3,7.773,9.137,1.364,3,8151.282248342575,7160.506235404115,7139.446386669402,12.413
mc_v2_20260811_low_000066,mc_v2_20260811_low/task_0013,66,low,Nygaard_TurboGaussian,4,9.137,10.195,1.058,4,8151.282248342575,7160.506235404115,7130.130757197007,12.527
mc_v2_20260811_low_000066,mc_v2_20260811_low/task_0013,66,low,Nygaard_TurboGaussian,5,10.195,22.86,12.665,5,8151.282248342575,7160.506235404115,7129.281877655733,12.538
