Height_m,Period_s,Direction_deg,PeakPower_kW
1.56215591508144,6.4866096890455,44.59256375759,1.11361434460401
2.62603982833495,7.02213104097889,54.8268304274798,2.28188592241752
1.47615808476709,6.51118712897494,0.43276172012211,2.2687003981143
3.29846819068655,8.7865554181775,52.8955887910412,6.07242263820118
3.28659191275875,6.79871947032019,69.9716180262699,1.13528913073799
3.83930416187427,5.6244978580654,59.1464865411474,2.44085841116372
2.0551835786632,8.08591279736135,47.5483224215432,2.51197200309977
2.0990898442857,6.77759726856617,74.3195845297946,0.281351522549817
2.5993599840167,6.81469093309155,86.6190392439652,0.020457679313759
3.44917641014717,5.34244143187473,28.2362811040672,6.58993777251481
0.609201585331207,9.33580935889181,71.7376551727269,0.0581577744101064
1.15544549565672,7.28948099008623,25.6658218216031,1.26249433802045
3.802580397732,5.3880769260816,1.34053879775005,11.6515060182394
3.81772748565192,9.52460597941019,8.47347789519351,42.5415518250558
2.08544536921101,6.408479403972,29.5850718791494,3.13259118428421
3.3379139290504,8.06938921283657,27.50096898983,12.4272157604245
3.75107720248533,8.30928971046607,1.62199197495798,22.9126764313132
2.85451048345985,6.00012297948398,14.598666786018,6.938205942777
1.80316297873939,9.79993113786224,39.9590517062991,3.75770726659607
1.91993491843472,8.32552992175177,69.0093026583406,0.621218648952429
2.03588372627205,7.70649919694007,61.313034163635,1.09765774282727
2.87527220246102,9.34484435832498,64.3083055216475,2.57195362573956
2.12774615060257,7.78523733529457,41.3802790208159,3.17336821923689
3.83642458844187,5.10699058482494,82.7341566640997,0.100766730067522
1.74144293747612,7.41340275945839,89.004907769751,0.000934233348855318
1.6865730164796,9.0399278957076,83.934100387825,0.04715258118776
3.63551016351093,8.68004683077559,41.5371012638716,11.7610056223332
2.40901990390458,7.8615219763635,81.4429952598341,0.147961221644275
3.12249301066014,5.04492426683943,34.7806488316686,4.00307694487998
0.937070196982537,8.59140231830589,54.271489705244,0.422998772134169
2.08632186342526,7.24713295863098,50.428710783932,1.8988950269925
0.761623034595182,8.29808384380902,76.1255780049439,0.0426013062987321
2.82169214757668,8.76604172975283,25.6324459286653,10.6416004543313
2.96278074674824,9.02369506906384,59.6986647912782,3.5034112013536
3.71632698907889,5.14577791089977,54.2032358874179,2.49244595911902
2.81025167940334,8.8990863373872,59.0816652041512,3.18019263279082
2.91536721748572,7.83675249292043,27.8940677946771,8.79934009522364
3.4880326343405,5.38058313425786,29.8479426334022,6.57229831263913
2.13765602939505,6.25810912154582,16.9377595965126,4.01272300365435
2.1046753867175,5.6672726430948,9.0615066482555,3.67699564217472
3.32136465607209,7.82236960891348,25.7907558635543,11.9587001913375
3.38668532680947,7.70490641409772,31.9343599499381,10.5950065085098
1.16652636115764,5.34460723830852,48.2185528268354,0.365440261167913
0.589856229113956,9.94215433678641,89.1749680237117,0.000131747397521668
0.698852361734334,6.25547720214174,2.53602746238408,0.476591624195456
1.00027453102522,6.57736495763976,63.8578814056316,0.1647283282227
1.09996558144057,6.50328474401398,81.464131583486,0.0211098243249964
2.69045673465727,5.21019519082687,77.9246443001883,0.146435210314083
0.603303227033665,7.63950650354219,10.7252390677591,0.450328666847813
2.15316292837074,6.2801116688416,85.9747681053205,0.0167840872089463
2.87454969628529,7.04354996221772,39.6810711848012,5.24976604945265
0.901761392078405,9.73756321394301,78.8184195730713,0.0537956681501216
1.3262237339871,9.59640484992317,77.8456478657554,0.132769336225647
1.51178210752932,5.60621838687788,31.9635517705313,1.23990060774391
1.10464703004355,7.95972417357927,56.8031802716968,0.446329190851864
1.6329714295074,6.79826086582036,77.8094325019114,0.103785089496969
3.30388534647127,8.59653466237737,1.88925610590359,18.5914563595331
1.5487179472593,7.61775545750385,6.91382294846826,3.03873363778127
3.2146900310176,6.30421675991041,33.9042984564948,6.50008450790398
2.43469790699044,7.46539653020723,13.427429719124,7.04452374624549
2.44142102569513,9.27917950351699,3.06872061364665,11.1345301611568
3.05726550324697,8.62203141844412,70.4024736752726,1.48376801489177
3.20768687871417,5.9955515090933,29.4520568616781,6.72332623411765
3.65296486619413,5.78642937206821,73.5728696728966,0.666047953526918
0.983585047243663,6.85237759889658,15.6257145202601,0.975187642993864
3.27926885734933,9.31136002477372,60.850595936858,4.28439133404083
1.16294680977722,8.42381314055068,78.804043272802,0.0670416140001969
0.601410338804011,8.17098939644852,68.1439925133116,0.0628628330012149
0.94585517366862,5.70661645593472,20.6663143127242,0.645396454011171
0.968074902025558,5.39651122533262,32.3049257356603,0.469871824692549
0.949088358962318,9.38072673764538,32.6847684673349,1.10348701618891
3.77340927559645,7.10214350620075,24.0698800154192,13.7585980203813
1.45630519304516,7.43831803605186,30.3572486052262,1.88521100703644
3.79937739595997,7.30162747169591,7.82645840113555,17.810481654591
2.73352675515083,7.57838624803752,40.6403686804154,5.17191435592229
3.55385787308447,6.35997195096882,40.9197624966133,6.47551331147122
1.78475633369616,6.15789919025652,2.61319587511897,3.04389679920021
