trial_id,run_id,seed,tier,target_mw,delivered_mw,fraction_used,n_tries,success,band,angle,template,turbine,arrival_year
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,30.0,0.0,0.0,40,False,"(10, 20)",210,,IEA 2200-22MW,0.941
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,924.0,0.0,0.0,160,False,"(10, 20)",0,,IEA 2200-22MW,1.834
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,2080.0,0.0,0.0,160,False,"(90, 105)",330,,Haliade-X 13MW,2.124
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,715.0,0.0,0.0,160,False,"(10, 20)",210,,SG11.0-200DD,2.177
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,572.0,0.0,0.0,160,False,"(90, 105)",240,,Haliade-X 13MW,2.209
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,132.0,132.0,1.0,1,True,"(90, 105)",270,staircase_9corners,Haliade-X 13MW,2.563
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,924.0,0.0,0.0,160,False,"(75, 90)",120,,IEA 2200-22MW,2.667
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,806.0,0.0,0.0,160,False,"(105, 120)",210,,SG11.0-200DD,2.69
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,806.0,0.0,0.0,160,False,"(45, 60)",120,,Haliade-X 13MW,3.836
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,2080.0,0.0,0.0,160,False,"(90, 105)",210,,Haliade-X 13MW,4.445
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,30.0,30.0,1.0,2,True,"(105, 120)",90,staircase_8corners,IEA 2200-22MW,5.067
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,132.0,0.0,0.0,160,False,"(10, 20)",240,,Haliade-X 15.5MW,5.377
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,1833.0,0.0,0.0,160,False,"(45, 60)",210,,IEA 2200-22MW,7.045
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,806.0,0.0,0.0,160,False,"(45, 60)",120,,SG11.0-200DD,8.107
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,806.0,0.0,0.0,160,False,"(10, 20)",60,,Haliade-X 15.5MW,8.144
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,132.0,66.0,0.5,118,True,"(20, 30)",240,staircase_6corners,Haliade-X 15.5MW,8.671
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,924.0,0.0,0.0,160,False,"(3, 10)",180,,Haliade-X 15.5MW,8.781
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,132.0,132.0,1.0,2,True,"(90, 105)",330,staircase_7corners,Haliade-X 13MW,9.673
mc_v2_20260811_high_000125,mc_v2_20260811_high/task_0025,125,high,2080.0,2080.0,1.0,1,True,"(75, 90)",60,staircase_6corners,Haliade-X 13MW,10.059
