trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_high_000095,mc_20260807_0627_high/task_0019,95,Nygaard_TurboGaussian,18.72,3171.8887666651663,3113.612177738478,1.837,2727.9217026027486,13.997
mc_20260807_0627_high_000095,mc_20260807_0627_high/task_0019,95,SuperGaussian,4.72,3225.820964332391,3221.586069142712,0.131,2884.54201081899,10.58
mc_20260807_0627_high_000096,mc_20260807_0627_high/task_0019,96,Nygaard_TurboGaussian,13.76,3432.773433456406,3379.562925100412,1.55,3008.4951606041677,12.36
mc_20260807_0627_high_000096,mc_20260807_0627_high/task_0019,96,SuperGaussian,3.86,3482.955750057154,3479.106121207109,0.111,3156.0297831787166,9.386
mc_20260807_0627_high_000097,mc_20260807_0627_high/task_0019,97,Nygaard_TurboGaussian,16.45,3293.364944533633,3221.776348184741,2.174,2763.439660098363,16.091
mc_20260807_0627_high_000097,mc_20260807_0627_high/task_0019,97,SuperGaussian,4.61,3349.1996943137547,3344.0690832520677,0.153,2930.5572258174097,12.5
mc_20260807_0627_high_000098,mc_20260807_0627_high/task_0019,98,Nygaard_TurboGaussian,9.63,3020.031050082659,2970.2073078442168,1.65,2634.747340595829,12.758
mc_20260807_0627_high_000098,mc_20260807_0627_high/task_0019,98,SuperGaussian,2.8,3070.34913940018,3066.7330092428024,0.118,2774.962360694496,9.621
mc_20260807_0627_high_000099,mc_20260807_0627_high/task_0019,99,Nygaard_TurboGaussian,8.96,3095.9019264450394,3038.571117936178,1.852,2690.2787299573993,13.102
mc_20260807_0627_high_000099,mc_20260807_0627_high/task_0019,99,SuperGaussian,2.64,3147.8401033167434,3143.716826319488,0.131,2842.236249975435,9.708
