# IP RP SP set_id D HHub_Ratio HHub HTrans PileDepth WaterDepth WaveHeight WavePeriod WindSpeed monopile_mass tower_mass total_mass
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 15.9404406313 15.9404406313 5.0491933384 6.0 9.0 416071.26329792326 534845.6189695895 950916.8822675127
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 18.154439792799998 18.154439792799998 3.5 6.0 9.0 464680.9693433184 521073.39645505 985754.3657983684
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.512336073576 6.0 9.0 602153.4009463004 557401.5602481893 1159554.9611944896
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.5790174626 2.127016654 9.0 475129.89328413585 536849.2033334299 1011979.0966175657
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.5790174626 6.0 5.9016133232 458233.6741975988 554140.8644058573 1012374.5386034561
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 10.6762099924 28.6332650266 28.6332650266 3.5 6.0 9.0 592256.4608188741 606094.6851346575 1198351.1459535316
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.5790174626 6.0 9.0 480666.8606280566 543565.6029203922 1024232.4635484488
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.5790174626 6.0 12.0983866768 466137.14425164467 553874.1162384339 1020011.2604900785
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.5790174626 9.872983346 9.0 473592.31296434416 539304.3265051373 1012896.6394694814
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.7230815342399999 6.0 9.0 607508.4416415662 548738.4633192756 1156246.9049608419
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.9508066616 1.1975436565 9.0 498419.6522177876 530010.3348436345 1028429.9870614221
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.9508066616 2.127016654 5.9016133232 487343.22364875907 529517.7117118756 1016860.9353606347
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.9508066616 2.127016654 9.0 468805.40639128775 542424.1677762277 1011229.5741675154
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.9508066616 2.127016654 12.0983866768 472997.0413437215 541593.6820046939 1014590.7233484155
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.9508066616 3.828781253 9.0 471503.0090518582 538840.6179971674 1010343.6270490256
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.9508066616 6.0 5.1580349252 454988.89613043005 557184.3449983775 1012173.2411288075
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 11.6972687518 20.5 20.5 3.5 6.0 9.0 464389.8097742773 550768.886686096 1015158.6964603732
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 20.5 20.5 1.9508066616 6.0 5.9016133232 466916.5845813949 552807.5318758698 1019724.1164572648
