# IP RP SP set_id D HHub_Ratio HHub HTrans PileDepth WaterDepth WaveHeight WavePeriod WindSpeed monopile_mass tower_mass total_mass
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 45.5 45.5 3.5 10.802456344 9.0 1038162.9218352296 617411.4331575647 1655574.3549927943
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 45.5 45.5 4.3684874988 6.0 9.0 1037340.4553377476 618434.5304580409 1655774.9857957885
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 45.5 45.5 5.0491933384 2.127016654 9.0 1106979.1360335695 631244.3337724418 1738223.4698060113
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 45.5 45.5 5.0491933384 6.0 5.9016133232 1098234.3988407336 599132.1428288417 1697366.5416695753
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 45.5 45.5 5.0491933384 6.0 9.0 1028695.0990196818 634699.2780800494 1663394.3770997312
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 45.5 45.5 5.0491933384 6.0 12.0983866768 1116629.1825676076 577531.347544869 1694160.5301124766
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 45.5 45.5 5.0491933384 9.872983346 9.0 1040159.1984684027 617643.9926339085 1657803.1911023112
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 45.5 45.5 5.4209825376000005 6.0 9.0 1039770.8265666234 621001.6874762088 1660772.5140428322
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 51.7965343663 51.7965343663 3.5 6.0 9.0 1255301.8757901 627947.0366219261 1883248.9124120262
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 56.7316517034 56.7316517034 1.9508066616 6.0 9.0 1534216.8763062472 677787.5213953487 2212004.397701596
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 2.127016654 12.0983866768 1043949.7850868693 635515.0205450519 1679464.8056319212
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 56.7316517034 56.7316517034 3.5 2.127016654 9.0 1470200.2945313689 639983.8599609162 2110184.154492285
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 56.7316517034 56.7316517034 3.5 6.0 5.9016133232 1416943.5645414873 638954.1323306549 2055897.6968721421
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 56.7316517034 56.7316517034 3.5 6.0 9.0 1419935.0413838837 635101.6101580521 2055036.6515419357
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 56.7316517034 56.7316517034 3.5 9.872983346 9.0 1465245.5012907689 618022.5988062939 2083268.1000970628
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 56.7316517034 56.7316517034 5.0491933384 6.0 9.0 1663176.2861253342 566960.6753280305 2230136.9614533647
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.3237900076 59.4271233976 59.4271233976 3.5 6.0 9.0 1624792.8461197114 590954.974511287 2215747.8206309984
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.6653776984 45.5 45.5 3.5 6.0 9.0 1039379.7678932792 614363.7003432752 1653743.4682365544
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.881473806399999 34.2683482966 34.2683482966 3.5 6.0 9.0 749148.7832578054 586594.4450691532 1335743.2283269586
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.881473806399999 45.5 45.5 1.9508066616 6.0 9.0 1037773.9163235672 613281.5960250731 1651055.5123486402
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 3.828781253 9.0 1021287.1125990883 635037.0661138634 1656324.1787129517
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.881473806399999 45.5 45.5 3.5 2.127016654 9.0 1066119.7689151214 624626.2126097647 1690745.981524886
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.881473806399999 45.5 45.5 3.5 6.0 5.9016133232 1041203.1957378014 612918.9202619715 1654122.115999773
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.881473806399999 45.5 45.5 3.5 6.0 12.0983866768 1048353.4687257184 607942.9436143843 1656296.4123401027
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.881473806399999 45.5 45.5 3.5 9.872983346 9.0 1041827.4731436996 612729.0215515546 1654556.4946952541
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.881473806399999 45.5 45.5 5.0491933384 6.0 9.0 1270263.044714484 575189.4849795001 1845452.529693984
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.881473806399999 56.7316517034 56.7316517034 3.5 6.0 9.0 1477363.9044258757 607177.1023995753 2084541.006825451
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 15.9814958896 45.5 45.5 3.5 6.0 9.0 1066992.8101641228 674245.4219990799 1741238.2321632027
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 6.0 5.1580349252 1019863.3516237964 633542.7239687708 1653406.0755925672
10.0 10.0 300.0 1.0 206.0129077457011 0.7651365624099999 157.6280080446342 13.0 34.2683482966 34.2683482966 3.5 6.0 9.0 724319.5128389418 606608.6916075281 1330928.20444647
10.0 10.0 300.0 1.0 206.0129077457011 0.7651365624099999 157.6280080446342 13.0 45.5 45.5 1.9508066616 6.0 9.0 1023383.0964217777 626789.276003676 1650172.3724254537
10.0 10.0 300.0 1.0 206.0129077457011 0.7651365624099999 157.6280080446342 13.0 45.5 45.5 3.5 2.127016654 9.0 1192550.9862576923 591332.4243446905 1783883.4106023828
10.0 10.0 300.0 1.0 206.0129077457011 0.7651365624099999 157.6280080446342 13.0 45.5 45.5 3.5 6.0 5.9016133232 1019885.4758280994 632738.0823237629 1652623.5581518624
10.0 10.0 300.0 1.0 206.0129077457011 0.7651365624099999 157.6280080446342 13.0 45.5 45.5 3.5 6.0 12.0983866768 1015637.134755263 636459.2300017272 1652096.3647569902
10.0 10.0 300.0 1.0 206.0129077457011 0.7651365624099999 157.6280080446342 13.0 45.5 45.5 5.0491933384 6.0 9.0 1049801.9170575195 671435.8479616484 1721237.765019168
10.0 10.0 300.0 1.0 206.0129077457011 0.7651365624099999 157.6280080446342 13.0 56.7316517034 56.7316517034 3.5 6.0 9.0 1463278.0020646998 760058.9683877067 2223336.9704524064
10.0 10.0 300.0 1.0 206.0129077457011 0.7651365624099999 157.6280080446342 15.3237900076 45.5 45.5 3.5 6.0 9.0 1063153.8107309313 599295.1715235622 1662448.9822544935
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 6.0 5.9016133232 1019885.4758280994 632738.0823237629 1652623.5581518624
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 10.1185261939 45.5 45.5 3.5 6.0 9.0 1275916.0413093301 587505.6850280871 1863421.7263374173
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 10.6762099924 34.2683482966 34.2683482966 3.5 6.0 9.0 721437.4595162513 610212.7819716971 1331650.2414879485
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 10.6762099924 45.5 45.5 1.9508066616 6.0 9.0 1270732.255645188 613557.7906363995 1884290.0462815876
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 10.6762099924 45.5 45.5 3.5 2.127016654 9.0 1078935.102910526 625307.0419889588 1704242.144899485
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 10.6762099924 45.5 45.5 3.5 6.0 5.9016133232 1178713.0973552861 618329.7544038056 1797042.8517590917
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 10.6762099924 45.5 45.5 3.5 6.0 12.0983866768 1010608.3089936138 657648.986792335 1668257.2957859489
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 10.6762099924 45.5 45.5 3.5 9.872983346 9.0 1003285.4081017278 650446.9118068767 1653732.3199086045
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 10.6762099924 45.5 45.5 5.0491933384 6.0 9.0 1033090.9744518185 651012.8942912098 1684103.8687430283
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 6.0 7.2630250024 1008335.7611293688 647531.2558318521 1655867.016961221
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 10.6762099924 56.7316517034 56.7316517034 3.5 6.0 9.0 1377274.0128942335 688020.8914353773 2065294.9043296108
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 11.6972687518 45.5 45.5 3.5 6.0 9.0 1025606.9038816318 639201.4080204458 1664808.3119020776
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 31.57287660385 31.57287660385 3.5 6.0 9.0 699679.8756525636 575144.0927161163 1274823.96836868
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 34.2683482966 34.2683482966 1.9508066616 6.0 9.0 765836.774910906 584470.3873845177 1350307.1622954237
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 34.2683482966 34.2683482966 3.5 2.127016654 9.0 737945.7309395819 607179.1662741407 1345124.8972137226
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 34.2683482966 34.2683482966 3.5 6.0 9.0 933141.0568196267 592240.84993427 1525381.9067538967
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 34.2683482966 34.2683482966 3.5 6.0 12.0983866768 737841.8271008938 598304.217784562 1336146.0448854559
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 34.2683482966 34.2683482966 3.5 9.872983346 9.0 955700.185833578 574750.600984901 1530450.786818479
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 34.2683482966 34.2683482966 5.0491933384 6.0 9.0 902533.864789344 564377.1709103751 1466911.035699719
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 39.2034656337 39.2034656337 3.5 6.0 9.0 845425.6804536246 618791.0575705753 1464216.7380241998
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 1.5790174626 6.0 9.0 1155445.5376903187 580912.2607627648 1736357.7984530835
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 1.9508066616 2.127016654 9.0 1024358.3072303323 632582.8649639472 1656941.1721942795
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 1.9508066616 6.0 9.0 1016015.9576064863 633483.5427173548 1649499.500323841
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 1.9508066616 6.0 12.0983866768 1200631.7846972402 591623.2079483296 1792254.9926455698
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 1.9508066616 9.872983346 9.0 1166628.1539635248 589673.6972111571 1756301.851174682
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 2.6315125012 6.0 9.0 1016584.790464026 633981.5069590436 1650566.2974230696
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 1.1975436565 9.0 1233541.2273255878 607037.7164874645 1840578.9438130523
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 2.127016654 5.9016133232 1070440.469427794 675224.852315519 1745665.321743313
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 6.0 10.7369749976 1049822.8294755053 614610.215733293 1664433.0452087983
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 2.127016654 9.0 1037810.3580359743 641613.7775167323 1679424.1355527067
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 2.127016654 12.0983866768 1251899.3912940011 559946.8695616343 1811846.2608556354
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 3.828781253 9.0 1561120.1276354569 598442.9049727952 2159563.032608252
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 6.0 5.1580349252 1018179.0537352767 634385.7974334932 1652564.8511687699
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 6.0 7.2630250024 1018053.9123737322 634320.9517977379 1652374.86417147
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 6.0 9.0 1128264.0598802567 577620.2076942998 1705884.2675745564
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 6.0 10.7369749976 1017963.9852844868 634159.251624739 1652123.2369092258
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 6.0 12.0983866768 1017999.4946235194 634046.6041672329 1652046.0987907522
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 6.0 12.841965075200001 1024904.5783238467 627718.58615984 1652623.1644836867
10.0 10.0 300.0 1.0 206.0129077457011 0.555926309695 114.5279955526041 13.0 45.5 45.5 3.5 6.0 5.9016133232 1019885.4758280994 632738.0823237629 1652623.5581518624
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 6.0 12.0983866768 1015637.134755263 636459.2300017272 1652096.3647569902
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 8.171218747000001 9.0 1018036.9657714401 634151.9609273596 1652188.9266987997
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 9.872983346 5.9016133232 1247822.7131153203 555166.4442173196 1802989.15733264
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 9.872983346 9.0 1018285.9992015687 634806.1581723423 1653092.157373911
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 9.872983346 12.0983866768 1072331.2960871453 629621.3959597922 1701952.6920469375
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 3.5 10.802456344 9.0 1060777.6365448446 613503.3114645807 1674280.9480094253
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 4.3684874988 6.0 9.0 1269977.5470198637 569229.7711207867 1839207.3181406504
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 5.0491933384 2.127016654 9.0 1378763.1192023333 608107.8619689923 1986870.9811713255
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 5.0491933384 6.0 5.9016133232 1070317.9242747927 607083.7970771594 1677401.721351952
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 5.0491933384 6.0 12.0983866768 1023754.6459530846 632434.0208762919 1656188.6668293765
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 6.0 12.841965075200001 1003849.6305446503 654481.9034664674 1658331.5340111176
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 5.0491933384 9.872983346 9.0 1011965.0914415646 653332.5018291856 1665297.5932707503
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 45.5 45.5 5.4209825376000005 6.0 9.0 1260197.7535020052 598407.8997452273 1858605.6532472325
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 56.7316517034 56.7316517034 3.5 2.127016654 9.0 1734251.2158278062 560034.3441087955 2294285.5599366017
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 56.7316517034 56.7316517034 3.5 6.0 5.9016133232 1442313.7360727673 631980.0585700653 2074293.7946428326
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 56.7316517034 56.7316517034 3.5 6.0 9.0 1463278.0020646998 760058.9683877067 2223336.9704524064
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 56.7316517034 56.7316517034 3.5 6.0 12.0983866768 1395420.3616282966 673427.8936498796 2068848.2552781762
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 56.7316517034 56.7316517034 3.5 9.872983346 9.0 1385699.6305747922 676564.4976021857 2062264.1281769779
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 56.7316517034 56.7316517034 5.0491933384 6.0 9.0 1558650.0239857316 585755.2630743242 2144405.287060056
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 8.171218747000001 9.0 1028366.7272263458 642828.7909770673 1671195.518203413
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 13.0 59.4271233976 59.4271233976 3.5 6.0 9.0 1663626.6651717671 612409.357449118 2276036.022620885
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 14.3027312482 45.5 45.5 3.5 6.0 9.0 1028484.0756909827 624486.9466640366 1652971.0223550193
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 15.3237900076 34.2683482966 34.2683482966 3.5 6.0 9.0 799266.9263237634 549454.8100552539 1348721.7363790174
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 15.3237900076 45.5 45.5 1.9508066616 6.0 9.0 1034549.6976617767 616132.7393300516 1650682.4369918283
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 15.3237900076 45.5 45.5 3.5 2.127016654 9.0 1060640.4963139205 629852.5838614691 1690493.0801753895
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 15.3237900076 45.5 45.5 3.5 6.0 5.9016133232 1037491.374137878 616320.6659510715 1653812.0400889495
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 15.3237900076 45.5 45.5 3.5 6.0 9.0 1289887.7549062031 608270.4036605023 1898158.1585667054
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 15.3237900076 45.5 45.5 3.5 6.0 12.0983866768 1108575.5538849537 586263.5396907704 1694839.0935757242
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 15.3237900076 45.5 45.5 3.5 9.872983346 9.0 1053458.358563189 607376.7492005858 1660835.1077637747
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 15.3237900076 45.5 45.5 5.0491933384 6.0 9.0 1041450.8261222475 617412.686840101 1658863.5129623485
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 9.872983346 5.9016133232 1017255.8712053645 636088.6880400953 1653344.5592454597
10.0 10.0 300.0 1.0 206.0129077457011 0.8161895003799999 168.1455722447948 15.3237900076 56.7316517034 56.7316517034 3.5 6.0 9.0 1427905.4733476203 635717.6299814924 2063623.1033291128
10.0 10.0 300.0 1.0 206.0129077457011 0.8332688849200001 171.6641459163872 13.0 45.5 45.5 3.5 6.0 9.0 1017233.7940494384 636464.4514673719 1653698.2455168103
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 10.6762099924 45.5 45.5 3.5 6.0 9.0 999124.3059544606 651832.2609263117 1650956.5668807724
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 13.0 45.5 45.5 1.9508066616 6.0 9.0 1028161.2666068057 629000.7244765946 1657161.9910834003
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 13.0 45.5 45.5 3.5 2.127016654 9.0 1335192.5804920779 605142.3966457569 1940334.9771378348
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 13.0 45.5 45.5 3.5 6.0 5.9016133232 1055405.2382548426 688458.3864378349 1743863.6246926775
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 13.0 45.5 45.5 3.5 6.0 9.0 1017233.7940494384 636464.4514673719 1653698.2455168103
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 13.0 45.5 45.5 3.5 6.0 12.0983866768 1001978.5334101885 656329.0835755877 1658307.6169857762
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 13.0 45.5 45.5 3.5 9.872983346 9.0 1038124.7615287133 656070.0701459389 1694194.8316746522
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 13.0 45.5 45.5 5.0491933384 6.0 9.0 1151814.9801376108 619233.5117943201 1771048.4919319309
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 13.0 56.7316517034 56.7316517034 3.5 6.0 9.0 1462972.5416500305 637240.520271254 2100213.0619212845
10.0 10.0 300.0 1.0 206.0129077457011 0.8440736903199999 173.89007529446764 15.3237900076 45.5 45.5 3.5 6.0 9.0 1289887.7549062031 608270.4036605023 1898158.1585667054
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 9.872983346 12.0983866768 1018766.6494629823 634361.4117131289 1653128.0611761112
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 3.5 10.802456344 9.0 1018347.3190145651 635325.0644542212 1653672.3834687863
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 4.3684874988 6.0 9.0 1028509.7368940597 642056.9210626341 1670566.6579566938
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 5.0491933384 6.0 5.9016133232 1022803.6557314926 633777.6202899123 1656581.276021405
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 5.0491933384 6.0 9.0 1049801.9170575195 671435.8479616484 1721237.765019168
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 5.0491933384 6.0 12.0983866768 1018745.6563402172 637826.8050057562 1656572.4613459734
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 5.0491933384 9.872983346 9.0 1021630.6735111941 634843.3668409535 1656474.0403521475
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 45.5 45.5 5.4209825376000005 6.0 9.0 1021936.034467846 635545.8732827954 1657481.9077506415
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 56.7316517034 56.7316517034 3.5 2.127016654 9.0 1734251.2158278062 560034.3441087955 2294285.5599366017
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 56.7316517034 56.7316517034 3.5 6.0 5.9016133232 1442313.7360727673 631980.0585700653 2074293.7946428326
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 56.7316517034 56.7316517034 3.5 6.0 9.0 1463278.0020646998 760058.9683877067 2223336.9704524064
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 56.7316517034 56.7316517034 3.5 6.0 12.0983866768 1395420.3616282966 673427.8936498796 2068848.2552781762
10.0 10.0 300.0 1.0 206.0129077457011 0.555926309695 114.5279955526041 13.0 45.5 45.5 3.5 6.0 12.0983866768 1015637.134755263 636459.2300017272 1652096.3647569902
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 56.7316517034 56.7316517034 3.5 9.872983346 9.0 1385699.6305747922 676564.4976021857 2062264.1281769779
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 56.7316517034 56.7316517034 5.0491933384 6.0 9.0 1558650.0239857316 585755.2630743242 2144405.287060056
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 13.0 59.4271233976 59.4271233976 3.5 6.0 9.0 1617383.6229147483 614721.7280662945 2232105.3509810427
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 14.3027312482 45.5 45.5 3.5 6.0 9.0 1018000.2399430372 639792.4005742582 1657792.6405172953
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.3237900076 34.2683482966 34.2683482966 3.5 6.0 9.0 780313.9588784529 569901.7441886247 1350215.7030670776
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.3237900076 45.5 45.5 1.9508066616 6.0 9.0 1092173.015865963 613640.4494014401 1705813.465267403
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.3237900076 45.5 45.5 3.5 2.127016654 9.0 1060493.3251535094 621930.021769077 1682423.3469225864
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.3237900076 45.5 45.5 3.5 6.0 5.9016133232 1036792.0650093266 617010.159631044 1653802.2246403706
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.3237900076 45.5 45.5 3.5 6.0 9.0 1096573.3282549414 583035.1127633327 1679608.441018274
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.3237900076 45.5 45.5 3.5 6.0 12.0983866768 1036111.8853426148 617256.3217771562 1653368.207119771
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.3237900076 45.5 45.5 3.5 9.872983346 9.0 1372312.6914666905 553821.3280149787 1926134.0194816692
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.3237900076 45.5 45.5 5.0491933384 6.0 9.0 1217008.7690668302 540505.0311030748 1757513.800169905
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.3237900076 56.7316517034 56.7316517034 3.5 6.0 9.0 1409073.6345384049 647628.8583347537 2056702.4928731585
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 15.881473806399999 45.5 45.5 3.5 6.0 9.0 1042055.2448288564 611868.0261339919 1653923.2709628483
10.0 10.0 300.0 1.0 206.0129077457011 0.63486343759 130.79006279934734 13.0 45.5 45.5 1.9508066616 6.0 9.0 1023383.0964217777 626789.276003676 1650172.3724254537
