# IP RP SP set_id D HHub_Ratio HHub HTrans PileDepth WaterDepth WaveHeight WavePeriod WindSpeed monopile_mass tower_mass total_mass
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 34.2683482966 34.2683482966 3.5 9.872983346 5.9016133232 974550.846505642 581895.9826595517 1556446.8291651937
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 34.2683482966 34.2683482966 3.5 9.872983346 12.0983866768 966723.0258015636 578642.9453875716 1545365.9711891352
10.0 10.0 300.0 1.0 206.0129077457011 0.555926309695 114.5279955526041 13.0 34.2683482966 34.2683482966 3.5 6.0 9.0 724319.5128389418 606608.6916075281 1330928.20444647
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 10.6762099924 45.5 45.5 3.5 9.872983346 9.0 1147083.2682018536 569182.956731271 1716266.2249331246
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 34.2683482966 34.2683482966 4.3684874988 6.0 9.0 789017.2941207967 562114.8695386273 1351132.163659424
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 34.2683482966 34.2683482966 5.0491933384 2.127016654 9.0 959735.0006976689 554108.08677324 1513843.0874709089
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 34.2683482966 34.2683482966 5.0491933384 6.0 9.0 866127.2325456257 567866.6954418174 1433993.927987443
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 34.2683482966 34.2683482966 5.0491933384 6.0 12.0983866768 772466.9268478875 587167.3867182424 1359634.31356613
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 34.2683482966 34.2683482966 5.4209825376000005 6.0 9.0 776445.3255160875 583255.3482238725 1359700.67373996
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 36.4940072714 36.4940072714 3.5 6.0 9.0 773673.3225419206 620127.278433785 1393800.6009757055
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 39.2034656337 39.2034656337 1.9508066616 6.0 9.0 863943.7808421517 606008.8642262944 1469952.6450684462
10.0 10.0 300.0 1.0 206.0129077457011 0.58381049962 120.27249859918673 10.6762099924 45.5 45.5 5.0491933384 6.0 9.0 1294877.1961529653 672689.7974420867 1967566.993595052
10.0 10.0 300.0 1.0 206.0129077457011 0.7 144.20903542199076 13.0 39.2034656337 39.2034656337 3.5 2.127016654 9.0 861631.2164684195 620952.1423263912 1482583.3587948107
