trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_medium_000130,mc_v2_20260811_medium/task_0026,130,medium,Nygaard_TurboGaussian,8654.677413765334,7745.6011086519175,10.504,7730.8,10.675,9
mc_v2_20260811_medium_000130,mc_v2_20260811_medium/task_0026,130,medium,SuperGaussian,8955.848094671346,8101.890838602732,9.535,8088.68,9.683,9
mc_v2_20260811_medium_000130,mc_v2_20260811_medium/task_0026,130,medium,Bastankhah_PorteAgel_2014,9441.562812518488,8873.604430881907,6.016,8866.24,6.094,9
mc_v2_20260811_medium_000131,mc_v2_20260811_medium/task_0026,131,medium,Nygaard_TurboGaussian,8477.531764069716,7674.249818253434,9.475,7641.73,9.859,11
mc_v2_20260811_medium_000131,mc_v2_20260811_medium/task_0026,131,medium,SuperGaussian,8646.069235054038,7876.327294950053,8.903,7852.47,9.179,11
mc_v2_20260811_medium_000131,mc_v2_20260811_medium/task_0026,131,medium,Bastankhah_PorteAgel_2014,9029.76005563859,8533.277955306272,5.498,8520.43,5.641,11
mc_v2_20260811_medium_000132,mc_v2_20260811_medium/task_0026,132,medium,Nygaard_TurboGaussian,8173.011064944169,7373.1625111234025,9.786,7370.01,9.825,10
mc_v2_20260811_medium_000132,mc_v2_20260811_medium/task_0026,132,medium,SuperGaussian,8346.152821873888,7596.210147173807,8.985,7593.87,9.014,10
mc_v2_20260811_medium_000132,mc_v2_20260811_medium/task_0026,132,medium,Bastankhah_PorteAgel_2014,8740.296297923844,8240.084829573558,5.723,8238.29,5.744,10
mc_v2_20260811_medium_000133,mc_v2_20260811_medium/task_0026,133,medium,Nygaard_TurboGaussian,7733.763982069502,6875.080892712949,11.103,6862.77,11.262,8
mc_v2_20260811_medium_000133,mc_v2_20260811_medium/task_0026,133,medium,SuperGaussian,7909.932844390098,7178.821033997252,9.243,7164.62,9.422,8
mc_v2_20260811_medium_000133,mc_v2_20260811_medium/task_0026,133,medium,Bastankhah_PorteAgel_2014,8309.722694115422,7814.384998673887,5.961,7807.7,6.041,8
mc_v2_20260811_medium_000134,mc_v2_20260811_medium/task_0026,134,medium,Nygaard_TurboGaussian,8284.594498174489,7360.559114823789,11.154,7323.23,11.604,9
mc_v2_20260811_medium_000134,mc_v2_20260811_medium/task_0026,134,medium,SuperGaussian,8598.976114772777,7686.226646444538,10.615,7656.44,10.961,9
mc_v2_20260811_medium_000134,mc_v2_20260811_medium/task_0026,134,medium,Bastankhah_PorteAgel_2014,9097.62118136934,8487.131472925586,6.71,8469.84,6.9,9
