trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_high_000015,mc_v2_20260811_high/task_0003,15,high,Nygaard_TurboGaussian,7423.160568050592,6594.11704895666,11.168,6523.49,12.12,15
mc_v2_20260811_high_000015,mc_v2_20260811_high/task_0003,15,high,SuperGaussian,7588.367785350989,6797.426380681809,10.423,6731.29,11.295,15
mc_v2_20260811_high_000015,mc_v2_20260811_high/task_0003,15,high,Bastankhah_PorteAgel_2014,7952.231649589304,7440.201445466432,6.439,7400.55,6.937,15
mc_v2_20260811_high_000016,mc_v2_20260811_high/task_0003,16,high,Nygaard_TurboGaussian,8124.846676565414,7291.427963325166,10.258,7257.49,10.675,16
mc_v2_20260811_high_000016,mc_v2_20260811_high/task_0003,16,high,SuperGaussian,8228.36849691829,7398.885173886207,10.081,7366.39,10.476,16
mc_v2_20260811_high_000016,mc_v2_20260811_high/task_0003,16,high,Bastankhah_PorteAgel_2014,8575.836205276391,8034.770411787383,6.309,8014.52,6.545,16
mc_v2_20260811_high_000017,mc_v2_20260811_high/task_0003,17,high,Nygaard_TurboGaussian,8299.850322840883,7352.652345337359,11.412,7323.51,11.763,12
mc_v2_20260811_high_000017,mc_v2_20260811_high/task_0003,17,high,SuperGaussian,8548.781781964422,7690.295932308305,10.042,7665.52,10.332,12
mc_v2_20260811_high_000017,mc_v2_20260811_high/task_0003,17,high,Bastankhah_PorteAgel_2014,9012.56711418971,8449.36371096475,6.249,8432.42,6.437,12
mc_v2_20260811_high_000018,mc_v2_20260811_high/task_0003,18,high,Nygaard_TurboGaussian,7985.9101026263415,7132.440908769189,10.687,7099.75,11.097,18
mc_v2_20260811_high_000018,mc_v2_20260811_high/task_0003,18,high,SuperGaussian,8289.742326828862,7450.055161800858,10.129,7417.14,10.526,18
mc_v2_20260811_high_000018,mc_v2_20260811_high/task_0003,18,high,Bastankhah_PorteAgel_2014,8777.649090871866,8215.169492162702,6.408,8197.22,6.613,18
mc_v2_20260811_high_000019,mc_v2_20260811_high/task_0003,19,high,Nygaard_TurboGaussian,8130.4316182960165,7203.692411464039,11.398,7149.78,12.062,20
mc_v2_20260811_high_000019,mc_v2_20260811_high/task_0003,19,high,SuperGaussian,8303.553366511442,7495.475935165374,9.732,7439.73,10.403,20
mc_v2_20260811_high_000019,mc_v2_20260811_high/task_0003,19,high,Bastankhah_PorteAgel_2014,8699.82462912513,8164.715317792072,6.151,8133.8,6.506,20
