trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_low_000085,mc_v2_20260811_low/task_0017,85,low,Nygaard_TurboGaussian,8145.420535805562,7181.422344941348,11.835,7142.2,12.316,5
mc_v2_20260811_low_000085,mc_v2_20260811_low/task_0017,85,low,SuperGaussian,8379.251044151993,7505.196712014207,10.431,7470.49,10.845,5
mc_v2_20260811_low_000085,mc_v2_20260811_low/task_0017,85,low,Bastankhah_PorteAgel_2014,8811.190534633863,8234.615066692742,6.544,8215.79,6.757,5
mc_v2_20260811_low_000086,mc_v2_20260811_low/task_0017,86,low,Nygaard_TurboGaussian,7626.147450985024,6779.0061946451,11.108,6767.15,11.264,5
mc_v2_20260811_low_000086,mc_v2_20260811_low/task_0017,86,low,SuperGaussian,7727.17382494682,6920.220360627147,10.443,6911.65,10.554,5
mc_v2_20260811_low_000086,mc_v2_20260811_low/task_0017,86,low,Bastankhah_PorteAgel_2014,8069.673197963054,7535.345697642834,6.621,7529.7,6.691,5
mc_v2_20260811_low_000087,mc_v2_20260811_low/task_0017,87,low,Nygaard_TurboGaussian,7667.215594751871,6654.111598376682,13.213,6638.35,13.419,7
mc_v2_20260811_low_000087,mc_v2_20260811_low/task_0017,87,low,SuperGaussian,7841.76888894963,7007.333862129621,10.641,6994.0,10.811,7
mc_v2_20260811_low_000087,mc_v2_20260811_low/task_0017,87,low,Bastankhah_PorteAgel_2014,8226.457889359475,7645.692533250344,7.06,7636.11,7.176,7
mc_v2_20260811_low_000088,mc_v2_20260811_low/task_0017,88,low,Nygaard_TurboGaussian,7967.825510500621,7102.980006759914,10.854,7091.68,10.996,5
mc_v2_20260811_low_000088,mc_v2_20260811_low/task_0017,88,low,SuperGaussian,8267.32043174209,7464.637522871854,9.709,7456.53,9.807,5
mc_v2_20260811_low_000088,mc_v2_20260811_low/task_0017,88,low,Bastankhah_PorteAgel_2014,8747.392395612544,8203.817223885357,6.214,8197.47,6.287,5
mc_v2_20260811_low_000089,mc_v2_20260811_low/task_0017,89,low,Nygaard_TurboGaussian,7841.236757852843,6952.076669964047,11.34,6934.8,11.56,4
mc_v2_20260811_low_000089,mc_v2_20260811_low/task_0017,89,low,SuperGaussian,8076.614487580957,7242.242685710737,10.331,7226.45,10.526,4
mc_v2_20260811_low_000089,mc_v2_20260811_low/task_0017,89,low,Bastankhah_PorteAgel_2014,8506.188464007635,7954.2351896792425,6.489,7946.86,6.576,4
