trial_id,run_id,seed,tier,lam,horizon_years,t_start_iso,t_end_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_committed,n_arrivals_attempted,n_new_farms_placed,n_turbines_total,delivered_mw_total,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_v2_20260811_low_000085,mc_v2_20260811_low/task_0017,85,low,0.5,25.0,2026-08-11T05:12:40.973,2026-08-11T05:16:38.173,0.01,6.04,0.02,231.13,237.2,13,11,4,1120,1954.8,9.109,7,0.1638
mc_v2_20260811_low_000086,mc_v2_20260811_low/task_0017,86,low,0.5,25.0,2026-08-11T05:16:38.177,2026-08-11T05:20:34.346,0.01,3.59,0.0,232.57,236.17,13,7,4,1271,3934.5,8.809,7,0.1458
mc_v2_20260811_low_000087,mc_v2_20260811_low/task_0017,87,low,0.5,25.0,2026-08-11T05:20:34.347,2026-08-11T05:25:21.890,0.01,6.44,0.0,281.1,287.54,13,13,6,1222,5097.0,8.928,7,0.1605
mc_v2_20260811_low_000088,mc_v2_20260811_low/task_0017,88,low,0.5,25.0,2026-08-11T05:25:21.891,2026-08-11T05:29:17.487,0.01,5.91,0.0,229.67,235.6,13,12,4,1217,2966.0,8.987,7,0.1643
mc_v2_20260811_low_000089,mc_v2_20260811_low/task_0017,89,low,0.5,25.0,2026-08-11T05:29:17.488,2026-08-11T05:33:09.573,0.01,13.96,0.0,218.12,232.09,13,15,3,1247,2321.2,8.956,7,0.1653
