trial_id,run_id,seed,farm_name,is_synthetic,n_turbines,turbine_used
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Vineyard Wind,False,62,GE Haliade-X 13MW  (Vineyard 1)
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Revolution Wind,False,65,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,South Fork Wind,False,12,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Sunrise Wind South,False,96,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Sunrise Wind North,True,2,Haliade-X 15.5MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Revolution Wind North,True,1,Haliade-X 15.5MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Vineyard Northeast,True,205,SG11.0-200DD
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,New England Wind 1,True,80,SG11.0-200DD
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,New England Wind 2 South,True,61,Haliade-X 13MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Beacon Wind,True,128,Haliade-X 15.5MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Bay State Wind South,True,114,IEA 2200-22MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Bay State Wind North,True,1,Haliade-X 15.5MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,SouthCoast Wind,True,203,SG11.0-200DD
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Speculative_00,True,9,Haliade-X 15.5MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Speculative_01,True,35,Haliade-X 13MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Speculative_02,True,131,Haliade-X 15.5MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Speculative_03,True,2,SG11.0-200DD
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Speculative_04,True,55,Haliade-X 13MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Speculative_05,True,47,Haliade-X 15.5MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Speculative_06,True,3,Haliade-X 13MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Speculative_07,True,24,Haliade-X 15.5MW
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,Speculative_08,True,38,Haliade-X 15.5MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Vineyard Wind,False,62,GE Haliade-X 13MW  (Vineyard 1)
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Revolution Wind,False,65,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,South Fork Wind,False,12,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Sunrise Wind South,False,96,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Sunrise Wind North,True,2,IEA 2200-22MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Revolution Wind North,True,1,Haliade-X 13MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Vineyard Northeast,True,98,IEA 2200-22MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,New England Wind 1,True,39,IEA 2200-22MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,New England Wind 2 South,True,78,SG11.0-200DD
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Beacon Wind,True,173,Haliade-X 13MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Bay State Wind South,True,222,SG11.0-200DD
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Bay State Wind North,True,1,Haliade-X 15.5MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,SouthCoast Wind,True,203,SG11.0-200DD
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Speculative_00,True,59,Haliade-X 13MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Speculative_01,True,5,IEA 2200-22MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Speculative_02,True,15,Haliade-X 13MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Speculative_03,True,54,Haliade-X 13MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Speculative_04,True,2,Haliade-X 13MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Speculative_05,True,2,IEA 2200-22MW
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,Speculative_06,True,38,Haliade-X 15.5MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Vineyard Wind,False,62,GE Haliade-X 13MW  (Vineyard 1)
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Revolution Wind,False,65,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,South Fork Wind,False,12,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Sunrise Wind South,False,96,Siemens Gamesa SG 11.0-200 DD
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Sunrise Wind North,True,3,SG11.0-200DD
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Revolution Wind North,True,1,SG11.0-200DD
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Vineyard Northeast,True,142,Haliade-X 15.5MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,New England Wind 1,True,39,IEA 2200-22MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,New England Wind 2 South,True,37,IEA 2200-22MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Beacon Wind,True,204,SG11.0-200DD
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Bay State Wind South,True,140,Haliade-X 15.5MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Bay State Wind North,True,1,IEA 2200-22MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,SouthCoast Wind,True,203,SG11.0-200DD
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Speculative_00,True,71,SG11.0-200DD
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Speculative_01,True,93,IEA 2200-22MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Speculative_02,True,59,Haliade-X 15.5MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Speculative_03,True,57,Haliade-X 13MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Speculative_04,True,7,IEA 2200-22MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Speculative_05,True,2,IEA 2200-22MW
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,Speculative_06,True,8,Haliade-X 15.5MW
