trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,medium,Nygaard_TurboGaussian,8323.496764044501,7412.928324016116,10.94,7361.51,11.558,10
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,medium,SuperGaussian,8609.791897863284,7800.727511389307,9.397,7751.04,9.974,10
mc_v2_20260811_medium_000145,mc_v2_20260811_medium/task_0029,145,medium,Bastankhah_PorteAgel_2014,9075.01649159793,8533.329336121787,5.969,8505.77,6.273,10
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,medium,Nygaard_TurboGaussian,7931.262064841481,7043.23695639996,11.197,7038.92,11.251,8
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,medium,SuperGaussian,8242.57742258039,7402.104381099584,10.197,7398.44,10.241,8
mc_v2_20260811_medium_000146,mc_v2_20260811_medium/task_0029,146,medium,Bastankhah_PorteAgel_2014,8741.712542549598,8169.450878172633,6.546,8165.89,6.587,8
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,medium,Nygaard_TurboGaussian,8106.122517481655,7313.552945808317,9.777,7275.29,10.249,8
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,medium,SuperGaussian,8399.503991913805,7613.07953899084,9.363,7583.65,9.713,8
mc_v2_20260811_medium_000147,mc_v2_20260811_medium/task_0029,147,medium,Bastankhah_PorteAgel_2014,8869.381721446443,8335.956700757994,6.014,8316.58,6.233,8
mc_v2_20260811_medium_000148,mc_v2_20260811_medium/task_0029,148,medium,Nygaard_TurboGaussian,7097.814944552612,6226.620174684676,12.274,6168.4,13.094,12
mc_v2_20260811_medium_000148,mc_v2_20260811_medium/task_0029,148,medium,SuperGaussian,7414.586999066682,6615.433121072229,10.778,6560.71,11.516,12
mc_v2_20260811_medium_000148,mc_v2_20260811_medium/task_0029,148,medium,Bastankhah_PorteAgel_2014,7906.939390851957,7350.2901226316235,7.04,7314.17,7.497,12
mc_v2_20260811_medium_000149,mc_v2_20260811_medium/task_0029,149,medium,Nygaard_TurboGaussian,8462.47000948513,7560.825472292332,10.655,7470.98,11.716,11
mc_v2_20260811_medium_000149,mc_v2_20260811_medium/task_0029,149,medium,SuperGaussian,8758.792949010081,7842.727384159928,10.459,7772.06,11.266,11
mc_v2_20260811_medium_000149,mc_v2_20260811_medium/task_0029,149,medium,Bastankhah_PorteAgel_2014,9240.087938929497,8631.771932716336,6.583,8589.79,7.038,11
