trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_low_000085,mc_20260807_0627_low/task_0017,85,Nygaard_TurboGaussian,8.26,3303.1070178208183,3248.4439806350065,1.655,2945.4952669542863,10.827
mc_20260807_0627_low_000085,mc_20260807_0627_low/task_0017,85,SuperGaussian,2.1,3353.5469054046252,3349.5625407345733,0.119,3082.544454819268,8.081
mc_20260807_0627_low_000086,mc_20260807_0627_low/task_0017,86,Nygaard_TurboGaussian,7.96,3060.6147624798814,3006.0230016382548,1.784,2679.939683473194,12.438
mc_20260807_0627_low_000086,mc_20260807_0627_low/task_0017,86,SuperGaussian,2.76,3112.1643552502915,3108.234186987943,0.126,2828.042736159194,9.129
mc_20260807_0627_low_000087,mc_20260807_0627_low/task_0017,87,Nygaard_TurboGaussian,8.34,3165.819833824015,3097.564940548984,2.156,2726.2960467507437,13.883
mc_20260807_0627_low_000087,mc_20260807_0627_low/task_0017,87,SuperGaussian,3.03,3219.820805685355,3214.949960422542,0.151,2884.640584514581,10.41
mc_20260807_0627_low_000088,mc_20260807_0627_low/task_0017,88,Nygaard_TurboGaussian,7.37,3184.0320743923244,3128.7729368790087,1.736,2803.814009633506,11.941
mc_20260807_0627_low_000088,mc_20260807_0627_low/task_0017,88,SuperGaussian,2.87,3235.757708769388,3231.819242615292,0.122,2947.992463079163,8.893
mc_20260807_0627_low_000089,mc_20260807_0627_low/task_0017,89,Nygaard_TurboGaussian,6.88,3174.8019288331034,3119.4765365736075,1.743,2752.4734874399956,13.303
mc_20260807_0627_low_000089,mc_20260807_0627_low/task_0017,89,SuperGaussian,2.14,3226.9314186226447,3222.921873144642,0.124,2916.4381756541165,9.622
