trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_low_000055,mc_20260807_0627_low/task_0011,55,Nygaard_TurboGaussian,7.63,2930.3102030033356,2876.878098750301,1.823,2516.7713625619003,14.112
mc_20260807_0627_low_000055,mc_20260807_0627_low/task_0011,55,SuperGaussian,2.43,2979.194207313675,2975.3631966715293,0.129,2657.2931009073395,10.805
mc_20260807_0627_low_000056,mc_20260807_0627_low/task_0011,56,Nygaard_TurboGaussian,7.42,3240.7659439708564,3189.8801674451306,1.57,2816.8086826804365,13.082
mc_20260807_0627_low_000056,mc_20260807_0627_low/task_0011,56,SuperGaussian,2.8,3290.8674693849725,3287.0877423063857,0.115,2958.7273142349713,10.093
mc_20260807_0627_low_000057,mc_20260807_0627_low/task_0011,57,Nygaard_TurboGaussian,9.51,3144.969876024169,3074.658039762389,2.236,2715.037634812193,13.67
mc_20260807_0627_low_000057,mc_20260807_0627_low/task_0011,57,SuperGaussian,3.31,3201.5480434038845,3196.5813570223895,0.155,2869.565961585684,10.369
mc_20260807_0627_low_000058,mc_20260807_0627_low/task_0011,58,Nygaard_TurboGaussian,12.41,3376.781200360275,3322.5288931574255,1.607,2958.8848880325972,12.376
mc_20260807_0627_low_000058,mc_20260807_0627_low/task_0011,58,SuperGaussian,3.38,3426.450325460724,3422.516577498681,0.115,3106.116262642691,9.349
mc_20260807_0627_low_000059,mc_20260807_0627_low/task_0011,59,Nygaard_TurboGaussian,7.09,3179.308004594693,3101.424156640339,2.45,2768.012030733975,12.937
mc_20260807_0627_low_000059,mc_20260807_0627_low/task_0011,59,SuperGaussian,1.76,3237.861768515485,3232.2651006257693,0.173,2935.744889319764,9.331
