eval,time_s,iter,obj,aep,rms_viol,x,y,label
1,0.0,0,-702.830121756454,702.830121756454,3.7558199239043204,2587.776;3949.940;3922.735;3589.685;157.914;3043.733;1666.196;2281.448;2894.986;852.941;1198.192;3161.866;3445.216;3741.442;3411.078;161.323;513.452;3305.635;1052.560;1121.146;3773.552;4179.028;2471.422;786.634;3389.109;2166.477;2777.513;3693.791;2028.573;2190.936;2989.409;2863.458;1182.699;296.229;3394.359;2116.330;1448.508;2246.821;1159.967;1366.251;2758.155;2452.779;1401.750;1737.310;1135.088;2561.861;711.166;2631.789;3633.624;688.124;3230.922;1798.031;3426.227;3537.470;3458.714;2606.063;2923.752;2844.896;1872.801;2259.701;2205.535;163.169;3115.711;2729.895;3422.358;2021.402;1671.144;1284.326;2451.807;370.320;2777.639;4156.110;3921.445;3865.763;1516.907;3093.642;2320.285;2900.995;1180.479;2674.175;211.892;3060.203;1316.796;728.796;1461.909;727.926;4024.407;1249.710;473.472;514.808;3324.304;3691.136;156.363;534.353;3920.435;2266.406;4067.444;2557.468;3402.328;1859.778;3632.045;1695.780;1559.122;1883.545;1738.287;3716.371;1644.825;1634.956;1830.149;1867.996;2916.341;835.014;3178.906;1116.108;4235.766;583.709;3549.905;1561.980;372.409;3217.143;4385.044;42.208;1045.323;2032.469;3367.139;4279.015;4030.167;2584.766;1955.251;1940.734;3053.562;3197.220;3232.824;1690.570;4159.742;3492.145;1134.385;2800.543;3718.618;34.211;338.960;4353.471;3480.246;3242.304,3812.115;1015.318;464.210;3268.915;2090.688;3342.472;2138.370;1214.109;1679.847;2975.286;3240.473;4270.661;2997.996;2157.989;564.974;2216.856;1802.544;1124.628;2719.491;3938.064;2937.011;2533.755;2854.370;4228.738;3803.225;3444.007;1368.855;1196.421;4212.474;2272.348;1836.672;2810.998;3033.920;3381.341;1948.560;4185.784;2344.282;1379.670;895.497;4335.530;2058.493;3092.889;680.258;3216.397;2906.579;3240.286;3989.433;3490.592;1737.867;4057.485;180.159;3495.105;3687.075;2384.477;2773.638;4278.929;1748.768;2215.575;2112.228;3123.643;77.652;279.863;514.683;3655.895;1347.446;2698.493;2435.627;3463.430;3628.545;3604.535;248.530;3917.474;4187.839;972.924;3409.881;1826.721;2040.171;2998.147;4104.225;3773.289;4216.091;2787.856;293.088;3834.197;1587.832;2813.644;3992.558;2231.017;3780.686;4385.933;4393.255;1304.263;1113.023;958.218;2052.870;3857.321;1929.447;949.273;2170.866;4070.154;496.962;1700.615;1754.487;1355.007;241.838;930.687;4122.594;1057.264;65.369;1874.822;2734.027;1588.749;4219.399;668.672;4186.344;2105.764;3552.701;2784.909;789.023;163.502;4165.113;3916.787;3216.551;2018.483;1847.982;3692.535;2128.707;1770.848;1673.656;4164.432;2872.604;745.093;3252.618;1672.907;3549.797;1639.437;910.295;2158.551;846.208;810.735;1323.304;2605.536;2182.911;4033.269,init
25,802.7927393913269,24,-796.6312219288234,796.6312219288234,0.0,3063.852;4398.108;4397.994;4373.285;71.691;3301.196;1152.358;2132.052;2666.789;6.784;1051.692;3049.254;3833.103;4287.527;3377.449;0.678;14.212;3296.771;325.659;907.000;4390.327;4397.235;1740.810;594.978;3897.095;1853.567;2511.820;4007.484;2211.757;2411.475;2511.193;2920.291;495.896;91.528;3560.373;2464.114;785.948;966.786;971.623;1119.114;1417.365;2261.983;1396.014;1527.163;664.858;2248.385;304.410;2195.558;4374.094;5.362;3331.983;1569.844;3822.597;4175.307;4021.847;2704.138;2037.952;2617.952;1896.975;1820.684;2017.814;0.686;2935.138;3200.880;3129.433;1666.066;1142.699;962.424;2170.679;1.681;2424.547;4397.108;3722.045;4396.184;1024.285;3058.219;2019.518;2734.354;874.449;2689.193;0.891;3845.068;1139.566;418.700;502.591;4.296;3691.180;731.868;10.938;200.611;3459.275;4032.058;262.581;7.312;4396.570;2622.214;4398.602;2296.706;3302.608;1684.569;3877.743;1135.264;823.409;1445.531;1699.323;3487.455;1453.364;1530.487;1705.769;1292.438;2838.547;37.511;3276.143;716.668;4062.487;412.153;4271.314;588.818;392.901;2926.707;4399.937;34.342;475.682;1795.359;3726.442;4398.111;4398.446;1987.184;905.002;1971.503;3105.710;2740.685;3487.639;976.459;4398.726;3958.985;382.445;2346.405;3829.819;0.144;2.725;4399.804;4021.636;3504.192,3564.806;446.585;5.395;3287.554;1722.795;2949.987;2522.636;517.029;1060.269;2569.682;3306.891;4399.456;2677.417;1978.352;365.678;2007.266;1507.109;902.678;2378.191;4133.903;2713.088;2318.983;2303.189;4399.280;3536.327;3739.775;735.979;562.441;4399.212;2152.993;1412.688;2665.713;3627.563;2923.821;1584.942;4399.100;2266.198;934.940;299.894;4399.729;1284.236;2693.286;12.165;3190.500;2635.506;2975.282;4146.006;3277.547;1151.798;3958.515;3.836;4067.211;3179.238;2175.360;2386.222;4399.491;1082.959;1850.904;2029.830;3456.796;0.326;1.176;226.139;3228.560;1168.369;2757.294;2875.594;3864.061;3974.878;3152.219;1.691;4043.814;4399.108;235.169;3577.668;1473.931;1433.497;2957.653;4398.055;3453.938;4318.477;1831.258;1.232;3913.337;992.269;2202.309;3914.733;1886.737;3399.197;4399.941;4399.972;884.577;776.923;613.757;1490.811;3910.005;784.240;233.785;1915.442;4398.614;6.023;1958.257;1463.675;864.828;334.268;669.993;4342.390;607.187;0.275;1623.308;2213.966;1302.770;3839.124;2.811;4399.102;1812.606;3032.775;3366.333;12.397;0.687;4399.013;3624.252;2993.131;1666.581;1320.760;3673.282;1735.535;755.740;1204.730;4398.510;2397.323;455.224;2476.539;590.852;3497.452;1100.849;385.044;1709.573;243.670;295.430;1074.144;2534.947;1524.958;3390.160,end
