trial_id,run_id,seed,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,0,0.0,1.885,1.885,0,9070.009876235828,8272.15010099111,8272.15010099111,8.797
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,1,1.885,2.35,0.465,1,9070.009876235828,8272.15010099111,8272.15010099111,8.797
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,2,2.35,4.027,1.677,2,9070.009876235828,8272.15010099111,8270.410355965072,8.816
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,3,4.027,4.59,0.564,3,9070.009876235828,8272.15010099111,8270.102327540953,8.819
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,4,4.59,4.861,0.271,4,9070.009876235828,8272.15010099111,8269.556455384496,8.825
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,5,4.861,5.121,0.26,5,9070.009876235828,8272.15010099111,8267.297148900354,8.85
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,6,5.121,7.807,2.686,6,9070.009876235828,8272.15010099111,8236.270444835132,9.192
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,7,7.807,8.701,0.894,7,9070.009876235828,8272.15010099111,8231.054177104637,9.25
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,8,8.701,10.107,1.406,8,9070.009876235828,8272.15010099111,8212.964937880035,9.449
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,9,10.107,12.44,2.333,9,9070.009876235828,8272.15010099111,8194.79760447193,9.65
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,10,12.44,14.478,2.038,10,9070.009876235828,8272.15010099111,8181.002354283273,9.802
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,11,14.478,18.814,4.336,11,9070.009876235828,8272.15010099111,8179.452348480489,9.819
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,12,18.814,21.21,2.396,12,9070.009876235828,8272.15010099111,8177.02187103562,9.846
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,13,21.21,21.758,0.548,13,9070.009876235828,8272.15010099111,8176.912975308936,9.847
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,14,21.758,22.616,0.858,14,9070.009876235828,8272.15010099111,8176.91295396388,9.847
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,15,22.616,23.611,0.995,15,9070.009876235828,8272.15010099111,8176.793802737169,9.848
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,16,23.611,24.526,0.915,16,9070.009876235828,8272.15010099111,8174.619054821042,9.872
shakedown001_000006,shakedown001/task_0003,6,Nygaard_TurboGaussian,17,24.526,25.0,0.474,17,9070.009876235828,8272.15010099111,8173.958318989049,9.879
