trial_id,run_id,seed,tier,lam,horizon_years,t_start_iso,t_end_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_committed,n_arrivals_attempted,n_new_farms_placed,n_turbines_total,delivered_mw_total,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_v2_20260811_high_000120,mc_v2_20260811_high/task_0024,120,high,2.0,25.0,2026-08-11T06:13:24.043,2026-08-11T06:25:01.930,0.01,33.3,0.02,664.55,697.89,13,51,11,1498,6278.0,9.408,7,0.1573
mc_v2_20260811_high_000121,mc_v2_20260811_high/task_0024,121,high,2.0,25.0,2026-08-11T06:25:01.935,2026-08-11T06:37:06.369,0.01,25.05,0.0,699.38,724.43,13,43,11,1578,8458.0,9.182,7,0.1698
mc_v2_20260811_high_000122,mc_v2_20260811_high/task_0024,122,high,2.0,25.0,2026-08-11T06:37:06.370,2026-08-11T06:47:28.023,0.01,24.98,0.0,596.67,621.65,13,46,14,1367,6342.0,8.707,7,0.1316
mc_v2_20260811_high_000123,mc_v2_20260811_high/task_0024,123,high,2.0,25.0,2026-08-11T06:47:28.025,2026-08-11T07:16:34.195,0.01,33.59,0.0,1712.57,1746.17,13,57,23,1861,11768.5,8.858,7,0.1552
mc_v2_20260811_high_000124,mc_v2_20260811_high/task_0024,124,high,2.0,25.0,2026-08-11T07:16:34.206,2026-08-11T07:27:36.020,0.04,21.31,0.0,640.45,661.81,13,48,17,1459,8580.5,9.167,7,0.1528
