trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct,pd_level
mc_20260807_0627_low_000079,mc_20260807_0627_low/task_0015,79,Nygaard_TurboGaussian,6.82,3175.5432263854964,3117.8376536580354,1.817,2815.5653520166775,11.336,low
mc_20260807_0627_low_000079,mc_20260807_0627_low/task_0015,79,SuperGaussian,2.39,3227.23765648448,3223.045756456999,0.13,2964.6027199969903,8.138,low
mc_20260807_0627_low_000080,mc_20260807_0627_low/task_0016,80,Nygaard_TurboGaussian,10.38,3314.2098080915707,3257.1766224824323,1.721,2874.355609635998,13.272,low
mc_20260807_0627_low_000080,mc_20260807_0627_low/task_0016,80,SuperGaussian,3.89,3367.846444124601,3363.7375331049866,0.122,2998.8573737128113,10.956,low
mc_20260807_0627_low_000081,mc_20260807_0627_low/task_0016,81,Nygaard_TurboGaussian,7.2,3497.907225410885,3437.267621467134,1.734,3126.6009075405254,10.615,low
mc_20260807_0627_low_000081,mc_20260807_0627_low/task_0016,81,SuperGaussian,3.09,3547.6952843567183,3543.2474243557635,0.125,3270.1048764131847,7.825,low
mc_20260807_0627_low_000082,mc_20260807_0627_low/task_0016,82,Nygaard_TurboGaussian,9.25,3347.672210211841,3263.979510387526,2.5,2920.9641966269764,12.746,low
mc_20260807_0627_low_000082,mc_20260807_0627_low/task_0016,82,SuperGaussian,4.28,3407.69436400669,3401.6961451990396,0.176,3103.1604721482618,8.937,low
mc_20260807_0627_low_000083,mc_20260807_0627_low/task_0016,83,Nygaard_TurboGaussian,8.35,3071.210101025498,3020.9085484071475,1.638,2698.988549798377,12.12,low
mc_20260807_0627_low_000083,mc_20260807_0627_low/task_0016,83,SuperGaussian,3.8,3121.4899097109283,3117.857452218803,0.116,2822.976306414561,9.563,low
mc_20260807_0627_low_000084,mc_20260807_0627_low/task_0016,84,Nygaard_TurboGaussian,4.89,3210.003401895978,3161.23203635602,1.519,2865.3311041973784,10.737,low
mc_20260807_0627_low_000084,mc_20260807_0627_low/task_0016,84,SuperGaussian,1.59,3256.893580385972,3253.343430779545,0.109,2999.224165701202,7.912,low
mc_20260807_0627_low_000085,mc_20260807_0627_low/task_0017,85,Nygaard_TurboGaussian,8.26,3303.1070178208183,3248.4439806350065,1.655,2945.4952669542863,10.827,low
mc_20260807_0627_low_000085,mc_20260807_0627_low/task_0017,85,SuperGaussian,2.1,3353.5469054046252,3349.5625407345733,0.119,3082.544454819268,8.081,low
mc_20260807_0627_low_000086,mc_20260807_0627_low/task_0017,86,Nygaard_TurboGaussian,7.96,3060.6147624798814,3006.0230016382548,1.784,2679.939683473194,12.438,low
mc_20260807_0627_low_000086,mc_20260807_0627_low/task_0017,86,SuperGaussian,2.76,3112.1643552502915,3108.234186987943,0.126,2828.042736159194,9.129,low
mc_20260807_0627_low_000087,mc_20260807_0627_low/task_0017,87,Nygaard_TurboGaussian,8.34,3165.819833824015,3097.564940548984,2.156,2726.2960467507437,13.883,low
mc_20260807_0627_low_000087,mc_20260807_0627_low/task_0017,87,SuperGaussian,3.03,3219.820805685355,3214.949960422542,0.151,2884.640584514581,10.41,low
mc_20260807_0627_low_000088,mc_20260807_0627_low/task_0017,88,Nygaard_TurboGaussian,7.37,3184.0320743923244,3128.7729368790087,1.736,2803.814009633506,11.941,low
mc_20260807_0627_low_000088,mc_20260807_0627_low/task_0017,88,SuperGaussian,2.87,3235.757708769388,3231.819242615292,0.122,2947.992463079163,8.893,low
mc_20260807_0627_low_000089,mc_20260807_0627_low/task_0017,89,Nygaard_TurboGaussian,6.88,3174.8019288331034,3119.4765365736075,1.743,2752.4734874399956,13.303,low
mc_20260807_0627_low_000089,mc_20260807_0627_low/task_0017,89,SuperGaussian,2.14,3226.9314186226447,3222.921873144642,0.124,2916.4381756541165,9.622,low
mc_20260807_0627_low_000090,mc_20260807_0627_low/task_0018,90,Nygaard_TurboGaussian,7.3,3372.29265884437,3308.4429586062843,1.893,2948.270000049477,12.574,low
mc_20260807_0627_low_000090,mc_20260807_0627_low/task_0018,90,SuperGaussian,2.55,3423.3348215361475,3418.6566519776525,0.137,3098.8779883844472,9.478,low
mc_20260807_0627_low_000091,mc_20260807_0627_low/task_0018,91,Nygaard_TurboGaussian,7.42,3387.3373626523007,3326.0277724573616,1.81,2980.450774738076,12.012,low
mc_20260807_0627_low_000091,mc_20260807_0627_low/task_0018,91,SuperGaussian,2.3,3438.204250325545,3433.785126288004,0.129,3134.41574074654,8.836,low
mc_20260807_0627_low_000092,mc_20260807_0627_low/task_0018,92,Nygaard_TurboGaussian,9.67,3055.4967855932355,3013.0707120201128,1.389,2717.7225853024356,11.055,low
mc_20260807_0627_low_000092,mc_20260807_0627_low/task_0018,92,SuperGaussian,2.89,3103.520804246461,3100.4853953237125,0.098,2842.69500900688,8.404,low
mc_20260807_0627_low_000093,mc_20260807_0627_low/task_0018,93,Nygaard_TurboGaussian,10.84,3132.0463371521364,3070.3734292271206,1.969,2682.199337766132,14.363,low
mc_20260807_0627_low_000093,mc_20260807_0627_low/task_0018,93,SuperGaussian,3.25,3183.9329176845104,3179.4066599272523,0.142,2817.945534944668,11.495,low
mc_20260807_0627_low_000094,mc_20260807_0627_low/task_0018,94,Nygaard_TurboGaussian,11.23,3420.974142706742,3351.7402184550933,2.024,3002.382458735834,12.236,low
mc_20260807_0627_low_000094,mc_20260807_0627_low/task_0018,94,SuperGaussian,2.46,3474.6945444603107,3469.74356447043,0.142,3155.028851315764,9.2,low
mc_20260807_0627_low_000095,mc_20260807_0627_low/task_0019,95,Nygaard_TurboGaussian,8.8,3171.8887666651663,3113.612177738478,1.837,2755.486776528935,13.128,low
mc_20260807_0627_low_000095,mc_20260807_0627_low/task_0019,95,SuperGaussian,3.79,3225.820964332391,3221.586069142712,0.131,2905.144393682416,9.941,low
mc_20260807_0627_low_000096,mc_20260807_0627_low/task_0019,96,Nygaard_TurboGaussian,6.0,3432.773433456406,3379.562925100412,1.55,3082.700424493878,10.198,low
mc_20260807_0627_low_000096,mc_20260807_0627_low/task_0019,96,SuperGaussian,1.94,3482.955750057154,3479.106121207109,0.111,3215.6247963617584,7.675,low
mc_20260807_0627_low_000097,mc_20260807_0627_low/task_0019,97,Nygaard_TurboGaussian,13.06,3293.364944533633,3221.776348184741,2.174,2818.752683702061,14.411,low
mc_20260807_0627_low_000097,mc_20260807_0627_low/task_0019,97,SuperGaussian,4.89,3349.1996943137547,3344.0690832520677,0.153,2968.33365344461,11.372,low
mc_20260807_0627_low_000098,mc_20260807_0627_low/task_0019,98,Nygaard_TurboGaussian,5.52,3020.031050082659,2970.2073078442168,1.65,2646.3614373565574,12.373,low
mc_20260807_0627_low_000098,mc_20260807_0627_low/task_0019,98,SuperGaussian,2.67,3070.34913940018,3066.7330092428024,0.118,2780.662396895621,9.435,low
mc_20260807_0627_low_000099,mc_20260807_0627_low/task_0019,99,Nygaard_TurboGaussian,8.28,3095.9019264450394,3038.571117936178,1.852,2712.01942362674,12.4,low
mc_20260807_0627_low_000099,mc_20260807_0627_low/task_0019,99,SuperGaussian,2.7,3147.8401033167434,3143.716826319488,0.131,2855.7200498898183,9.28,low
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,Nygaard_TurboGaussian,32.77,3289.9605939148223,3231.624476241144,1.773,2828.814931214808,14.017,medium
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,SuperGaussian,5.37,3341.8203828268424,3337.562214628554,0.127,2997.218404924746,10.312,medium
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,Nygaard_TurboGaussian,11.83,3422.368870570838,3358.481165786033,1.867,2985.8483937128367,12.755,medium
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,SuperGaussian,2.71,3475.612357613236,3470.9567250424943,0.134,3163.787667028896,8.972,medium
mc_20260807_0627_medium_000002,mc_20260807_0627_medium/task_0000,2,Nygaard_TurboGaussian,10.75,3364.030117235816,3315.159290056659,1.453,2942.5393835941577,12.529,medium
mc_20260807_0627_medium_000002,mc_20260807_0627_medium/task_0000,2,SuperGaussian,2.92,3414.4620838972032,3410.869600650264,0.105,3075.0192499630284,9.941,medium
mc_20260807_0627_medium_000003,mc_20260807_0627_medium/task_0000,3,Nygaard_TurboGaussian,14.25,3000.489930396815,2941.750449715303,1.958,2544.594283917827,15.194,medium
mc_20260807_0627_medium_000003,mc_20260807_0627_medium/task_0000,3,SuperGaussian,3.45,3052.187169509012,3047.9414167586065,0.139,2693.3220761604266,11.758,medium
mc_20260807_0627_medium_000004,mc_20260807_0627_medium/task_0000,4,Nygaard_TurboGaussian,11.53,3028.0054408689766,2965.8137197245687,2.054,2610.2539059250303,13.796,medium
mc_20260807_0627_medium_000004,mc_20260807_0627_medium/task_0000,4,SuperGaussian,2.73,3081.183454870471,3076.6896629325,0.146,2784.9614138324105,9.614,medium
mc_20260807_0627_medium_000005,mc_20260807_0627_medium/task_0001,5,Nygaard_TurboGaussian,14.7,3053.025111513983,3002.290158727983,1.662,2651.4628528885514,13.153,medium
mc_20260807_0627_medium_000005,mc_20260807_0627_medium/task_0001,5,SuperGaussian,4.15,3103.5532849874317,3099.911723082862,0.117,2799.545169896379,9.795,medium
mc_20260807_0627_medium_000006,mc_20260807_0627_medium/task_0001,6,Nygaard_TurboGaussian,15.35,3749.947048348808,3691.6426853768703,1.555,3233.4923180838314,13.772,medium
mc_20260807_0627_medium_000006,mc_20260807_0627_medium/task_0001,6,SuperGaussian,5.59,3798.47810407859,3794.212206528515,0.112,3391.573834442109,10.712,medium
mc_20260807_0627_medium_000007,mc_20260807_0627_medium/task_0001,7,Nygaard_TurboGaussian,13.11,3327.603340328542,3266.9967804177886,1.821,2836.0074764462524,14.773,medium
mc_20260807_0627_medium_000007,mc_20260807_0627_medium/task_0001,7,SuperGaussian,3.68,3378.34204085474,3373.8947012828407,0.132,2997.4725975373913,11.274,medium
mc_20260807_0627_medium_000008,mc_20260807_0627_medium/task_0001,8,Nygaard_TurboGaussian,9.87,3021.6722788028183,2975.0774669248385,1.542,2575.886733783712,14.753,medium
mc_20260807_0627_medium_000008,mc_20260807_0627_medium/task_0001,8,SuperGaussian,3.52,3069.3350289704017,3065.916882266639,0.111,2726.464879122207,11.171,medium
mc_20260807_0627_medium_000009,mc_20260807_0627_medium/task_0001,9,Nygaard_TurboGaussian,12.5,3314.8415811345617,3256.430713581478,1.762,2958.418460523414,10.752,medium
mc_20260807_0627_medium_000009,mc_20260807_0627_medium/task_0001,9,SuperGaussian,3.16,3363.9995728981103,3359.822537737593,0.124,3100.4459843202167,7.835,medium
mc_20260807_0627_medium_000010,mc_20260807_0627_medium/task_0002,10,Nygaard_TurboGaussian,6.04,3182.2353945893155,3131.74677731879,1.587,2820.103732326501,11.38,medium
mc_20260807_0627_medium_000010,mc_20260807_0627_medium/task_0002,10,SuperGaussian,3.57,3231.3904541850184,3227.7046470320493,0.114,2940.823346301522,8.992,medium
mc_20260807_0627_medium_000011,mc_20260807_0627_medium/task_0002,11,Nygaard_TurboGaussian,16.47,3338.4774768736515,3267.1534038889813,2.136,2865.431684066164,14.17,medium
mc_20260807_0627_medium_000011,mc_20260807_0627_medium/task_0002,11,SuperGaussian,6.58,3394.2980895590235,3389.127692273743,0.152,3044.701687333488,10.3,medium
mc_20260807_0627_medium_000012,mc_20260807_0627_medium/task_0002,12,Nygaard_TurboGaussian,16.93,3283.7280079311176,3209.588180224476,2.258,2844.0759744523702,13.389,medium
mc_20260807_0627_medium_000012,mc_20260807_0627_medium/task_0002,12,SuperGaussian,5.49,3339.5739019723856,3334.287982421369,0.158,2998.6726376157326,10.208,medium
mc_20260807_0627_medium_000013,mc_20260807_0627_medium/task_0002,13,Nygaard_TurboGaussian,7.79,3105.538522613575,3056.1779839706037,1.589,2681.5554418308548,13.652,medium
mc_20260807_0627_medium_000013,mc_20260807_0627_medium/task_0002,13,SuperGaussian,3.07,3154.9022158393564,3151.3100642507625,0.114,2827.190888470441,10.387,medium
mc_20260807_0627_medium_000014,mc_20260807_0627_medium/task_0002,14,Nygaard_TurboGaussian,17.73,3344.929240512704,3298.716892131046,1.382,2939.3455228749,12.125,medium
mc_20260807_0627_medium_000014,mc_20260807_0627_medium/task_0002,14,SuperGaussian,4.02,3394.8591957867648,3391.4564854237633,0.1,3075.2813323569667,9.414,medium
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,Nygaard_TurboGaussian,28.06,3060.859893111301,3014.6187589429874,1.511,2651.621825693819,13.37,medium
mc_20260807_0627_medium_000015,mc_20260807_0627_medium/task_0003,15,SuperGaussian,4.19,3109.821723781434,3106.392593518043,0.11,2796.9635598473787,10.06,medium
mc_20260807_0627_medium_000016,mc_20260807_0627_medium/task_0003,16,Nygaard_TurboGaussian,16.49,3254.654665675072,3193.9206833356084,1.866,2803.839412593352,13.851,medium
mc_20260807_0627_medium_000016,mc_20260807_0627_medium/task_0003,16,SuperGaussian,4.22,3307.1364022857138,3302.8177674180724,0.131,2966.9745653030345,10.286,medium
mc_20260807_0627_medium_000017,mc_20260807_0627_medium/task_0003,17,Nygaard_TurboGaussian,11.62,3358.791346353927,3285.2346715790445,2.19,2962.408605844897,11.801,medium
mc_20260807_0627_medium_000017,mc_20260807_0627_medium/task_0003,17,SuperGaussian,3.35,3415.0075954684426,3409.750178662257,0.154,3133.642901796504,8.239,medium
mc_20260807_0627_medium_000018,mc_20260807_0627_medium/task_0003,18,Nygaard_TurboGaussian,20.22,3188.5407430247233,3135.1204102755764,1.675,2728.220877034357,14.437,medium
mc_20260807_0627_medium_000018,mc_20260807_0627_medium/task_0003,18,SuperGaussian,4.66,3240.424272178102,3236.524532074781,0.12,2884.7700721062333,10.976,medium
mc_20260807_0627_medium_000019,mc_20260807_0627_medium/task_0003,19,Nygaard_TurboGaussian,7.44,3349.8493511430424,3276.3416909114203,2.194,2895.1583686593385,13.573,medium
mc_20260807_0627_medium_000019,mc_20260807_0627_medium/task_0003,19,SuperGaussian,2.01,3405.217953469226,3399.924244621983,0.155,3065.7629994726212,9.969,medium
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,Nygaard_TurboGaussian,27.17,3231.2506729391516,3158.6918773914986,2.246,2799.522879393591,13.361,medium
mc_20260807_0627_medium_000020,mc_20260807_0627_medium/task_0004,20,SuperGaussian,4.11,3287.527186526361,3282.349316512162,0.158,2979.1875842910995,9.379,medium
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,Nygaard_TurboGaussian,13.42,3389.39021556213,3318.0999442140424,2.103,2919.384420006444,13.867,medium
mc_20260807_0627_medium_000021,mc_20260807_0627_medium/task_0004,21,SuperGaussian,3.62,3441.79599197969,3436.7003094787897,0.148,3079.7769547591206,10.518,medium
mc_20260807_0627_medium_000022,mc_20260807_0627_medium/task_0004,22,Nygaard_TurboGaussian,8.7,3159.8596562275816,3113.480577562261,1.468,2795.639728717687,11.526,medium
mc_20260807_0627_medium_000022,mc_20260807_0627_medium/task_0004,22,SuperGaussian,2.9,3205.2533609382635,3201.8608398514443,0.106,2932.754843348639,8.502,medium
mc_20260807_0627_medium_000023,mc_20260807_0627_medium/task_0004,23,Nygaard_TurboGaussian,9.56,3451.7098598090865,3383.9729879591323,1.962,3045.2450152502342,11.776,medium
mc_20260807_0627_medium_000023,mc_20260807_0627_medium/task_0004,23,SuperGaussian,3.95,3504.9852039398415,3500.0097408869597,0.142,3214.493449231535,8.288,medium
mc_20260807_0627_medium_000024,mc_20260807_0627_medium/task_0004,24,Nygaard_TurboGaussian,11.17,3369.391012657226,3297.7404222182768,2.127,2927.8805810480435,13.104,medium
mc_20260807_0627_medium_000024,mc_20260807_0627_medium/task_0004,24,SuperGaussian,4.41,3424.0871261473353,3418.983221617895,0.149,3094.6690660242575,9.621,medium
mc_20260807_0627_medium_000025,mc_20260807_0627_medium/task_0005,25,Nygaard_TurboGaussian,28.76,3416.6830483318117,3355.476699134754,1.791,2963.5098641816503,13.264,medium
mc_20260807_0627_medium_000025,mc_20260807_0627_medium/task_0005,25,SuperGaussian,5.04,3471.1459213602902,3466.721033014657,0.127,3105.364399877155,10.538,medium
mc_20260807_0627_medium_000026,mc_20260807_0627_medium/task_0005,26,Nygaard_TurboGaussian,14.28,2750.3954150663876,2706.5715872341134,1.593,2387.4486790068663,13.196,medium
mc_20260807_0627_medium_000026,mc_20260807_0627_medium/task_0005,26,SuperGaussian,3.51,2798.725962986005,2795.5728998465547,0.113,2525.7547254252936,9.753,medium
mc_20260807_0627_medium_000027,mc_20260807_0627_medium/task_0005,27,Nygaard_TurboGaussian,12.26,3479.2136310548076,3411.0621332223677,1.959,3067.932644730032,11.821,medium
mc_20260807_0627_medium_000027,mc_20260807_0627_medium/task_0005,27,SuperGaussian,4.69,3533.8322198840106,3528.876216542055,0.14,3228.0822827044235,8.652,medium
mc_20260807_0627_medium_000028,mc_20260807_0627_medium/task_0005,28,Nygaard_TurboGaussian,14.18,3184.1979388428763,3128.643968270814,1.745,2794.2693838194346,12.246,medium
mc_20260807_0627_medium_000028,mc_20260807_0627_medium/task_0005,28,SuperGaussian,5.1,3236.794953547177,3232.810579006361,0.123,2912.61148392858,10.016,medium
mc_20260807_0627_medium_000029,mc_20260807_0627_medium/task_0005,29,Nygaard_TurboGaussian,7.23,3255.9445078506733,3195.741050566068,1.849,2850.000566442275,12.468,medium
mc_20260807_0627_medium_000029,mc_20260807_0627_medium/task_0005,29,SuperGaussian,2.53,3308.5193555934884,3304.172570754918,0.131,3011.066945350839,8.99,medium
mc_20260807_0627_medium_000030,mc_20260807_0627_medium/task_0006,30,Nygaard_TurboGaussian,16.76,3486.98105413868,3427.3981702767546,1.709,3038.201121240813,12.87,medium
mc_20260807_0627_medium_000030,mc_20260807_0627_medium/task_0006,30,SuperGaussian,3.86,3538.372341321712,3534.0465909122595,0.122,3184.972386134271,9.988,medium
mc_20260807_0627_medium_000031,mc_20260807_0627_medium/task_0006,31,Nygaard_TurboGaussian,7.0,3304.7024137411695,3246.672808045315,1.756,2921.4769027925477,11.596,medium
mc_20260807_0627_medium_000031,mc_20260807_0627_medium/task_0006,31,SuperGaussian,1.95,3356.856038577885,3352.592838263604,0.127,3066.0612003414126,8.663,medium
mc_20260807_0627_medium_000032,mc_20260807_0627_medium/task_0006,32,Nygaard_TurboGaussian,16.03,3389.785768398916,3317.110554291311,2.144,2977.2823606450443,12.169,medium
mc_20260807_0627_medium_000032,mc_20260807_0627_medium/task_0006,32,SuperGaussian,3.37,3443.34185615724,3438.124179703594,0.152,3147.712193174364,8.586,medium
mc_20260807_0627_medium_000033,mc_20260807_0627_medium/task_0006,33,Nygaard_TurboGaussian,12.99,3151.9649361056095,3089.071653635685,1.995,2625.9740295751226,16.688,medium
mc_20260807_0627_medium_000033,mc_20260807_0627_medium/task_0006,33,SuperGaussian,2.96,3206.4920727160625,3201.9545899420627,0.142,2821.531923582944,12.006,medium
mc_20260807_0627_medium_000034,mc_20260807_0627_medium/task_0006,34,Nygaard_TurboGaussian,15.76,3015.6765617012406,2957.686901643756,1.923,2547.699242232232,15.518,medium
mc_20260807_0627_medium_000034,mc_20260807_0627_medium/task_0006,34,SuperGaussian,3.44,3068.970165288336,3064.768578670215,0.137,2680.9173123069527,12.644,medium
mc_20260807_0627_medium_000035,mc_20260807_0627_medium/task_0007,35,Nygaard_TurboGaussian,11.64,3155.122673892889,3091.672137341118,2.011,2693.9600721905717,14.616,medium
mc_20260807_0627_medium_000035,mc_20260807_0627_medium/task_0007,35,SuperGaussian,3.54,3208.912780406658,3204.420639253378,0.14,2871.1716283509368,10.525,medium
mc_20260807_0627_medium_000036,mc_20260807_0627_medium/task_0007,36,Nygaard_TurboGaussian,15.92,3210.649726025416,3159.465976304567,1.594,2831.666334823345,11.804,medium
mc_20260807_0627_medium_000036,mc_20260807_0627_medium/task_0007,36,SuperGaussian,5.36,3260.266047712033,3256.5273876005904,0.115,2983.02979987027,8.503,medium
mc_20260807_0627_medium_000037,mc_20260807_0627_medium/task_0007,37,Nygaard_TurboGaussian,9.59,3134.271398730084,3067.418477422104,2.133,2715.757941854862,13.353,medium
mc_20260807_0627_medium_000037,mc_20260807_0627_medium/task_0007,37,SuperGaussian,3.04,3188.0440710221205,3183.342564477073,0.147,2898.4604315522943,9.083,medium
mc_20260807_0627_medium_000038,mc_20260807_0627_medium/task_0007,38,Nygaard_TurboGaussian,10.52,3308.863441351129,3248.120756778001,1.836,2838.6936676495384,14.209,medium
mc_20260807_0627_medium_000038,mc_20260807_0627_medium/task_0007,38,SuperGaussian,3.33,3360.6399749793336,3356.192912591642,0.132,3019.778736306801,10.143,medium
mc_20260807_0627_medium_000039,mc_20260807_0627_medium/task_0007,39,Nygaard_TurboGaussian,8.35,3362.8520691132635,3305.6937107998647,1.7,2913.1777712594007,13.372,medium
mc_20260807_0627_medium_000039,mc_20260807_0627_medium/task_0007,39,SuperGaussian,2.2,3413.988447968456,3409.7465399860776,0.124,3095.9398613043218,9.316,medium
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,Nygaard_TurboGaussian,19.45,3046.9740241686086,2997.4701032034645,1.625,2614.3416773467443,14.199,medium
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,SuperGaussian,5.33,3093.8024311629115,3090.1630089752307,0.118,2765.149317052074,10.623,medium
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,Nygaard_TurboGaussian,11.34,3129.638664624212,3070.1662191851756,1.9,2711.2595033867806,13.368,medium
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,SuperGaussian,6.33,3182.430444191097,3178.2173276788435,0.132,2871.276690255615,9.777,medium
mc_20260807_0627_medium_000042,mc_20260807_0627_medium/task_0008,42,Nygaard_TurboGaussian,6.94,2983.0747012285738,2919.809292589117,2.121,2595.1127422137997,13.005,medium
mc_20260807_0627_medium_000042,mc_20260807_0627_medium/task_0008,42,SuperGaussian,2.26,3035.7941594900003,3031.254359283372,0.15,2754.574917311432,9.263,medium
mc_20260807_0627_medium_000043,mc_20260807_0627_medium/task_0008,43,Nygaard_TurboGaussian,14.2,3373.8093818567804,3313.325729348021,1.793,2997.6454228889743,11.15,medium
mc_20260807_0627_medium_000043,mc_20260807_0627_medium/task_0008,43,SuperGaussian,6.79,3426.6739990676397,3422.261604095957,0.129,3171.13185157341,7.457,medium
mc_20260807_0627_medium_000044,mc_20260807_0627_medium/task_0008,44,Nygaard_TurboGaussian,9.95,3263.6630413985977,3196.294604731005,2.064,2791.885850623349,14.455,medium
mc_20260807_0627_medium_000044,mc_20260807_0627_medium/task_0008,44,SuperGaussian,4.44,3318.2392273898367,3313.4420596298723,0.145,2959.6169707238087,10.808,medium
mc_20260807_0627_medium_000045,mc_20260807_0627_medium/task_0009,45,Nygaard_TurboGaussian,30.0,3165.5371143503903,3112.9786347602508,1.66,2713.942475681457,14.266,medium
mc_20260807_0627_medium_000045,mc_20260807_0627_medium/task_0009,45,SuperGaussian,5.96,3215.5307552519325,3211.698941784799,0.119,2846.4628408915523,11.478,medium
mc_20260807_0627_medium_000046,mc_20260807_0627_medium/task_0009,46,Nygaard_TurboGaussian,13.57,3264.7074763887877,3193.680909178718,2.176,2810.8934046577256,13.901,medium
mc_20260807_0627_medium_000046,mc_20260807_0627_medium/task_0009,46,SuperGaussian,4.38,3318.7886150226677,3313.6872686414076,0.154,2973.9157981519347,10.392,medium
mc_20260807_0627_medium_000047,mc_20260807_0627_medium/task_0009,47,Nygaard_TurboGaussian,10.88,3272.051745569774,3213.72784618529,1.782,2905.484476178305,11.203,medium
mc_20260807_0627_medium_000047,mc_20260807_0627_medium/task_0009,47,SuperGaussian,3.39,3322.8126380454064,3318.6499016061075,0.125,3062.2739849653067,7.841,medium
mc_20260807_0627_medium_000048,mc_20260807_0627_medium/task_0009,48,Nygaard_TurboGaussian,11.86,3312.3323643463086,3241.04160722292,2.152,2891.1518857892256,12.716,medium
mc_20260807_0627_medium_000048,mc_20260807_0627_medium/task_0009,48,SuperGaussian,4.16,3366.6749735600833,3361.5461421388454,0.152,3042.0685315088995,9.642,medium
mc_20260807_0627_medium_000049,mc_20260807_0627_medium/task_0009,49,Nygaard_TurboGaussian,7.36,3391.9429298410337,3315.991881425386,2.239,3001.7230504070585,11.504,medium
mc_20260807_0627_medium_000049,mc_20260807_0627_medium/task_0009,49,SuperGaussian,1.95,3449.6304671023486,3444.2455588858356,0.156,3147.716211272038,8.752,medium
mc_20260807_0627_medium_000050,mc_20260807_0627_medium/task_0010,50,Nygaard_TurboGaussian,27.28,3354.4455525445983,3293.5990781161545,1.814,2875.32058035788,14.283,medium
mc_20260807_0627_medium_000050,mc_20260807_0627_medium/task_0010,50,SuperGaussian,5.23,3407.4583933119993,3403.023754891952,0.13,3031.9965692106457,11.019,medium
mc_20260807_0627_medium_000051,mc_20260807_0627_medium/task_0010,51,Nygaard_TurboGaussian,16.9,3079.685592384501,3024.14910617369,1.803,2642.186142186216,14.206,medium
mc_20260807_0627_medium_000051,mc_20260807_0627_medium/task_0010,51,SuperGaussian,3.97,3128.229543055963,3124.168198967958,0.13,2778.1629523348142,11.191,medium
mc_20260807_0627_medium_000052,mc_20260807_0627_medium/task_0010,52,Nygaard_TurboGaussian,8.25,3250.5661889297635,3193.669666171305,1.75,2876.973022190504,11.493,medium
mc_20260807_0627_medium_000052,mc_20260807_0627_medium/task_0010,52,SuperGaussian,2.76,3301.834260862722,3297.724436981718,0.124,3045.376475338459,7.767,medium
mc_20260807_0627_medium_000053,mc_20260807_0627_medium/task_0010,53,Nygaard_TurboGaussian,14.36,3228.7228022267336,3170.5756026435665,1.801,2799.456767337956,13.295,medium
mc_20260807_0627_medium_000053,mc_20260807_0627_medium/task_0010,53,SuperGaussian,3.63,3281.5680003696493,3277.291189415252,0.13,2963.873040780988,9.681,medium
mc_20260807_0627_medium_000054,mc_20260807_0627_medium/task_0010,54,Nygaard_TurboGaussian,10.01,2983.8374883878273,2935.4515054976846,1.622,2576.648148861577,13.646,medium
mc_20260807_0627_medium_000054,mc_20260807_0627_medium/task_0010,54,SuperGaussian,2.44,3033.8320682243875,3030.3174528111767,0.116,2709.7884915305876,10.681,medium
mc_20260807_0627_medium_000055,mc_20260807_0627_medium/task_0011,55,Nygaard_TurboGaussian,17.09,2930.3102030033356,2876.878098750301,1.823,2491.8709139073826,14.962,medium
mc_20260807_0627_medium_000055,mc_20260807_0627_medium/task_0011,55,SuperGaussian,4.64,2979.194207313675,2975.3631966715293,0.129,2639.380273837937,11.406,medium
mc_20260807_0627_medium_000056,mc_20260807_0627_medium/task_0011,56,Nygaard_TurboGaussian,6.74,3240.7659439708564,3189.8801674451306,1.57,2816.808653302738,13.082,medium
mc_20260807_0627_medium_000056,mc_20260807_0627_medium/task_0011,56,SuperGaussian,2.42,3290.8674693849725,3287.0877423063857,0.115,2958.65707523935,10.095,medium
mc_20260807_0627_medium_000057,mc_20260807_0627_medium/task_0011,57,Nygaard_TurboGaussian,17.22,3144.969876024169,3074.658039762389,2.236,2688.2721096546065,14.522,medium
mc_20260807_0627_medium_000057,mc_20260807_0627_medium/task_0011,57,SuperGaussian,5.96,3201.5480434038845,3196.5813570223895,0.155,2850.806437916074,10.955,medium
mc_20260807_0627_medium_000058,mc_20260807_0627_medium/task_0011,58,Nygaard_TurboGaussian,21.51,3376.781200360275,3322.5288931574255,1.607,2926.451993311146,13.336,medium
mc_20260807_0627_medium_000058,mc_20260807_0627_medium/task_0011,58,SuperGaussian,8.08,3426.450325460724,3422.516577498681,0.115,3078.20344440042,10.163,medium
