trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_high_000145,mc_v2_20260811_high/task_0029,145,high,Nygaard_TurboGaussian,8323.496764044501,7412.928324016116,10.94,7385.6,11.268,18
mc_v2_20260811_high_000145,mc_v2_20260811_high/task_0029,145,high,SuperGaussian,8609.791897863284,7800.727511389307,9.397,7773.6,9.712,18
mc_v2_20260811_high_000145,mc_v2_20260811_high/task_0029,145,high,Bastankhah_PorteAgel_2014,9075.01649159793,8533.329336121787,5.969,8518.44,6.133,18
mc_v2_20260811_high_000146,mc_v2_20260811_high/task_0029,146,high,Nygaard_TurboGaussian,7931.262064841481,7043.23695639996,11.197,6949.77,12.375,19
mc_v2_20260811_high_000146,mc_v2_20260811_high/task_0029,146,high,SuperGaussian,8242.57742258039,7402.104381099584,10.197,7298.09,11.459,19
mc_v2_20260811_high_000146,mc_v2_20260811_high/task_0029,146,high,Bastankhah_PorteAgel_2014,8741.712542549598,8169.450878172633,6.546,8110.8,7.217,19
mc_v2_20260811_high_000147,mc_v2_20260811_high/task_0029,147,high,Nygaard_TurboGaussian,8106.122517481655,7313.552945808317,9.777,7284.69,10.133,16
mc_v2_20260811_high_000147,mc_v2_20260811_high/task_0029,147,high,SuperGaussian,8399.503991913805,7613.07953899084,9.363,7592.06,9.613,16
mc_v2_20260811_high_000147,mc_v2_20260811_high/task_0029,147,high,Bastankhah_PorteAgel_2014,8869.381721446443,8335.956700757994,6.014,8322.17,6.17,16
mc_v2_20260811_high_000148,mc_v2_20260811_high/task_0029,148,high,Nygaard_TurboGaussian,7097.814944552612,6226.620174684676,12.274,6199.83,12.652,19
mc_v2_20260811_high_000148,mc_v2_20260811_high/task_0029,148,high,SuperGaussian,7414.586999066682,6615.433121072229,10.778,6590.39,11.116,19
mc_v2_20260811_high_000148,mc_v2_20260811_high/task_0029,148,high,Bastankhah_PorteAgel_2014,7906.939390851957,7350.2901226316235,7.04,7335.04,7.233,19
mc_v2_20260811_high_000149,mc_v2_20260811_high/task_0029,149,high,Nygaard_TurboGaussian,8462.47000948513,7560.825472292332,10.655,7517.66,11.165,18
mc_v2_20260811_high_000149,mc_v2_20260811_high/task_0029,149,high,SuperGaussian,8758.792949010081,7842.727384159928,10.459,7799.15,10.956,18
mc_v2_20260811_high_000149,mc_v2_20260811_high/task_0029,149,high,Bastankhah_PorteAgel_2014,9240.087938929497,8631.771932716336,6.583,8605.37,6.869,18
