year,wake_model,focus_farm,isolated_aep_gwh,n_real_turbines,real_neighbors_aep_gwh,real_neighbors_loss_pct,n_full_turbines,full_cluster_aep_gwh,full_cluster_loss_pct
2023,SuperGaussian,Vineyard Wind,3085.985733280423,235,3088.7841045638115,-0.09067998121992996,1008,2905.4356209180223,5.850646372576546
