trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_high_000005,mc_v2_20260811_high/task_0001,5,high,Nygaard_TurboGaussian,7381.2717615046495,6580.6768467143465,10.846,6501.59,11.918,16
mc_v2_20260811_high_000005,mc_v2_20260811_high/task_0001,5,high,SuperGaussian,7552.706288499338,6855.128420894669,9.236,6783.9,10.179,16
mc_v2_20260811_high_000005,mc_v2_20260811_high/task_0001,5,high,Bastankhah_PorteAgel_2014,7928.647410090731,7449.445624805128,6.044,7407.29,6.576,16
mc_v2_20260811_high_000006,mc_v2_20260811_high/task_0001,6,high,Nygaard_TurboGaussian,9070.009876235828,8272.15010099111,8.797,8209.16,9.491,18
mc_v2_20260811_high_000006,mc_v2_20260811_high/task_0001,6,high,SuperGaussian,9235.359258642913,8481.729585640176,8.16,8424.09,8.784,18
mc_v2_20260811_high_000006,mc_v2_20260811_high/task_0001,6,high,Bastankhah_PorteAgel_2014,9616.477457727651,9131.972229625653,5.038,9101.36,5.357,18
mc_v2_20260811_high_000007,mc_v2_20260811_high/task_0001,7,high,Nygaard_TurboGaussian,8310.93779518445,7407.443094407817,10.871,7392.11,11.056,17
mc_v2_20260811_high_000007,mc_v2_20260811_high/task_0001,7,high,SuperGaussian,8408.455571808594,7554.5981852840505,10.155,7536.02,10.376,17
mc_v2_20260811_high_000007,mc_v2_20260811_high/task_0001,7,high,Bastankhah_PorteAgel_2014,8757.538682644354,8204.1120152898,6.319,8191.0,6.469,17
mc_v2_20260811_high_000008,mc_v2_20260811_high/task_0001,8,high,Nygaard_TurboGaussian,7468.898550522322,6584.505592473684,11.841,6524.25,12.648,18
mc_v2_20260811_high_000008,mc_v2_20260811_high/task_0001,8,high,SuperGaussian,7689.903036567191,6888.591993049848,10.42,6838.09,11.077,18
mc_v2_20260811_high_000008,mc_v2_20260811_high/task_0001,8,high,Bastankhah_PorteAgel_2014,8091.772655598775,7564.764136209513,6.513,7530.86,6.932,18
mc_v2_20260811_high_000009,mc_v2_20260811_high/task_0001,9,high,Nygaard_TurboGaussian,8271.963614655522,7539.759159415009,8.852,7482.57,9.543,15
mc_v2_20260811_high_000009,mc_v2_20260811_high/task_0001,9,high,SuperGaussian,8367.951988523597,7659.0920286211995,8.471,7611.57,9.039,15
mc_v2_20260811_high_000009,mc_v2_20260811_high/task_0001,9,high,Bastankhah_PorteAgel_2014,8716.239432878463,8232.557862998334,5.549,8205.42,5.861,15
