trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_medium_000060,mc_v2_20260811_medium/task_0012,60,medium,Nygaard_TurboGaussian,7865.378421346946,6939.479379840551,11.772,6904.88,12.212,11
mc_v2_20260811_medium_000060,mc_v2_20260811_medium/task_0012,60,medium,SuperGaussian,8031.329338085255,7158.630520676309,10.866,7127.36,11.255,11
mc_v2_20260811_medium_000060,mc_v2_20260811_medium/task_0012,60,medium,Bastankhah_PorteAgel_2014,8399.35365620931,7833.0445592526485,6.742,7815.48,6.951,11
mc_v2_20260811_medium_000061,mc_v2_20260811_medium/task_0012,61,medium,Nygaard_TurboGaussian,7538.867359476642,6663.826504275909,11.607,6646.99,11.83,7
mc_v2_20260811_medium_000061,mc_v2_20260811_medium/task_0012,61,medium,SuperGaussian,7717.061272873429,6936.171524716303,10.119,6921.79,10.305,7
mc_v2_20260811_medium_000061,mc_v2_20260811_medium/task_0012,61,medium,Bastankhah_PorteAgel_2014,8105.4688542332515,7580.327776075548,6.479,7571.76,6.585,7
mc_v2_20260811_medium_000062,mc_v2_20260811_medium/task_0012,62,medium,Nygaard_TurboGaussian,7143.9914847545615,6335.690922942273,11.314,6326.93,11.437,7
mc_v2_20260811_medium_000062,mc_v2_20260811_medium/task_0012,62,medium,SuperGaussian,7319.607662231821,6587.479813411037,10.002,6577.9,10.133,7
mc_v2_20260811_medium_000062,mc_v2_20260811_medium/task_0012,62,medium,Bastankhah_PorteAgel_2014,7701.474363308167,7211.643651649174,6.36,7208.02,6.407,7
mc_v2_20260811_medium_000063,mc_v2_20260811_medium/task_0012,63,medium,Nygaard_TurboGaussian,9283.96583147095,8381.68542484972,9.719,8358.17,9.972,13
mc_v2_20260811_medium_000063,mc_v2_20260811_medium/task_0012,63,medium,SuperGaussian,9518.845453141614,8682.346481415596,8.788,8661.08,9.011,13
mc_v2_20260811_medium_000063,mc_v2_20260811_medium/task_0012,63,medium,Bastankhah_PorteAgel_2014,9969.41900574945,9434.456531520123,5.366,9420.26,5.508,13
mc_v2_20260811_medium_000064,mc_v2_20260811_medium/task_0012,64,medium,Nygaard_TurboGaussian,7835.575356266645,7022.218098395433,10.38,7015.38,10.468,8
mc_v2_20260811_medium_000064,mc_v2_20260811_medium/task_0012,64,medium,SuperGaussian,8004.453234739468,7262.84690632289,9.265,7254.16,9.373,8
mc_v2_20260811_medium_000064,mc_v2_20260811_medium/task_0012,64,medium,Bastankhah_PorteAgel_2014,8380.224475844261,7886.86244930355,5.887,7876.9,6.006,8
