trial_id,run_id,seed,tier,target_mw,delivered_mw,fraction_used,n_tries,success,band,angle,template,turbine,arrival_year
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,806.0,0.0,0.0,160,False,"(10, 20)",210,,Haliade-X 15.5MW,0.014
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,806.0,806.0,1.0,1,True,"(45, 60)",60,staircase_6corners,IEA 2200-22MW,0.555
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,806.0,0.0,0.0,160,False,"(60, 75)",0,,Haliade-X 15.5MW,0.624
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,2080.0,520.0,0.25,152,True,"(45, 60)",0,staircase_8corners,Haliade-X 13MW,0.958
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,2080.0,0.0,0.0,160,False,"(3, 10)",90,,IEA 2200-22MW,1.207
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,1833.0,0.0,0.0,160,False,"(3, 10)",240,,Haliade-X 15.5MW,1.789
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,30.0,0.0,0.0,40,False,"(45, 60)",150,,SG11.0-200DD,2.362
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,806.0,0.0,0.0,160,False,"(60, 75)",0,,Haliade-X 13MW,3.144
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,924.0,924.0,1.0,2,True,"(60, 75)",270,staircase_6corners,Haliade-X 15.5MW,3.424
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,2080.0,0.0,0.0,160,False,"(75, 90)",120,,IEA 2200-22MW,3.694
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,780.0,0.0,0.0,160,False,"(45, 60)",120,,Haliade-X 13MW,3.719
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,924.0,924.0,1.0,5,True,"(105, 120)",30,staircase_7corners,IEA 2200-22MW,4.168
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,132.0,0.0,0.0,160,False,"(90, 105)",150,,Haliade-X 15.5MW,4.638
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,2080.0,0.0,0.0,160,False,"(75, 90)",150,,IEA 2200-22MW,5.366
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,715.0,0.0,0.0,160,False,"(20, 30)",0,,Haliade-X 13MW,5.846
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,572.0,572.0,1.0,12,True,"(20, 30)",60,staircase_8corners,Haliade-X 13MW,5.873
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,806.0,806.0,1.0,37,True,"(75, 90)",300,staircase_9corners,IEA 2200-22MW,6.172
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,132.0,132.0,1.0,9,True,"(60, 75)",270,staircase_10corners,Haliade-X 13MW,7.018
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,806.0,201.5,0.25,138,True,"(30, 45)",0,staircase_9corners,SG11.0-200DD,8.041
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,132.0,132.0,1.0,1,True,"(45, 60)",90,staircase_10corners,IEA 2200-22MW,8.11
mc_v2_20260811_high_000035,mc_v2_20260811_high/task_0007,35,high,924.0,0.0,0.0,160,False,"(3, 10)",270,,SG11.0-200DD,8.127
