trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,90,110,60,715,715.0,1.0,2,True,staircase_8corners,Haliade-X 13MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,75,90,30,30,30.0,1.0,11,True,staircase_7corners,DTU10MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,30,45,330,806,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,10,20,30,715,715.0,1.0,7,True,staircase_7corners,DTU10MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,20,30,60,572,286.0,0.5,95,True,staircase_9corners,Haliade-X 13MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,10,20,60,924,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,30,45,150,715,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,30,45,60,2080,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,60,75,30,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,10,20,150,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,60,75,180,572,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,30,45,90,924,924.0,1.0,8,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,20,30,30,715,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000040,mc_20260807_0627_medium/task_0008,40,3,10,300,427.0,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,130,150,90,715,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,75,90,330,132,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,30,45,300,2080,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,75,90,90,1833,1833.0,1.0,2,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,110,130,150,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,60,75,210,715,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,20,30,90,132,132.0,1.0,1,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,30,45,30,806,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,75,90,300,1833,458.25,0.25,144,True,staircase_10corners,DTU10MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,20,30,330,780,390.0,0.5,89,True,staircase_6corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,60,75,270,132,132.0,1.0,1,True,staircase_9corners,Haliade-X 13MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,3,10,180,806,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000041,mc_20260807_0627_medium/task_0008,41,30,45,300,1272.0,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000042,mc_20260807_0627_medium/task_0008,42,90,110,60,132,132.0,1.0,1,True,staircase_8corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000042,mc_20260807_0627_medium/task_0008,42,75,90,30,780,195.0,0.25,130,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000042,mc_20260807_0627_medium/task_0008,42,30,45,150,30,30.0,1.0,29,True,staircase_10corners,DTU10MW
mc_20260807_0627_medium_000042,mc_20260807_0627_medium/task_0008,42,130,150,180,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000042,mc_20260807_0627_medium/task_0008,42,10,20,240,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000042,mc_20260807_0627_medium/task_0008,42,30,45,210,924,0.0,0.0,160,False,,Haliade-X 15.5MW
