eval,time_s,iter,obj,aep,rms_viol,x,y
1,0.0,0,-496.73657285185584,496.73657285185584,4.90621994541083,2341.347;1819.632;3162.965;654.625;3068.039;2700.491;2397.966;3556.424;925.086;101.901;2288.589;3050.325;2650.229;74.906;401.771;1071.805;2473.093;3101.854;715.084;2365.881;2518.760;1268.613;2843.858;2930.573;710.717;3418.039;1715.761;2399.761;760.723;2907.095;1150.870;1058.170;1086.905;2980.402;1989.121;690.039;2571.324;2303.533;1919.534;2061.100;44.397;2502.857;1924.773;284.885;49.095;1000.271;3590.587;812.162;378.055;58.683;1229.859;2909.513;782.351;3364.578;3558.592;39.660;2825.650;2467.309;1856.318;968.807;2393.213;2797.648;1712.397;3556.030;1786.483;2417.480;1548.933;939.520;3399.107;2473.673;2374.759;127.328;3262.316;1507.483;1713.397;488.281;1304.074;1174.189;532.864;2865.189;1883.672;3219.028;2859.897;2265.671;241.657;2834.172;1364.134;1694.241;284.762;552.299;1357.863;1264.512;171.018;854.371;707.202;1391.222;3001.647;2789.807;2892.723;689.338,2371.419;1931.274;1713.695;2330.606;1757.766;1941.642;3308.806;1640.003;2292.273;2172.095;922.872;2733.043;1947.906;1049.195;3121.536;41.937;1055.475;3559.979;1746.915;2102.473;65.391;3206.172;436.750;2290.096;3190.156;542.613;1421.018;1976.119;1700.901;2686.882;2079.028;1940.894;1494.781;948.572;145.678;2937.556;2373.771;874.285;2392.299;2767.973;1907.203;3045.264;1175.079;535.469;2820.687;3174.237;2949.806;1797.469;1556.689;1180.191;1910.539;3489.101;3348.821;3143.235;1222.604;2927.582;1367.934;27.769;409.856;2490.551;2668.000;1413.092;1060.195;2315.650;3251.751;2758.027;3583.378;3536.783;3150.341;3403.931;2541.517;3072.365;1204.151;1858.199;1372.933;3134.395;1018.390;3596.270;2431.070;3376.688;2521.204;2026.962;2228.716;147.420;2871.382;1934.441;1138.074;2218.349;3589.046;1388.062;1606.958;456.581;1379.204;3291.986;1156.600;1751.336;679.201;1033.704;1592.259;3414.033
2,1.686723232269287,1,-507.31601904063245,507.31601904063245,3.012416876406097,2357.347;1803.632;3178.965;670.625;3052.039;2684.491;2381.966;3572.424;941.086;85.901;2272.589;3066.325;2634.229;90.906;385.771;1055.805;2489.093;3117.854;699.084;2349.881;2534.760;1284.613;2859.858;2946.573;694.717;3434.039;1731.761;2415.761;744.723;2891.095;1166.870;1042.170;1070.905;2996.402;1973.121;706.039;2587.324;2319.533;1935.534;2077.100;60.397;2486.857;1940.773;300.885;65.095;1016.271;3606.587;828.162;362.055;42.683;1213.859;2925.513;798.351;3348.578;3574.592;23.660;2841.650;2451.309;1840.318;952.807;2377.213;2781.648;1696.397;3540.030;1802.483;2433.480;1564.933;955.520;3415.107;2489.673;2358.759;143.328;3278.316;1523.483;1697.397;504.281;1288.074;1158.189;516.864;2849.189;1867.672;3203.028;2843.897;2281.671;225.657;2850.172;1380.134;1710.241;268.762;568.299;1341.863;1280.512;155.018;870.371;691.202;1375.222;2985.647;2805.807;2876.723;673.338,2387.419;1947.274;1697.695;2314.606;1773.766;1925.642;3292.806;1624.003;2276.273;2188.095;938.872;2749.043;1963.906;1033.195;3105.536;25.937;1071.475;3575.979;1762.915;2118.473;81.391;3222.172;420.750;2306.096;3206.156;526.613;1437.018;1960.119;1684.901;2670.882;2095.028;1956.894;1510.781;932.572;161.678;2953.556;2357.771;858.285;2376.299;2783.973;1923.203;3061.264;1159.079;519.469;2804.687;3158.237;2965.806;1813.469;1540.689;1196.191;1894.539;3505.101;3364.821;3127.235;1238.604;2943.582;1351.934;11.769;425.856;2506.551;2684.000;1429.092;1076.195;2331.650;3267.751;2774.027;3599.378;3520.783;3166.341;3419.931;2525.517;3088.365;1188.151;1874.199;1356.933;3150.395;1002.390;3612.270;2447.070;3360.688;2537.204;2042.962;2212.716;163.420;2855.382;1918.441;1154.074;2234.349;3605.046;1404.062;1590.958;472.581;1395.204;3275.986;1140.600;1767.336;663.201;1017.704;1576.259;3430.033
3,3.5097196102142334,2,-510.98914731633727,510.98914731633727,1.3954390461159325,2351.869;1815.594;3195.173;673.956;3035.839;2695.830;2377.787;3557.695;957.372;94.647;2256.265;3071.180;2619.366;85.202;369.532;1070.834;2473.396;3134.179;682.883;2345.443;2550.981;1300.853;2875.914;2962.867;705.783;3438.187;1747.983;2414.674;728.425;2887.173;1174.411;1043.921;1054.692;2981.901;1957.092;710.823;2602.522;2335.858;1936.467;2093.163;47.700;2471.647;1956.023;285.031;81.415;1004.139;3593.425;844.382;371.358;50.152;1210.954;2919.291;813.453;3332.561;3590.897;7.334;2857.969;2435.107;1823.992;946.755;2361.028;2765.341;1703.442;3555.810;1818.800;2449.805;1553.607;971.801;3431.216;2492.025;2342.785;139.660;3294.455;1529.890;1681.326;520.532;1288.140;1173.843;513.041;2852.831;1866.046;3187.014;2827.616;2297.964;237.178;2855.798;1376.696;1726.524;256.566;584.132;1334.426;1296.838;138.840;886.511;674.932;1373.097;2969.551;2820.563;2860.429;657.207,2371.545;1934.505;1681.395;2311.826;1790.011;1909.619;3289.387;1612.862;2274.954;2189.553;954.856;2751.391;1980.073;1028.949;3089.210;30.908;1087.658;3561.706;1779.018;2123.970;97.631;3206.780;404.659;2322.398;3190.649;510.388;1453.184;1953.909;1668.673;2670.319;2091.632;1973.006;1527.101;916.258;146.174;2938.764;2373.490;842.229;2370.998;2775.730;1907.718;3077.411;1172.226;503.247;2788.550;3141.930;2952.969;1829.669;1554.749;1199.382;1878.267;3513.179;3381.077;3110.923;1225.985;2959.794;1335.869;-4.458;441.261;2499.427;2700.203;1444.849;1092.252;2318.166;3253.296;2790.189;3615.617;3504.627;3182.549;3427.138;2517.339;3102.397;1172.398;1878.132;1340.811;3166.708;995.613;3597.217;2451.343;3353.858;2541.047;2058.437;2196.472;179.578;2839.152;1929.050;1160.327;2250.503;3591.669;1389.622;1585.567;458.088;1411.247;3259.810;1124.406;1767.042;647.072;1033.637;1592.141;3446.324
4,5.356062412261963,3,-513.3405426942004,513.3405426942004,0.4114086486250573,2366.941;1799.800;3199.000;671.556;3032.635;2711.837;2371.610;3570.166;973.812;108.247;2239.802;3071.138;2603.144;96.755;365.767;1056.760;2477.614;3147.676;671.287;2352.230;2567.299;1285.438;2892.355;2968.243;712.336;3454.262;1764.274;2407.485;742.586;2887.487;1162.229;1028.146;1056.695;2976.111;1944.134;712.205;2587.653;2352.305;1936.482;2077.527;31.400;2456.687;1945.247;268.756;79.592;1019.222;3595.051;848.217;383.842;37.731;1226.753;2915.981;798.594;3316.374;3607.356;3.672;2874.391;2418.795;1839.675;931.247;2344.725;2748.877;1719.568;3547.119;1833.308;2466.263;1567.482;965.663;3447.431;2500.245;2334.445;155.275;3310.588;1536.692;1665.033;524.388;1286.580;1184.751;512.363;2857.432;1866.987;3179.636;2821.079;2283.731;223.386;2860.811;1377.800;1711.291;240.424;582.822;1319.164;1305.452;144.672;902.523;669.080;1367.517;2953.111;2828.471;2872.636;651.261,2355.424;1949.225;1675.125;2311.193;1796.638;1893.309;3290.389;1627.839;2289.952;2205.506;971.199;2753.972;1996.218;1026.854;3094.653;22.602;1081.083;3566.786;1795.413;2130.162;114.060;3221.457;388.434;2326.626;3175.139;524.752;1469.479;1947.861;1654.500;2673.602;2079.332;1977.524;1521.824;901.454;132.988;2932.566;2358.823;825.954;2367.998;2759.657;1891.887;3093.649;1157.980;499.763;2783.545;3125.714;2936.835;1834.778;1541.077;1199.369;1891.558;3519.795;3397.420;3094.460;1213.663;2965.972;1319.542;-20.823;457.505;2483.427;2685.693;1461.238;1089.536;2302.058;3236.952;2805.662;3599.769;3501.851;3199.008;3423.258;2532.733;3087.300;1158.304;1867.519;1324.647;3171.877;991.768;3607.200;2455.822;3352.524;2541.935;2051.882;2196.016;166.264;2823.603;1938.992;1161.931;2265.334;3604.185;1375.080;1580.080;467.571;1427.674;3243.451;1108.015;1755.718;645.119;1048.892;1592.179;3451.438
5,7.23115611076355,4,-515.7495988124792,515.7495988124792,0.29949425324797735,2354.605;1814.431;3201.189;666.090;3034.675;2701.034;2363.341;3581.184;977.062;93.798;2235.564;3068.271;2586.676;91.286;366.771;1070.665;2463.499;3163.845;656.044;2360.703;2573.031;1296.735;2907.334;2972.484;725.088;3457.493;1770.063;2391.845;758.876;2893.136;1176.175;1012.296;1046.017;2983.633;1928.484;697.474;2583.554;2356.528;1929.648;2063.458;26.141;2466.212;1958.109;260.826;63.506;1027.667;3608.690;849.665;368.402;40.831;1240.847;2901.709;813.666;3312.401;3593.508;-8.461;2877.767;2414.170;1828.499;943.822;2346.205;2744.494;1714.005;3562.631;1818.935;2467.979;1583.760;972.909;3451.655;2508.442;2331.309;169.376;3326.090;1539.082;1660.084;523.858;1279.680;1197.207;507.733;2869.881;1853.571;3176.416;2821.491;2274.084;239.406;2876.932;1369.758;1721.497;228.449;597.712;1331.680;1289.570;130.663;904.984;656.414;1354.911;2950.218;2842.073;2877.031;635.204,2352.225;1964.710;1675.473;2313.819;1797.965;1876.819;3296.747;1643.877;2287.605;2220.799;975.244;2756.697;2012.619;1021.495;3083.078;7.454;1093.781;3578.007;1811.849;2140.686;118.414;3226.476;372.346;2326.978;3158.686;541.077;1473.079;1936.649;1638.482;2676.161;2092.321;1987.036;1506.560;885.616;117.550;2922.110;2344.328;819.861;2370.754;2743.927;1880.744;3089.283;1173.619;501.934;2768.931;3109.612;2921.593;1836.224;1555.475;1203.126;1902.520;3533.167;3389.436;3090.734;1206.037;2971.976;1314.963;-16.927;467.457;2467.837;2700.701;1464.441;1073.536;2285.825;3223.515;2809.013;3595.627;3498.530;3203.957;3410.882;2519.389;3074.577;1170.589;1862.425;1322.879;3186.167;982.171;3604.396;2459.654;3345.007;2548.378;2036.235;2196.906;153.090;2839.278;1955.168;1155.010;2260.184;3591.375;1359.961;1573.311;483.769;1432.514;3244.206;1093.227;1744.455;651.943;1036.970;1585.587;3467.110
6,8.926597833633423,5,-517.3599913292263,517.3599913292263,0.20164671272933082,2341.974;1800.606;3204.866;663.258;3040.182;2696.611;2352.424;3595.033;992.159;83.902;2237.250;3062.696;2585.302;79.222;364.193;1086.887;2447.187;3174.556;651.798;2367.353;2576.357;1293.515;2922.093;2979.217;740.305;3473.196;1779.474;2382.277;762.624;2891.606;1190.434;1018.721;1060.286;2997.289;1916.547;708.305;2586.937;2360.385;1926.249;2048.233;11.802;2476.504;1944.390;256.910;59.391;1041.738;3593.112;842.552;353.406;56.526;1248.054;2891.522;815.276;3309.529;3594.992;2.909;2876.515;2410.355;1813.840;949.827;2340.803;2738.616;1726.962;3564.271;1830.996;2472.267;1599.824;987.809;3457.292;2519.003;2346.544;173.412;3342.067;1553.459;1650.720;528.669;1288.723;1212.891;504.703;2884.358;1838.004;3191.859;2819.053;2277.824;243.073;2880.863;1357.146;1737.409;212.175;612.538;1324.172;1273.982;114.273;905.554;657.872;1339.210;2943.377;2858.446;2882.176;630.828,2352.119;1965.725;1676.283;2321.081;1791.306;1872.478;3310.076;1654.927;2302.981;2205.623;975.348;2769.924;2018.856;1012.040;3094.944;-8.918;1108.605;3594.268;1815.481;2139.378;119.354;3241.199;360.135;2324.133;3155.562;534.092;1471.837;1928.456;1634.862;2671.422;2077.644;2002.100;1490.191;871.762;122.917;2935.572;2339.185;815.360;2364.561;2727.485;1871.571;3073.426;1161.180;486.688;2761.254;3121.546;2914.293;1843.334;1542.361;1195.114;1913.044;3530.979;3389.446;3087.771;1221.616;2980.825;1314.727;-7.920;457.241;2460.238;2704.201;1467.494;1087.057;2299.446;3230.397;2815.472;3605.118;3483.277;3206.791;3411.959;2515.704;3058.280;1155.281;1859.084;1327.822;3178.675;968.425;3589.437;2470.350;3344.417;2560.738;2049.995;2202.693;163.005;2839.080;1954.065;1161.828;2248.644;3606.074;1347.002;1580.061;491.395;1447.708;3242.541;1103.579;1743.284;667.903;1039.485;1571.110;3471.917
7,10.772131443023682,6,-519.1699170955508,519.1699170955508,0.30494894602004985,2356.531;1789.273;3198.012;653.447;3039.667;2694.812;2336.169;3611.404;1007.543;67.675;2227.907;3074.539;2582.239;62.922;348.297;1101.063;2456.036;3189.554;648.314;2355.344;2581.309;1309.173;2926.218;2994.502;754.579;3488.286;1777.219;2368.014;766.123;2876.493;1188.647;1003.600;1049.512;2981.901;1929.130;692.332;2587.456;2366.613;1942.242;2061.524;-4.600;2492.718;1958.348;271.967;60.875;1035.617;3597.980;831.494;364.682;72.202;1260.378;2905.345;813.188;3306.639;3583.145;-11.456;2872.963;2400.572;1797.470;965.884;2347.775;2728.044;1743.254;3580.290;1816.483;2469.222;1601.534;999.306;3461.015;2535.184;2342.756;189.525;3358.282;1567.945;1643.497;541.679;1304.922;1198.312;519.757;2873.307;1821.551;3207.915;2808.059;2293.543;248.634;2885.107;1340.817;1722.001;201.576;628.820;1323.808;1259.706;100.653;921.037;641.951;1349.031;2959.155;2866.375;2890.335;625.943,2355.816;1981.465;1667.237;2306.160;1803.458;1870.258;3325.632;1670.767;2308.263;2218.961;976.422;2761.287;2022.533;1000.964;3111.233;6.552;1094.039;3605.352;1819.723;2139.040;118.278;3236.620;344.047;2320.838;3161.871;523.838;1480.162;1916.147;1630.657;2686.588;2085.473;1989.715;1480.773;867.883;137.678;2951.939;2332.015;806.537;2349.282;2735.438;1887.071;3087.756;1166.526;473.551;2756.095;3106.093;2898.666;1852.186;1556.656;1199.667;1924.155;3544.214;3395.111;3095.585;1218.779;2995.245;1312.139;3.722;470.976;2450.092;2704.893;1470.682;1078.849;2287.235;3246.550;2821.638;3591.450;3498.916;3210.043;3396.929;2515.364;3041.788;1145.485;1843.718;1318.157;3168.572;954.882;3603.191;2468.238;3331.850;2570.282;2066.374;2193.624;149.048;2834.674;1949.375;1176.952;2264.213;3590.780;1330.660;1568.360;499.715;1445.504;3234.902;1088.579;1759.061;652.395;1055.215;1555.129;3473.475
8,12.636941909790039,7,-520.1574042223092,520.1574042223092,0.3049993882390092,2350.428;1803.644;3198.879;643.163;3028.233;2685.654;2340.044;3595.595;1023.724;70.789;2221.132;3082.277;2585.983;74.340;343.731;1088.591;2465.620;3205.113;648.245;2339.275;2588.060;1325.616;2942.242;3008.894;746.845;3482.460;1768.766;2383.161;755.471;2865.330;1172.596;1015.625;1064.520;2965.522;1916.518;679.068;2571.504;2359.797;1932.615;2077.589;1.690;2477.056;1965.335;257.525;62.459;1019.865;3599.019;830.739;350.345;62.936;1276.647;2909.544;823.477;3299.439;3585.425;-1.777;2869.482;2388.976;1807.890;949.966;2337.505;2716.377;1758.890;3593.796;1820.953;2481.213;1613.199;1015.586;3470.699;2538.439;2329.755;190.645;3374.770;1561.815;1630.559;529.531;1298.909;1181.905;523.484;2859.338;1819.771;3196.024;2800.547;2309.992;252.154;2892.820;1338.787;1714.667;187.960;643.631;1336.714;1274.366;95.465;917.884;625.788;1336.644;2971.546;2882.519;2874.825;622.483,2354.048;1967.803;1673.926;2317.875;1802.729;1861.076;3313.972;1665.191;2292.181;2214.596;969.748;2776.173;2031.953;985.470;3120.607;11.595;1084.381;3621.541;1819.791;2149.519;105.517;3222.811;329.435;2313.959;3146.308;507.762;1482.355;1928.015;1624.353;2671.506;2089.355;2002.131;1472.823;854.073;154.095;2966.856;2315.942;805.447;2361.053;2742.482;1880.269;3074.675;1182.373;457.232;2743.941;3090.778;2903.963;1864.605;1565.886;1187.182;1940.374;3532.557;3409.186;3107.401;1234.781;2988.331;1301.458;-0.463;482.270;2466.168;2709.682;1466.810;1063.332;2287.482;3239.204;2831.289;3583.977;3484.745;3202.774;3411.364;2518.327;3025.748;1129.306;1857.926;1310.605;3184.301;939.648;3601.549;2482.932;3315.757;2583.817;2058.629;2188.494;151.476;2845.079;1960.505;1178.806;2249.960;3598.178;1336.900;1580.997;484.194;1433.071;3249.168;1075.340;1744.526;656.808;1051.677;1539.304;3467.837
9,14.326695203781128,8,-521.8045984726604,521.8045984726604,0.43995115528929957,2366.179;1818.000;3185.834;627.845;3027.063;2698.704;2343.873;3594.134;1029.423;57.185;2219.545;3068.111;2579.387;82.282;335.344;1099.371;2450.273;3220.720;641.706;2323.110;2582.255;1340.643;2957.948;3016.463;730.761;3498.144;1783.402;2396.354;766.799;2855.628;1164.243;1029.162;1051.961;2955.483;1900.647;690.481;2567.299;2356.436;1931.588;2065.300;5.675;2473.661;1973.815;262.805;73.680;1004.623;3613.479;815.372;334.091;54.160;1271.379;2897.779;812.773;3313.511;3572.608;-13.878;2882.589;2401.056;1795.016;945.727;2321.987;2731.365;1775.065;3605.967;1809.863;2473.257;1629.473;1029.690;3460.978;2537.862;2313.863;176.249;3383.017;1570.276;1614.536;540.576;1289.876;1180.050;523.214;2872.853;1806.178;3211.445;2786.278;2296.443;259.309;2897.542;1327.695;1719.681;200.446;655.508;1353.047;1285.516;80.808;921.011;632.347;1331.702;2985.833;2887.048;2858.551;613.617,2339.104;1976.922;1677.734;2318.030;1788.237;1851.576;3298.122;1649.935;2289.029;2201.409;956.673;2792.123;2039.679;977.547;3119.968;4.026;1099.703;3605.785;1818.805;2134.042;116.890;3206.438;337.492;2329.807;3151.152;520.986;1470.075;1912.357;1617.547;2658.752;2105.456;1986.289;1456.876;839.127;149.546;2951.800;2330.847;799.937;2377.285;2758.637;1869.183;3082.786;1197.896;450.116;2727.827;3086.872;2919.430;1878.730;1581.888;1171.309;1940.805;3540.571;3406.236;3091.848;1249.377;2995.022;1295.115;-15.314;469.285;2469.779;2701.314;1451.248;1048.632;2298.331;3254.730;2847.378;3568.716;3498.580;3218.440;3421.995;2510.850;3022.978;1113.902;1868.670;1319.498;3190.207;923.936;3617.308;2494.139;3328.531;2573.863;2071.885;2173.032;137.664;2859.373;1974.186;1163.894;2238.244;3592.493;1338.189;1573.167;495.234;1416.788;3262.642;1061.689;1734.799;641.342;1035.948;1554.808;3479.884
10,16.162135124206543,9,-522.7487733204954,522.7487733204954,0.1786440438208621,2373.715;1834.302;3188.697;616.212;3011.055;2683.786;2328.502;3601.911;1042.921;57.603;2215.906;3083.409;2593.938;66.762;349.318;1090.588;2454.496;3237.154;656.771;2306.782;2597.680;1356.569;2967.464;3032.557;746.293;3495.023;1782.426;2381.780;754.757;2839.449;1174.199;1014.217;1066.278;2939.294;1908.276;676.592;2583.158;2340.414;1946.239;2071.793;-10.103;2484.877;1989.976;278.898;66.998;1020.284;3597.728;810.529;317.779;64.899;1255.598;2913.249;825.674;3300.723;3587.983;0.879;2898.420;2387.167;1779.054;936.423;2335.672;2722.437;1760.354;3591.275;1806.415;2462.043;1624.550;1014.916;3449.386;2553.757;2297.442;159.878;3394.213;1586.460;1600.862;525.476;1274.976;1195.725;508.434;2858.045;1791.261;3223.584;2800.877;2310.822;275.227;2913.145;1330.962;1703.699;185.829;671.775;1350.804;1297.075;64.472;906.252;618.916;1347.292;2989.868;2902.807;2860.672;598.175,2343.466;1992.497;1693.832;2327.004;1772.001;1860.827;3311.941;1633.541;2291.468;2185.798;969.835;2784.786;2054.473;961.479;3107.155;-6.924;1104.265;3595.761;1809.208;2144.427;104.492;3191.327;346.071;2329.891;3152.511;537.102;1484.490;1900.585;1628.751;2650.729;2095.706;1988.061;1440.822;829.543;157.591;2939.904;2319.186;783.848;2372.948;2766.662;1884.090;3073.952;1209.256;465.673;2725.636;3098.508;2928.839;1870.842;1571.783;1183.379;1925.089;3556.267;3419.758;3082.858;1245.856;3008.245;1279.091;-1.758;453.098;2469.415;2691.139;1446.443;1063.251;2282.804;3269.208;2863.475;3561.226;3514.882;3231.532;3407.765;2495.734;3035.709;1124.102;1856.059;1304.804;3203.013;909.056;3602.103;2510.034;3344.265;2589.143;2062.653;2167.727;153.219;2844.598;1964.842;1150.145;2252.516;3590.467;1325.262;1557.897;507.063;1409.359;3248.886;1046.187;1750.073;625.838;1020.084;1568.296;3495.502
