trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,10,20,150,1833,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,10,20,0,30,30.0,1.0,2,True,staircase_9corners,DTU10MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,60,75,210,2080,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,75,90,30,30,30.0,1.0,2,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,30,45,270,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,3,10,330,30,0.0,0.0,40,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,30,45,180,924,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,30,45,60,30,30.0,1.0,1,True,staircase_9corners,Haliade-X 13MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,10,20,120,2080,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,3,10,30,780,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,30,45,240,806,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,75,90,30,2080,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,60,75,60,30,30.0,1.0,1,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,75,90,150,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,130,150,150,30,0.0,0.0,40,False,,DTU10MW
mc_20260807_0627_medium_000065,mc_20260807_0627_medium/task_0013,65,130,150,120,781.0,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,30,45,150,924,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,90,110,0,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,75,90,0,572,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,10,20,90,780,780.0,1.0,12,True,staircase_9corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,60,75,0,780,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,45,60,90,715,715.0,1.0,1,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,30,45,180,924,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,75,90,60,924,924.0,1.0,1,True,staircase_6corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,130,150,30,2080,1560.0,0.75,64,True,staircase_9corners,DTU10MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,20,30,240,30,0.0,0.0,40,False,,Haliade-X 13MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,60,75,150,1833,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000066,mc_20260807_0627_medium/task_0013,66,60,75,270,413.0,309.75,0.75,46,True,staircase_9corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,130,150,120,780,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,30,45,270,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,45,60,30,30,30.0,1.0,3,True,staircase_9corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,10,20,300,924,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,90,110,90,30,30.0,1.0,1,True,staircase_9corners,Haliade-X 13MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,110,130,330,1833,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,30,45,240,780,195.0,0.25,150,True,staircase_7corners,DTU10MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,130,150,90,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,75,90,0,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,20,30,330,924,693.0,0.75,77,True,staircase_7corners,DTU10MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,110,130,330,1833,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,75,90,300,2080,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,20,30,90,132,132.0,1.0,1,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000067,mc_20260807_0627_medium/task_0013,67,30,45,240,1186.0,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000068,mc_20260807_0627_medium/task_0013,68,20,30,330,30,30.0,1.0,1,True,staircase_8corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000068,mc_20260807_0627_medium/task_0013,68,130,150,30,715,715.0,1.0,5,True,staircase_8corners,Haliade-X 13MW
mc_20260807_0627_medium_000068,mc_20260807_0627_medium/task_0013,68,130,150,30,30,30.0,1.0,9,True,staircase_10corners,DTU10MW
mc_20260807_0627_medium_000068,mc_20260807_0627_medium/task_0013,68,60,75,270,1833,458.25,0.25,156,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000068,mc_20260807_0627_medium/task_0013,68,130,150,330,132,0.0,0.0,160,False,,DTU10MW
