eval,time_s,iter,obj,aep,x,y,rms_viol
1,1.188918113708496,0.0,15086.747645823916,496.2298789145759,1501.279217;2593.168176;0.411749;1088.397261;528.321207;332.418941;670.536761;1244.018617;1428.362907;1939.740242;1509.100252;2466.790201;736.028099;3161.222771;98.595336;2413.683037;1502.297289;2011.283382;505.392979;713.165361;2882.680447;3485.741673;1128.327041;2492.361416;3155.000948;3220.583989;306.159161;140.59722;611.38951;3161.313012;354.048602;1515.98745;3448.402309;1919.395026;2490.75761;1135.856272;2471.40334;3004.652419;65.837798;2700.519534;3559.89992;2693.396356;1009.598371;2841.405582;371.613624;1612.416694;3270.943811;1057.010934;1035.991219;468.10286;69.721048;2443.807919;761.861218;955.967974;1769.663373;192.105162;2066.82338;528.22287;2121.499933;2519.130096;368.403944;1490.601556;2499.840568;1491.04537;179.832452;1929.227061;2389.660723;1853.600803;3400.541122;2111.598146;3252.246895;494.908935;501.39485;2906.608639;1431.636613;595.27511;3339.030889;1251.957095;2702.923571;2613.592747;3179.901928;2245.219945;2703.392762;1256.034031;971.74041;3225.190386;1541.128284;3473.42417;2388.389392;2238.104593;413.085503;3418.161331;1619.683681;2082.202612;1469.29249;853.297129;3252.166274;2065.246152;10.333177;2221.721689,1175.921646;1897.409168;3189.391558;1286.171136;3270.726543;2244.096417;56.956474;3345.974041;2487.228903;3590.362262;620.42583;493.688699;3357.343667;2508.545381;237.600622;2719.666989;2713.954278;3322.888328;2561.489131;447.375463;71.568482;94.359553;101.903357;886.359843;3096.100615;1939.791832;1990.159123;3031.311212;447.023934;1005.061244;2108.733377;3490.544694;2019.708789;67.130242;2882.277622;838.707386;2905.578704;1396.298319;3108.750676;2689.637914;2002.464842;491.238812;215.703682;436.836441;160.386763;386.978865;812.553619;2566.760329;2014.981135;45.201529;259.107407;3482.194788;2045.161663;731.855645;908.37268;2677.773075;703.546132;2092.892138;3492.071961;3048.583685;863.451933;1777.570971;2231.840586;2984.331238;564.449021;66.874328;252.079717;1750.842399;2182.786062;2047.865174;1142.504674;3559.018156;2087.082789;1368.508221;1983.413589;2683.203951;2409.238416;953.710408;238.805404;1332.303112;2266.983025;756.626436;2709.919993;239.531333;937.134355;2897.116429;696.363417;2302.059171;1888.813113;3329.308693;947.868374;237.459926;2646.237468;2779.840906;3268.137069;3355.099449;50.225663;843.70351;2220.402085;3416.458754,1.759464996488076
2,1.8590879440307617,1.0,1508.3805647754764,512.4397313376668,1485.2792191734889;2609.1681756280714;-15.58822383677549;1104.397260724213;544.3212064429882;316.4189411581301;686.5367603621132;1260.0186165351693;1412.362907165942;1955.7402402208088;1493.1002523869709;2450.7902012112436;752.0280985617353;3145.222771170152;114.59533599977686;2429.6686962074655;1518.297288035816;1995.283382045493;489.3929793171135;729.1653609296541;2898.680445569363;3469.7416735604475;1144.3270407950206;2476.3614177459785;3171.0009476436103;3236.583987118052;290.15916158293965;124.59722004388442;595.3895100269002;3145.314212762992;338.0486021666021;1499.9874500994972;3432.402309098957;1903.395026000252;2506.7576099994044;1119.8562721215553;2455.403340000691;3020.652418959053;81.83779762859893;2716.519533831045;3575.8999199698733;2677.396356175229;993.5983710659463;2857.405577248646;355.61362434628984;1596.4166942296335;3286.943810575938;1041.0109343698366;1051.9912186865536;452.1028601685585;53.72104800022152;2459.8079188912807;745.8612183514836;971.9679739587447;1785.663372797057;176.10516213484135;2082.823379987512;544.2228699997517;2137.499890063522;2503.130096057897;352.4039440133843;1474.6015561405686;2515.8405667692296;1507.0449175851033;163.8324533336163;1945.2270609997631;2373.6607231481303;1869.600802147818;3384.5411222499934;2127.5981436112725;3268.2468948573623;478.9089351951178;485.39485000029947;2890.6086390921187;1447.6366128817665;611.275109956714;3323.030919571066;1267.957092651359;2718.923570699549;2597.5927482887855;3163.9019304922917;2229.2199453208877;2719.3927011046194;1272.034030889063;955.7404100336419;3209.1903865968607;1557.1282839165556;3489.4241699716385;2372.389392118779;2254.1045929921293;429.0855029830078;3434.161330968968;1635.6836805545654;2066.2026770639204;1453.293583827655;837.2971294091375;3236.166278327638;2049.2461520210363;-5.666822590640804;2205.721689011855,1159.9216460696932;1913.4091679759636;3205.391557864566;1302.171135945302;3254.7265430805833;2260.0964027074883;72.9564739627055;3361.9740409806063;2471.2289030657107;3606.3622619859884;604.4258300168049;509.68869888770877;3373.343666997049;2524.5453809219034;221.60062200124295;2703.6669890322487;2729.954277992511;3306.888328086538;2545.489132300984;463.3754619891184;55.56848243745807;78.35955310171924;85.90335824734613;902.3552481278263;3112.100614748101;1923.7918320451508;1974.1591230234596;3015.3112120345336;431.02393407405566;1021.0612407978128;2092.733385501989;3506.5446926733266;2035.7087889832842;83.13024194747794;2866.2776220003266;854.7073826283261;2921.5787039996744;1412.2983189956049;3124.7506756056227;2673.637914000316;1986.4648420313465;507.2388119684604;199.70368363437944;420.8364410182934;144.38676311726437;402.9788647461678;796.5536191954862;2582.7603274835283;1998.9811350509106;29.201529008867332;275.10740699888026;3498.194787683816;2029.1616631016088;715.8556450435051;924.3726799144666;2693.7730746345237;687.5461320182395;2076.8921381186196;3508.071960741042;3064.583684968277;879.4519328710696;1761.5709711676784;2247.840584471729;2968.3312383972;580.4490208744409;50.87432802635183;236.07971704005337;1766.8423955786843;2166.786062036667;2063.8651730090537;1158.5046734387595;3543.0181574233693;2103.0827889923903;1352.5082210040498;1999.413588166313;2699.203950888556;2393.2384160445795;937.7104081340822;222.8260931310912;1348.3031115245037;2282.9830249743945;772.6264353619252;2725.919992999709;255.53133213598343;953.1343549387551;2881.1164291654463;712.3634169767486;2318.0591706795285;1872.8131130198992;3313.3086931775647;963.8683730506052;253.459925949265;2630.2374680081552;2795.8409059361197;3252.137069052572;3339.0994490055455;66.22566266698993;859.7035099745896;2204.402092003173;3400.4587540834177,0.6421036552295376
3,2.494227886199951,2.0,-533.5131658286047,519.4980240082751,1499.9901811622015;2625.493540726284;0.31587508325796776;1120.6203596263763;531.7702007687348;329.89667787571517;702.8215676175587;1245.8937438114249;1396.0391415471531;1971.9846634198514;1508.4016385151363;2434.464348825265;736.817411942262;3160.375429025873;120.03598443553688;2445.607654990859;1502.8399472516303;1984.9993429823262;504.094321484285;745.3819368290865;2883.529350063521;3464.6666350250143;1160.6367688028247;2491.8362076992307;3187.3097234725105;3220.893615930676;275.744234076447;136.64065750736904;579.2578056103941;3161.2225352743844;321.84246067357543;1495.7516349986436;3446.9144168066236;1889.1630415044283;2511.413507532191;1133.458912824027;2450.5440912162167;3034.404439519031;67.38050832823455;2732.754122963408;3592.0393215633676;2692.6948279693233;977.5968032013844;2842.201818221584;339.3777885179537;1606.7702257393269;3274.8867887107767;1038.7585350548363;1067.3955270148128;456.7298637144586;48.11662379860211;2476.102492443759;743.1876870647969;957.1215659208218;1797.2808809155579;159.87761419318466;2068.836609159589;555.9810393617279;2121.6294576331948;2487.1789882628677;339.9797023111208;1458.287617805319;2500.3053069177518;1522.99163113915;147.50630480997506;1959.1340457758592;2388.383081010856;1885.913936661573;3399.1900369115538;2112.155343584925;3284.488254927393;468.753057789247;475.04404375594015;2874.545210984077;1463.563833465587;607.6706382312699;3338.9287912430905;1284.211792708163;2704.5902111166442;2581.3119859415156;3147.876980374161;2244.282160491248;2703.4799027086965;1266.9139543973502;965.1890999226767;3192.907910178228;1543.433392087109;3475.445730277968;2361.2562844080576;2258.9803402507655;430.95659107166404;3449.7068528084646;1652.0100542337013;2050.2087844349508;1469.2091770369761;852.519999240191;3219.940869048617;2057.9186031569043;8.55948749117462;2212.0580469419288,1150.8989760970267;1904.5695727686864;3221.70318925214;1315.568792907888;3267.909614341262;2275.009826269952;61.90583652936974;3376.221052613026;2478.7466784025214;3598.7054666476997;588.1760478009785;518.6513494859473;3362.3889003339327;2539.8134406138606;209.6701044190672;2688.263621390481;2741.681744369166;3290.5615999002616;2529.2603264383897;448.84064027352554;39.24151146385072;63.558591678190346;69.63944897801318;886.462804779395;3126.8495226911377;1936.2643499150122;1959.5686978435897;3017.7699768776074;445.12727705100997;1005.6182403924274;2106.981379617581;3522.869279827395;2032.680421813592;99.26140734297452;2854.5300173425203;838.9352451082696;2932.3858457434008;1411.8264057894226;3109.2469765733376;2658.4015410746874;1971.6413949756654;523.2266840898212;215.2299758291729;419.0394469280245;128.0660842571787;391.92090320759075;783.2067636091493;2599.0832019491095;2007.7665661758022;22.480976840527113;287.65772663611426;3514.5177942201744;2013.3623624095198;729.3804615534042;940.4576200285665;2679.8190495511044;691.8991659229937;2060.566162124694;3520.8373847192443;3076.893567401325;867.2521130212316;1745.6649123447878;2235.23777204355;2982.2890071678567;595.3849817251734;34.69524673880635;224.48877406189487;1783.1416355582053;2150.6812471036196;2080.0699433572668;1174.831212623491;3558.458436758665;2112.954163547674;1354.7560911785176;2015.337697207485;2715.267382320362;2407.278595962602;951.495980032171;206.88971385093095;1339.004934825473;2299.003640917046;756.9339480943797;2741.100143142372;271.85739239259266;951.8825353491069;2883.2048477843837;726.5426516605602;2302.6609393335843;1865.4196383730628;3300.9627423531756;980.181510204089;261.751651229202;2614.9464414578097;2787.0225195366297;3243.5030900668025;3349.7002617158773;79.93903966908732;875.8072290245956;2220.2236034426396;3414.6826963872827,0.0
4,3.180021047592163,3.0,-353.71257391091956,521.7768734533423,1516.375939269326;2622.585984292676;6.958805460096946;1127.0059171472356;516.3728184023345;314.93461615994926;690.1677188273593;1230.967534993832;1381.8002809489817;1957.0834680073733;1494.5938092170904;2430.1922088232395;735.4332948583096;3149.8425712663566;126.34603155866773;2457.595748513974;1514.9820176326302;1988.1641160314189;517.3407182763625;759.5863695275146;2890.914183104968;3480.6722814314735;1176.8049059032435;2495.830643302532;3173.2657382852553;3230.1606132342167;259.61552320517023;121.68429447186469;583.1697476467444;3177.659398573902;335.8770280268907;1483.274742080624;3436.9585520657347;1888.1850428649595;2522.7383770242045;1141.614483821036;2437.542424123435;3049.475396952206;81.9838242697646;2749.215930500196;3601.866195916954;2694.7343901414633;977.7604892629521;2825.790862948103;323.17992424996135;1592.9353320078076;3289.8843244939503;1022.836802164013;1081.4398421547432;472.66522779629213;39.7791161205665;2477.612642748698;751.8058270327335;946.3257882058948;1806.8808907276486;171.1858523990826;2077.5938971930264;558.9525628867872;2108.7205198600923;2495.5802911518676;328.894468603477;1458.6219144663417;2511.090093648178;1534.750535586957;162.12616057361507;1959.2187952879692;2378.719521943495;1901.747224422883;3391.07997370694;2096.3628667812445;3270.521723577946;452.5436400223309;478.24161738905354;2861.2378828286755;1452.7691184944779;593.7750813800873;3344.650928415034;1296.8095099523807;2719.1474106291353;2571.946142261879;3143.6191694347517;2251.9202804606966;2687.036847303523;1279.690377261674;950.1138388948438;3208.360592337646;1558.337184934224;3488.1086602036216;2375.456687495489;2259.6907083316323;417.0222416833541;3436.3680235592637;1651.2954505936807;2058.801608622452;1466.7617203820928;866.9716754372349;3204.8602533693147;2042.8475134978398;-5.32945449470402;2226.230353430785,1158.9962396554158;1897.133065949087;3233.0814873746544;1315.8339835171837;3279.811887106038;2259.456665454571;46.651505314010855;3389.7243497806817;2494.7652644632126;3612.1138245079046;590.7992907284282;531.2269497148172;3348.0431934307194;2543.73852608885;210.15851309377658;2673.805368041887;2750.937935885194;3278.2181448962156;2537.7913299912425;432.45995722944156;42.33792392070018;47.18429972862057;53.87351356803917;870.0562916434601;3136.9710449344225;1923.2667233080795;1959.3836603854318;3010.4771859713387;459.38373451566895;989.2208258600299;2123.13430235464;3533.6904694531613;2037.413836366777;108.53092315043413;2852.9887681326213;851.8066828847147;2939.79883958515;1420.8241119990737;3097.181183562089;2654.8482804661444;1955.3327276775015;524.886905624228;203.93860202830783;428.80212645180654;123.98462862864739;404.26873010851136;766.8823177685194;2584.9465983260698;1997.6928700767755;8.792784426704205;290.15429614252605;3522.4937896248343;1997.16968675672;742.3647817500677;956.1342358035743;2669.6008298026845;681.6533797465454;2053.034262150806;3537.1433261826414;3085.5153105553345;880.5011671723263;1747.822533717622;2250.8293328923455;2997.632175669213;582.3764699636057;23.49478885924887;209.7455435750064;1767.5633613195102;2160.072881599883;2085.1019478343133;1191.2909760258262;3567.1591775708775;2100.792800937096;1349.3101648856878;2031.7810886880757;2729.778517667795;2404.2440756860337;936.4683802770828;198.06784737683296;1322.8192888888564;2301.4655733428835;768.5395832186714;2742.5686844379998;270.8524306664758;955.7399456942568;2897.2479880311876;731.3735632466477;2316.230617337165;1874.7524275947476;3288.0962965060503;990.7494050432864;252.28353123618524;2600.654793236447;2793.8300932994503;3229.0806584114985;3365.206739995702;96.26602672454345;877.8895352820643;2212.117155681379;3406.544915242041,0.18807546232480857
5,3.901506185531616,4.0,50.49781585059151,525.0170410836853,1527.988141044809;2635.0342277569794;6.8505667040909906;1121.7079468671666;529.2384585141708;299.0968396152891;694.4327529910728;1215.2090988538073;1373.16284813169;1960.233900447396;1484.1302883315313;2414.865365579435;719.6141846257717;3154.235075330102;131.50319931324648;2473.2576467545186;1508.6918940112125;1972.4936304015755;533.6083316015121;755.857675709827;2906.489310177491;3494.530316706835;1164.4367506019137;2501.0946441113388;3160.777753363863;3217.842849568704;250.21924867836316;112.18023994345549;571.0480587128251;3193.1918083366027;341.4530858078223;1467.0728976345774;3450.7736066740877;1889.6644607348571;2512.9356358718937;1153.4059063937825;2448.6362422359034;3056.5830965385962;72.98992159515099;2756.8893691944604;3590.8759437003555;2702.6758011516304;991.2159681644555;2814.9425853927446;306.7263170685281;1582.846643815258;3277.9070652935675;1024.0095509802495;1097.6298376344566;458.62447706419516;41.03824180126215;2492.6336160756123;758.1271581046605;957.6758786979705;1793.159969150609;160.8645303493514;2083.391500084092;558.6194912988383;2094.6571778645525;2482.0006177912755;312.6193117057537;1473.1851693141073;2503.554767276166;1543.7085300338902;149.18587314732753;1956.4227505607712;2388.565997800695;1887.664520659815;3379.639803562891;2105.2649143631356;3281.687246207771;440.9277846882863;486.3757997272556;2849.125433931121;1464.939209313885;581.0098871464091;3353.571726202469;1313.0079623239064;2730.52708876687;2556.762968781872;3135.420177853827;2261.5147765304646;2681.2190315954604;1284.926058691913;942.205965112783;3206.3510871959725;1571.1764820849082;3498.2452415263333;2390.557496641358;2275.5265644116344;432.1391268029251;3426.1913113251085;1638.5159357612374;2074.708840668571;1475.5387227956332;882.9622343884802;3189.6992943380287;2033.5830364427804;9.280433004765499;2213.4752836357347,1174.8226036388837;1912.6292673773207;3246.5300681682606;1320.9484948631573;3294.5210805455563;2274.4244108090866;30.328066153386946;3405.6408497365233;2481.216095705353;3619.7715826554213;576.1953013424338;515.5805927518655;3331.748297393266;2529.0963245264147;209.57256119743496;2657.397302208497;2752.1752114717833;3261.9009856153507;2527.6956632570377;417.1305458099922;31.238271995177797;31.45912878709996;37.549904534621675;885.7952312908716;3123.750401507684;1930.1159646154379;1947.7166764089784;2994.35058936709;456.51634947719526;976.3372576650195;2118.605279452827;3549.946386632031;2053.077415542475;117.72657751865985;2854.4569195071085;861.5897112042634;2948.3046291563896;1413.9134037299884;3110.8390328258356;2658.3462295080726;1939.484993743253;540.8519223179914;217.48513479979513;414.62124899104947;127.21585147987885;396.31193662862995;751.7931199220534;2599.9617784900897;2013.3944258063948;-7.098297444244372;300.33741963680535;3538.672703662016;1980.7821354965665;729.5513105351121;972.319826770572;2682.0922502918925;696.1776774103055;2036.86623957071;3521.8013770325288;3101.7110812960245;896.596741838123;1731.9584036786425;2257.4756544333677;3004.429822127414;597.6225931827641;12.907327775308138;193.38884868114684;1776.3494318398082;2156.9571974945598;2092.137992473988;1200.4166178188855;3582.0950486813263;2115.7486552912405;1358.9592661886977;2047.9822193285966;2738.3104075945253;2418.413699178351;949.8076818195711;213.88459861941928;1316.4302058633496;2286.685168059156;765.2544716737726;2742.8803043208286;283.2877110678153;939.9219384071272;2913.6270317100743;718.9672166606065;2322.560772207956;1858.9781953786844;3304.035734350453;975.37863989032;253.25963957771398;2595.8438561945068;2809.421477077521;3212.674811317298;3381.5146195620246;82.235025613269;862.54593426561;2227.482843618762;3391.967843861543,0.29561190349266875
6,4.536020040512085,5.0,-594.1033258648528,527.0571045726626,1540.7175211248766;2651.3283069044064;4.156340831193352;1105.6237961126326;544.0328990263146;286.0129330265906;709.0799299563664;1213.2861652820534;1365.5229749981117;1949.0489304034097;1494.485652401206;2409.1858659489244;705.4566218752369;3139.906360018176;121.26511776762192;2485.832796365054;1523.5990151845529;1968.2472152327882;543.6993661220838;770.5823267510417;2896.492930194179;3508.5478949100047;1154.3910859430987;2486.393463192175;3148.455005568732;3214.0618909235186;237.7075761175698;114.43466100824278;554.9929203609958;3207.2139583602743;352.72346399501663;1450.5764799830356;3466.1311687547545;1897.8547361779456;2517.603840589624;1166.1250008542984;2457.077212133099;3059.997194853408;57.51739482402013;2769.132757863313;3599.6934490502913;2714.5668203088735;1006.478007086821;2798.891031613099;295.1020774792424;1566.7005005009828;3290.0202647817405;1039.5444189591958;1091.3626661187914;468.7295769836762;47.40982534081365;2496.8557817896726;774.2190917407396;972.9215100844615;1786.8415826107046;173.44486087398388;2098.671038959143;555.6571783269094;2089.8120359127306;2467.634902765915;305.33456370264736;1484.6424668022694;2490.242509190601;1556.5223334670795;134.66444282046584;1944.0758999533737;2386.37109163296;1892.8865982890152;3364.5050404478043;2118.339263996933;3272.0346445255727;443.50247160746903;496.6745210081193;2833.0850507527616;1450.5799795325997;594.4573752090688;3340.4951318708345;1308.22699995761;2745.8353176016208;2543.122963755993;3142.840297948154;2276.0616727733473;2669.631836844667;1298.6058173256886;926.8311043740005;3217.6799230453144;1572.6384837855194;3513.696758366053;2376.736074822438;2277.5478097201276;433.4798872179645;3419.684494610816;1623.2034153865852;2084.8421206163284;1478.9941444049605;879.1999088963607;3184.1390605868087;2021.536260044358;-0.785145219168939;2222.0114264427684,1190.5259876870919;1907.06475097911;3262.38197027658;1336.8753893913681;3289.6358064590454;2275.860005613626;19.411527193804787;3401.1593695832107;2473.2727607618644;3603.9765147251705;576.9491403477173;502.4777132904054;3327.9397120099716;2538.392668602424;194.1069879151701;2644.1185295314745;2768.1005907547583;3249.178784056606;2529.3842282251894;431.2645850729079;15.32376938514574;40.604578658850826;23.786652568081635;894.4864959578825;3139.0919123875765;1921.440066816118;1938.2075845745128;2980.7494777832007;440.65076967293925;960.4273953619944;2130.8461822076106;3566.2982314575524;2069.5491807906733;133.0014613764002;2858.264625528853;868.9752112682647;2959.5999604428293;1425.8724803045234;3121.4702004085684;2660.7598770533937;1923.9790526080474;551.13346092787;211.21934509211619;406.8918479868184;112.19469952331242;409.9270970675958;739.4102187597638;2597.5930667212783;2019.7801027998821;7.519484797085372;315.99614423454454;3544.685495179036;1981.4014710964002;715.6533776418128;972.4640976463301;2698.4251316591763;683.8606166935426;2023.2658952081804;3516.67434404886;3102.701471544696;882.820937753285;1734.511721379294;2248.511035049279;3019.575897975375;598.6217756477982;-2.211136103243579;188.984550974157;1771.0250631306255;2141.2206382184413;2092.2942447134706;1198.3741631047603;3598.429944788426;2121.972713519563;1364.8391105434807;2034.540880955691;2722.865472313897;2434.707754238767;964.2904400601487;210.21919883746727;1331.8294829992844;2283.6174418540772;775.2884454509825;2733.8056914436297;273.87999078734987;924.6354423062362;2917.8282104186173;703.1499319441882;2307.829828723787;1855.6082533242375;3294.163815308523;989.552325672207;268.934907267202;2581.2603440999546;2825.6618621453827;3203.107355326457;3381.9176256148053;66.14093284106684;863.4794207914375;2232.397647399374;3406.6649608593502,0.06497256883744461
7,5.2098119258880615,6.0,99.80806179022431,529.0788181270657,1555.088807111419;2666.1653191187243;-11.848966852618638;1096.7107821501017;543.6110091743396;269.7150340471085;723.9882952272854;1197.6024067846358;1381.3159803105339;1933.3638566528111;1478.8969679550635;2423.762701226909;701.2090178912719;3126.8886139071715;130.99409073684873;2470.5620796637286;1508.9513156040864;1960.320056122313;558.8559647007023;784.2060023604363;2880.3000648466545;3524.7537787466936;1166.1873027651263;2501.458745414785;3161.0767660202464;3197.953806385873;223.1754130206782;130.20337528812382;540.1366142343169;3192.951291960408;342.51982183117127;1462.9663612654806;3482.5688244387497;1887.4170213854368;2502.8387972481355;1182.410163929207;2472.4074373419917;3076.069882966145;42.87151162525857;2755.13580077073;3585.16912866129;2699.257642982307;1022.9098312765177;2813.9794311868554;284.43720810256394;1582.3398034888676;3306.310184926605;1054.0042504883506;1106.8504219001807;458.41751050816464;32.52494929356945;2512.517707893164;785.0794222050813;961.3463434921691;1802.829561905555;161.07348913774695;2114.574025429054;568.8297261554404;2074.40486660463;2458.718316493566;289.41907171414766;1469.5814838816977;2475.1997907400773;1572.8699889195314;120.68417256427477;1943.0255849690534;2370.768048263588;1881.2035351239356;3348.149333333229;2108.798847273099;3270.4632691592938;458.9355490933816;512.4951149362116;2844.2591232897435;1461.7263364719518;578.931625490476;3325.850562225052;1300.2086940139955;2761.9612656644626;2557.390450587437;3158.971051923765;2287.6478479958046;2684.2265063175005;1282.7563662628797;916.390077114493;3231.7305637667046;1585.4021886213422;3529.928251038377;2362.833757307083;2273.259797223682;448.84141990937707;3403.636797253717;1635.9875295373404;2074.4142562105258;1462.9708428547867;886.3027064835042;3197.8340245821933;2005.2171236845445;-2.3363446858681707;2237.970700303984,1184.4213836059957;1921.7421333128163;3254.1795034161655;1330.0891828905626;3273.5142981958184;2260.8482313549216;33.69907534411607;3416.1131281310463;2460.1999407109606;3615.822505308568;590.902572918399;486.1270795611412;3327.273320661348;2549.676756252833;181.89032469255997;2628.280221614087;2778.3618712678667;3247.900527402655;2513.371113731022;432.4159706403507;-1.0143831306020008;25.964803132799595;7.399299116810802;884.054961775104;3153.387918475995;1928.5853868054844;1922.0089024257375;2995.691619153206;452.2032194404948;945.8734536751998;2147.114084507975;3557.3400967880616;2057.5695066062176;131.1820902262654;2845.556872539136;885.1394724507875;2975.634336152952;1442.1790124731122;3133.8127070002265;2645.1591051957594;1908.7341410245942;558.1703865393961;195.22018882824972;422.5687687984317;127.14244591397043;394.4826667616293;750.4873432556484;2612.136009326339;2008.489550333013;-6.119650669138135;328.9483351450449;3559.5622938955544;1969.125209995317;699.9422985856502;988.053065200114;2710.5726937712407;699.0865787154994;2008.5787318244586;3500.875811196256;3116.116400955536;886.016263688893;1724.2355775691744;2242.6647692045885;3004.588689358093;584.0251040504185;-7.148702526694337;175.29033101046346;1784.2244881275146;2146.0973046629674;2088.934694521068;1192.2578289245382;3614.9324650547414;2137.8905993599337;1364.3225741207857;2045.513040132987;2722.421042720527;2430.218868822179;979.382148784668;215.75639574433055;1323.7053982929513;2297.555128907926;765.87003410097;2749.0573160393915;289.8209751104913;908.1897171573132;2930.278145055915;686.6770759278417;2321.3337945281587;1841.0601010592466;3282.961151327628;1003.6509613968062;285.1471102195196;2568.7095777409354;2841.7316510766523;3188.073639834892;3371.8192912148834;80.71756435964802;847.8647302117557;2218.150802234456;3422.862577615467,0.3746337496173714
8,5.89521598815918,7.0,-141.4004758317809,530.6507872138984,1567.3821463079619;2651.91014495075;3.304256231496968;1110.5797043925452;527.5288691654667;278.23155912107063;708.7537813097462;1181.1300227074246;1395.3665333242293;1918.9594147404298;1467.798161604936;2409.961159871381;717.150356468219;3139.614656093765;120.05671154076242;2454.1131399766564;1514.1875106856291;1945.9679022750372;545.9879145362086;800.5853195129137;2867.2215627492014;3535.6370855563187;1182.491030696041;2517.871079584747;3177.0473115650516;3182.816510222072;218.26890957005955;115.574449721232;524.6016787617406;3207.03073887359;326.3234789870487;1478.8103317520627;3483.977114265517;1873.1887079118428;2512.0057405018174;1169.7905144944302;2479.877027782833;3089.113070002473;51.65432484178008;2749.138483201259;3582.346069444761;2713.627447556466;1039.1462985503922;2801.8161912862593;268.16876007493454;1581.1216925395017;3315.930241231132;1040.2406620769348;1123.0935023044067;442.5614035752215;43.671129025438006;2528.9893737933626;801.2801204640886;973.7305348761603;1817.6255009388658;150.53079857463885;2100.6953456283577;554.2262104196708;2058.0552929919736;2454.509183143335;281.14766011193177;1454.49009510597;2488.4365994999616;1558.9727096063573;104.30520431920236;1950.112258832393;2354.4932522082877;1865.7303173515152;3361.6448686461313;2124.4107066068577;3276.9652660755705;472.9678130844403;528.8511389194476;2830.02421824192;1452.0248893592593;568.2574431795902;3309.8366994300172;1316.0641888291354;2778.4504317615165;2550.2459551796655;3173.61338812037;2303.852194322525;2697.2589206128664;1266.4528064460783;905.0718744052148;3235.750440369666;1601.6110832532415;3526.476921864025;2352.996654645325;2288.652950096783;445.6413654395155;3408.0635621451056;1622.8853264290087;2077.517789849883;1471.612351861484;895.4045627707853;3183.097155158367;2001.8052469877412;4.811154182320856;2234.062814762764,1199.6989964969569;1906.8353240145123;3268.99296561008;1346.0253945399324;3288.4679202028265;2275.086171743766;49.65642984984746;3432.549022993013;2470.0982402422537;3606.104985439285;605.5142291326779;469.6421384745862;3311.3137109022764;2540.367561158677;197.56597070119045;2641.6952074605715;2767.698681545573;3263.0683189687807;2527.1845853247373;448.43323110442384;-10.492379207288609;18.263993579812333;-7.225864637037365;867.8054959555875;3167.8862952742234;1944.758440124353;1912.482275667701;2999.1017973265407;436.49247418031086;946.1876378350366;2131.983297050139;3541.1296963839413;2041.4350858036494;117.31348305815283;2861.13865797842;901.6353866015984;2987.9075397861284;1432.3749104372441;3149.9150730331603;2652.0406669150216;1909.8129855845234;572.7018416405426;178.80615795487407;437.355479814723;111.81457577608323;408.4598616284651;751.3941487472575;2623.2991349439576;2023.4897471920049;-9.512278802433391;337.0771586936246;3549.186468780471;1955.4350655625083;683.5531362733356;1002.9326974414081;2696.526503071259;715.4924771642758;1992.482772402486;3515.0672695071476;3100.4951027577586;900.9227305996812;1708.715306404959;2226.5642089648536;3018.7600841816347;599.0490038742516;7.585549378752934;185.3657814883203;1775.5136754574814;2155.0342713255527;2104.9721987348;1208.213318104455;3599.7615445932297;2154.313439693795;1380.219924793151;2060.961982327871;2738.1817005281505;2445.351701126487;967.597721577601;230.48248331894152;1307.7943354993795;2282.2264719408863;749.6411350108339;2737.276922164234;298.89348038947264;892.1640329970778;2915.0629115237925;690.83437671022;2336.600733035216;1838.4445810196573;3296.707564760606;993.9102492237998;301.5355610795019;2552.520208947321;2826.69650903308;3171.6315854642708;3383.8865889350864;65.98973196358743;853.8872484718537;2204.0619539225227;3408.969969216348,0.23966041834453217
