trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_medium_000045,mc_20260807_0627_medium/task_0009,45,Nygaard_TurboGaussian,30.0,3165.5371143503903,3112.9786347602508,1.66,2713.942475681457,14.266
mc_20260807_0627_medium_000045,mc_20260807_0627_medium/task_0009,45,SuperGaussian,5.96,3215.5307552519325,3211.698941784799,0.119,2846.4628408915523,11.478
mc_20260807_0627_medium_000046,mc_20260807_0627_medium/task_0009,46,Nygaard_TurboGaussian,13.57,3264.7074763887877,3193.680909178718,2.176,2810.8934046577256,13.901
mc_20260807_0627_medium_000046,mc_20260807_0627_medium/task_0009,46,SuperGaussian,4.38,3318.7886150226677,3313.6872686414076,0.154,2973.9157981519347,10.392
mc_20260807_0627_medium_000047,mc_20260807_0627_medium/task_0009,47,Nygaard_TurboGaussian,10.88,3272.051745569774,3213.72784618529,1.782,2905.484476178305,11.203
mc_20260807_0627_medium_000047,mc_20260807_0627_medium/task_0009,47,SuperGaussian,3.39,3322.8126380454064,3318.6499016061075,0.125,3062.2739849653067,7.841
mc_20260807_0627_medium_000048,mc_20260807_0627_medium/task_0009,48,Nygaard_TurboGaussian,11.86,3312.3323643463086,3241.04160722292,2.152,2891.1518857892256,12.716
mc_20260807_0627_medium_000048,mc_20260807_0627_medium/task_0009,48,SuperGaussian,4.16,3366.6749735600833,3361.5461421388454,0.152,3042.0685315088995,9.642
mc_20260807_0627_medium_000049,mc_20260807_0627_medium/task_0009,49,Nygaard_TurboGaussian,7.36,3391.9429298410337,3315.991881425386,2.239,3001.7230504070585,11.504
mc_20260807_0627_medium_000049,mc_20260807_0627_medium/task_0009,49,SuperGaussian,1.95,3449.6304671023486,3444.2455588858356,0.156,3147.716211272038,8.752
