trial_id,run_id,seed,band_lo_km,band_hi_km,angle_deg,target_mw,delivered_mw,fraction_used,n_tries,success,template,turbine_attempted
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,30,45,180,715,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,90,110,60,1833,1374.75,0.75,41,True,staircase_6corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,45,60,60,2080,1040.0,0.5,96,True,staircase_9corners,Haliade-X 13MW
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,90,110,90,715,715.0,1.0,1,True,staircase_10corners,Haliade-X 15.5MW
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,130,150,240,924,924.0,1.0,2,True,staircase_6corners,DTU10MW
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,75,90,120,2080,2080.0,1.0,17,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,3,10,240,806,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,30,45,270,1833,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,110,130,330,822.0,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,75,90,150,924,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,45,60,120,2080,2080.0,1.0,1,True,staircase_7corners,Haliade-X 13MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,130,150,180,572,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,10,20,120,924,231.0,0.25,125,True,staircase_10corners,Haliade-X 13MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,3,10,0,132,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,20,30,300,572,429.0,0.75,79,True,staircase_9corners,DTU10MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,130,150,330,2080,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,130,150,330,715,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,20,30,30,780,585.0,0.75,57,True,staircase_7corners,DTU10MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,75,90,210,572,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,10,20,180,132,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,60,75,270,715,357.5,0.5,84,True,staircase_8corners,DTU10MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,110,130,60,806,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,10,20,0,780,195.0,0.25,133,True,staircase_9corners,DTU10MW
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,110,130,60,24.0,0.0,0.0,0,False,,Haliade-X 13MW
mc_20260807_0627_medium_000002,mc_20260807_0627_medium/task_0000,2,110,130,150,2080,0.0,0.0,160,False,,Haliade-X 15.5MW
mc_20260807_0627_medium_000002,mc_20260807_0627_medium/task_0000,2,75,90,300,806,201.5,0.25,121,True,staircase_6corners,Haliade-X 13MW
mc_20260807_0627_medium_000002,mc_20260807_0627_medium/task_0000,2,60,75,180,924,0.0,0.0,160,False,,Haliade-X 13MW
mc_20260807_0627_medium_000002,mc_20260807_0627_medium/task_0000,2,75,90,150,924,0.0,0.0,160,False,,DTU10MW
mc_20260807_0627_medium_000002,mc_20260807_0627_medium/task_0000,2,130,150,120,30,0.0,0.0,40,False,,DTU10MW
