trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,Nygaard_TurboGaussian,32.77,3289.9605939148223,3231.624476241144,1.773,2828.814931214808,14.017
mc_20260807_0627_medium_000000,mc_20260807_0627_medium/task_0000,0,SuperGaussian,5.37,3341.8203828268424,3337.562214628554,0.127,2997.218404924746,10.312
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,Nygaard_TurboGaussian,11.83,3422.368870570838,3358.481165786033,1.867,2985.8483937128367,12.755
mc_20260807_0627_medium_000001,mc_20260807_0627_medium/task_0000,1,SuperGaussian,2.71,3475.612357613236,3470.9567250424943,0.134,3163.787667028896,8.972
mc_20260807_0627_medium_000002,mc_20260807_0627_medium/task_0000,2,Nygaard_TurboGaussian,10.75,3364.030117235816,3315.159290056659,1.453,2942.5393835941577,12.529
mc_20260807_0627_medium_000002,mc_20260807_0627_medium/task_0000,2,SuperGaussian,2.92,3414.4620838972032,3410.869600650264,0.105,3075.0192499630284,9.941
mc_20260807_0627_medium_000003,mc_20260807_0627_medium/task_0000,3,Nygaard_TurboGaussian,14.25,3000.489930396815,2941.750449715303,1.958,2544.594283917827,15.194
mc_20260807_0627_medium_000003,mc_20260807_0627_medium/task_0000,3,SuperGaussian,3.45,3052.187169509012,3047.9414167586065,0.139,2693.3220761604266,11.758
mc_20260807_0627_medium_000004,mc_20260807_0627_medium/task_0000,4,Nygaard_TurboGaussian,11.53,3028.0054408689766,2965.8137197245687,2.054,2610.2539059250303,13.796
mc_20260807_0627_medium_000004,mc_20260807_0627_medium/task_0000,4,SuperGaussian,2.73,3081.183454870471,3076.6896629325,0.146,2784.9614138324105,9.614
