trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_low_000020,mc_v2_20260811_low/task_0004,20,low,Nygaard_TurboGaussian,8071.483031425984,7268.58263454639,9.947,7266.3,9.976,5
mc_v2_20260811_low_000020,mc_v2_20260811_low/task_0004,20,low,SuperGaussian,8175.945589938872,7369.760169545783,9.86,7367.46,9.889,5
mc_v2_20260811_low_000020,mc_v2_20260811_low/task_0004,20,low,Bastankhah_PorteAgel_2014,8544.135080554519,7996.00953733824,6.415,7995.17,6.425,5
mc_v2_20260811_low_000021,mc_v2_20260811_low/task_0004,21,low,Nygaard_TurboGaussian,8382.569409014652,7519.137621760823,10.3,7499.43,10.535,5
mc_v2_20260811_low_000021,mc_v2_20260811_low/task_0004,21,low,SuperGaussian,8619.604945428113,7825.895794695236,9.208,7804.78,9.453,5
mc_v2_20260811_low_000021,mc_v2_20260811_low/task_0004,21,low,Bastankhah_PorteAgel_2014,9064.014871937046,8537.003375186385,5.814,8526.31,5.932,5
mc_v2_20260811_low_000022,mc_v2_20260811_low/task_0004,22,low,Nygaard_TurboGaussian,7651.065837522038,6905.515998062754,9.744,6902.4,9.785,4
mc_v2_20260811_low_000022,mc_v2_20260811_low/task_0004,22,low,SuperGaussian,7806.0859850684155,7129.506008387707,8.667,7129.02,8.674,4
mc_v2_20260811_low_000022,mc_v2_20260811_low/task_0004,22,low,Bastankhah_PorteAgel_2014,8155.325078745259,7706.883351075758,5.499,7705.99,5.51,4
mc_v2_20260811_low_000023,mc_v2_20260811_low/task_0004,23,low,Nygaard_TurboGaussian,8571.586161705132,7608.735415718813,11.233,7572.83,11.652,4
mc_v2_20260811_low_000023,mc_v2_20260811_low/task_0004,23,low,SuperGaussian,8809.754618250541,7904.532308741403,10.275,7876.6,10.592,4
mc_v2_20260811_low_000023,mc_v2_20260811_low/task_0004,23,low,Bastankhah_PorteAgel_2014,9256.725981638087,8683.871151864534,6.189,8666.08,6.381,4
mc_v2_20260811_low_000024,mc_v2_20260811_low/task_0004,24,low,Nygaard_TurboGaussian,8418.930892851247,7551.073069135505,10.308,7532.68,10.527,4
mc_v2_20260811_low_000024,mc_v2_20260811_low/task_0004,24,low,SuperGaussian,8734.530381874625,7891.2770049350565,9.654,7877.8,9.809,4
mc_v2_20260811_low_000024,mc_v2_20260811_low/task_0004,24,low,Bastankhah_PorteAgel_2014,9249.349130661556,8679.517814073333,6.161,8669.41,6.27,4
