trial_id,run_id,seed,tier,lam,horizon_years,t_start_iso,t_end_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_committed,n_arrivals_attempted,n_new_farms_placed,n_turbines_total,delivered_mw_total,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_v2_20260811_low_000050,mc_v2_20260811_low/task_0010,50,low,0.5,25.0,2026-08-11T05:12:42.507,2026-08-11T05:17:37.843,0.01,8.71,0.02,286.59,295.34,13,16,7,1015,2136.2,9.283,7,0.1658
mc_v2_20260811_low_000051,mc_v2_20260811_low/task_0010,51,low,0.5,25.0,2026-08-11T05:17:37.849,2026-08-11T05:23:32.611,0.01,10.59,0.0,344.16,354.76,13,16,5,1405,5332.0,8.801,7,0.1516
mc_v2_20260811_low_000052,mc_v2_20260811_low/task_0010,52,low,0.5,25.0,2026-08-11T05:23:32.612,2026-08-11T05:28:03.822,0.01,6.43,0.0,264.78,271.21,13,12,4,1307,3007.0,9.106,7,0.1515
mc_v2_20260811_low_000053,mc_v2_20260811_low/task_0010,53,low,0.5,25.0,2026-08-11T05:28:03.823,2026-08-11T05:31:53.111,0.01,9.68,0.0,219.6,229.29,13,12,4,1256,4576.5,9.05,8,0.1538
mc_v2_20260811_low_000054,mc_v2_20260811_low/task_0010,54,low,0.5,25.0,2026-08-11T05:31:53.112,2026-08-11T05:35:40.879,0.01,9.74,0.0,218.02,227.77,13,16,4,1059,827.0,8.638,7,0.1521
