trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_medium_000005,mc_20260807_0627_medium/task_0001,5,Nygaard_TurboGaussian,14.7,3053.025111513983,3002.290158727983,1.662,2651.4628528885514,13.153
mc_20260807_0627_medium_000005,mc_20260807_0627_medium/task_0001,5,SuperGaussian,4.15,3103.5532849874317,3099.911723082862,0.117,2799.545169896379,9.795
mc_20260807_0627_medium_000006,mc_20260807_0627_medium/task_0001,6,Nygaard_TurboGaussian,15.35,3749.9470483488076,3691.6426853768708,1.555,3233.4923180838314,13.772
mc_20260807_0627_medium_000006,mc_20260807_0627_medium/task_0001,6,SuperGaussian,5.59,3798.47810407859,3794.212206528515,0.112,3391.573834442109,10.712
mc_20260807_0627_medium_000007,mc_20260807_0627_medium/task_0001,7,Nygaard_TurboGaussian,13.11,3327.603340328542,3266.9967804177886,1.821,2836.0074764462524,14.773
mc_20260807_0627_medium_000007,mc_20260807_0627_medium/task_0001,7,SuperGaussian,3.68,3378.34204085474,3373.8947012828407,0.132,2997.4725975373913,11.274
mc_20260807_0627_medium_000008,mc_20260807_0627_medium/task_0001,8,Nygaard_TurboGaussian,9.87,3021.6722788028183,2975.0774669248385,1.542,2575.886733783712,14.753
mc_20260807_0627_medium_000008,mc_20260807_0627_medium/task_0001,8,SuperGaussian,3.52,3069.3350289704017,3065.916882266639,0.111,2726.464879122207,11.171
mc_20260807_0627_medium_000009,mc_20260807_0627_medium/task_0001,9,Nygaard_TurboGaussian,12.5,3314.8415811345617,3256.430713581478,1.762,2958.418460523414,10.752
mc_20260807_0627_medium_000009,mc_20260807_0627_medium/task_0001,9,SuperGaussian,3.16,3363.9995728981103,3359.822537737593,0.124,3100.4459843202167,7.835
