trial_id,run_id,seed,tier,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Nygaard_TurboGaussian,0,0.0,12.158,12.158,0,8163.296982410244,7266.07661089266,7266.07661089266,10.991
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Nygaard_TurboGaussian,1,12.158,14.726,2.568,1,8163.296982410244,7266.07661089266,7266.07661089266,10.991
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Nygaard_TurboGaussian,2,14.726,14.864,0.138,2,8163.296982410244,7266.07661089266,7265.9695357488745,10.992
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Nygaard_TurboGaussian,3,14.864,20.41,5.545,3,8163.296982410244,7266.07661089266,7260.61514850907,11.058
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Nygaard_TurboGaussian,4,20.41,21.893,1.483,4,8163.296982410244,7266.07661089266,7256.352718669702,11.11
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Nygaard_TurboGaussian,5,21.893,22.388,0.495,5,8163.296982410244,7266.07661089266,7249.876184829626,11.189
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Nygaard_TurboGaussian,6,22.388,25.0,2.612,6,8163.296982410244,7266.07661089266,7247.159761056544,11.223
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,SuperGaussian,0,0.0,12.158,12.158,0,8461.507499009205,7650.259826903893,7650.259826903893,9.588
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,SuperGaussian,1,12.158,14.726,2.568,1,8461.507499009205,7650.259826903893,7650.257899967353,9.588
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,SuperGaussian,2,14.726,14.864,0.138,2,8461.507499009205,7650.259826903893,7650.140964963617,9.589
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,SuperGaussian,3,14.864,20.41,5.545,3,8461.507499009205,7650.259826903893,7641.859795617983,9.687
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,SuperGaussian,4,20.41,21.893,1.483,4,8461.507499009205,7650.259826903893,7640.50680906418,9.703
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,SuperGaussian,5,21.893,22.388,0.495,5,8461.507499009205,7650.259826903893,7632.721164086728,9.795
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,SuperGaussian,6,22.388,25.0,2.612,6,8461.507499009205,7650.259826903893,7630.3356546556315,9.823
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Bastankhah_PorteAgel_2014,0,0.0,12.158,12.158,0,8936.841186576923,8389.63424278067,8389.63424278067,6.123
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Bastankhah_PorteAgel_2014,1,12.158,14.726,2.568,1,8936.841186576923,8389.63424278067,8389.626095161191,6.123
mc_v2_20260811_low_000075,mc_v2_20260811_low/task_0015,75,low,Bastankhah_PorteAgel_2014,2,14.726,14.864,0.138,2,8936.841186576923,8389.63424278067,8389.3383020644,6.126
