trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_low_000035,mc_20260807_0627_low/task_0007,35,Nygaard_TurboGaussian,8.2,3155.122673892889,3091.672137341118,2.011,2695.0467047872758,14.582
mc_20260807_0627_low_000035,mc_20260807_0627_low/task_0007,35,SuperGaussian,2.73,3208.912780406658,3204.420639253378,0.14,2871.963192566751,10.5
mc_20260807_0627_low_000036,mc_20260807_0627_low/task_0007,36,Nygaard_TurboGaussian,9.57,3210.649726025416,3159.4659763045674,1.594,2852.7163935806275,11.148
mc_20260807_0627_low_000036,mc_20260807_0627_low/task_0007,36,SuperGaussian,3.5,3260.2660477120326,3256.5273876005904,0.115,2996.468976969372,8.091
mc_20260807_0627_low_000037,mc_20260807_0627_low/task_0007,37,Nygaard_TurboGaussian,5.63,3134.271398730084,3067.418477422104,2.133,2718.818628684495,13.255
mc_20260807_0627_low_000037,mc_20260807_0627_low/task_0007,37,SuperGaussian,2.4,3188.0440710221205,3183.342564477073,0.147,2900.2630398377505,9.027
mc_20260807_0627_low_000038,mc_20260807_0627_low/task_0007,38,Nygaard_TurboGaussian,6.63,3308.863441351129,3248.120756778001,1.836,2873.219791011415,13.166
mc_20260807_0627_low_000038,mc_20260807_0627_low/task_0007,38,SuperGaussian,2.56,3360.6399749793336,3356.192912591642,0.132,3041.652512785631,9.492
mc_20260807_0627_low_000039,mc_20260807_0627_low/task_0007,39,Nygaard_TurboGaussian,4.76,3362.8520691132635,3305.6937107998647,1.7,2984.8090494943663,11.242
mc_20260807_0627_low_000039,mc_20260807_0627_low/task_0007,39,SuperGaussian,2.43,3413.988447968456,3409.7465399860776,0.124,3137.9762304905,8.085
