trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_medium_000045,mc_v2_20260811_medium/task_0009,45,medium,Nygaard_TurboGaussian,7882.3868265309375,7003.484805161862,11.15,6958.5,11.721,12
mc_v2_20260811_medium_000045,mc_v2_20260811_medium/task_0009,45,medium,SuperGaussian,7983.3903203144855,7135.38367339933,10.622,7097.88,11.092,12
mc_v2_20260811_medium_000045,mc_v2_20260811_medium/task_0009,45,medium,Bastankhah_PorteAgel_2014,8318.69475247748,7766.170350087052,6.642,7744.36,6.904,12
mc_v2_20260811_medium_000046,mc_v2_20260811_medium/task_0009,46,medium,Nygaard_TurboGaussian,8093.5172880546825,7143.732996121671,11.735,7073.64,12.601,9
mc_v2_20260811_medium_000046,mc_v2_20260811_medium/task_0009,46,medium,SuperGaussian,8329.945164475419,7452.711050006955,10.531,7384.82,11.346,9
mc_v2_20260811_medium_000046,mc_v2_20260811_medium/task_0009,46,medium,Bastankhah_PorteAgel_2014,8764.915135722495,8193.53518224946,6.519,8157.28,6.933,9
mc_v2_20260811_medium_000047,mc_v2_20260811_medium/task_0009,47,medium,Nygaard_TurboGaussian,8084.459207706292,7211.580398347582,10.797,7143.81,11.635,6
mc_v2_20260811_medium_000047,mc_v2_20260811_medium/task_0009,47,medium,SuperGaussian,8319.650537533602,7513.844986311656,9.686,7455.03,10.392,6
mc_v2_20260811_medium_000047,mc_v2_20260811_medium/task_0009,47,medium,Bastankhah_PorteAgel_2014,8758.315778812508,8236.850057420339,5.954,8205.16,6.316,6
mc_v2_20260811_medium_000048,mc_v2_20260811_medium/task_0009,48,medium,Nygaard_TurboGaussian,8276.324914235822,7292.9545025697635,11.882,7258.63,12.296,7
mc_v2_20260811_medium_000048,mc_v2_20260811_medium/task_0009,48,medium,SuperGaussian,8378.809934900113,7511.579820545797,10.35,7481.64,10.708,7
mc_v2_20260811_medium_000048,mc_v2_20260811_medium/task_0009,48,medium,Bastankhah_PorteAgel_2014,8737.534432806393,8174.330901740799,6.446,8158.8,6.624,7
mc_v2_20260811_medium_000049,mc_v2_20260811_medium/task_0009,49,medium,Nygaard_TurboGaussian,8370.666722304839,7510.822997811247,10.272,7467.32,10.792,9
mc_v2_20260811_medium_000049,mc_v2_20260811_medium/task_0009,49,medium,SuperGaussian,8627.826246991022,7831.8548461746495,9.226,7796.61,9.634,9
mc_v2_20260811_medium_000049,mc_v2_20260811_medium/task_0009,49,medium,Bastankhah_PorteAgel_2014,9110.234850987297,8582.058568763377,5.798,8561.83,6.02,9
