trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_high_000080,mc_v2_20260811_high/task_0016,80,high,Nygaard_TurboGaussian,8007.244684065912,7177.726933653371,10.36,7164.87,10.52,9
mc_v2_20260811_high_000080,mc_v2_20260811_high/task_0016,80,high,SuperGaussian,8187.638556826817,7411.611247223149,9.478,7397.08,9.655,9
mc_v2_20260811_high_000080,mc_v2_20260811_high/task_0016,80,high,Bastankhah_PorteAgel_2014,8587.896217853298,8067.139121127885,6.064,8055.78,6.196,9
mc_v2_20260811_high_000081,mc_v2_20260811_high/task_0016,81,high,Nygaard_TurboGaussian,8474.742985433462,7435.751516325881,12.26,7366.98,13.071,21
mc_v2_20260811_high_000081,mc_v2_20260811_high/task_0016,81,high,SuperGaussian,8639.12766923005,7803.82356123848,9.669,7739.31,10.416,21
mc_v2_20260811_high_000081,mc_v2_20260811_high/task_0016,81,high,Bastankhah_PorteAgel_2014,9012.663983930022,8448.636481153786,6.258,8408.98,6.698,21
mc_v2_20260811_high_000082,mc_v2_20260811_high/task_0016,82,high,Nygaard_TurboGaussian,8333.255127152464,7334.352859656185,11.987,7290.29,12.516,12
mc_v2_20260811_high_000082,mc_v2_20260811_high/task_0016,82,high,SuperGaussian,8443.167368959832,7498.675866061148,11.186,7450.89,11.752,12
mc_v2_20260811_high_000082,mc_v2_20260811_high/task_0016,82,high,Bastankhah_PorteAgel_2014,8846.919315727817,8231.285024510013,6.959,8200.7,7.304,12
mc_v2_20260811_high_000083,mc_v2_20260811_high/task_0016,83,high,Nygaard_TurboGaussian,7585.875264061819,6730.852760198193,11.271,6700.25,11.675,11
mc_v2_20260811_high_000083,mc_v2_20260811_high/task_0016,83,high,SuperGaussian,7813.4105014094785,7037.644058814014,9.929,7012.04,10.256,11
mc_v2_20260811_high_000083,mc_v2_20260811_high/task_0016,83,high,Bastankhah_PorteAgel_2014,8225.520975985602,7716.036131796077,6.194,7699.81,6.391,11
mc_v2_20260811_high_000084,mc_v2_20260811_high/task_0016,84,high,Nygaard_TurboGaussian,7774.679629897822,7006.976360647973,9.874,6926.23,10.913,12
mc_v2_20260811_high_000084,mc_v2_20260811_high/task_0016,84,high,SuperGaussian,7934.004752844391,7206.552925239005,9.169,7135.73,10.061,12
mc_v2_20260811_high_000084,mc_v2_20260811_high/task_0016,84,high,Bastankhah_PorteAgel_2014,8286.511555222405,7805.579901056408,5.804,7767.73,6.261,12
