trial_id,run_id,seed,tier,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,0,0.0,0.198,0.198,0,8145.420535805562,7181.422344941348,7181.422344941348,11.835
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,1,0.198,4.839,4.641,1,8145.420535805562,7181.422344941348,7180.898030433478,11.841
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,2,4.839,7.885,3.047,2,8145.420535805562,7181.422344941348,7168.436807556491,11.994
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,3,7.885,8.709,0.823,3,8145.420535805562,7181.422344941348,7168.435845202121,11.994
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,4,8.709,10.185,1.476,4,8145.420535805562,7181.422344941348,7168.435844886821,11.994
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,5,10.185,12.921,2.737,5,8145.420535805562,7181.422344941348,7165.846127867453,12.026
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,6,12.921,14.5,1.579,6,8145.420535805562,7181.422344941348,7164.075646993084,12.048
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,7,14.5,15.268,0.768,7,8145.420535805562,7181.422344941348,7162.866657927049,12.063
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,8,15.268,19.337,4.068,8,8145.420535805562,7181.422344941348,7138.693584422268,12.359
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,9,19.337,22.32,2.984,9,8145.420535805562,7181.422344941348,7050.446131570026,13.443
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,10,22.32,24.212,1.891,10,8145.420535805562,7181.422344941348,7044.384176742722,13.517
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,11,24.212,25.0,0.788,11,8145.420535805562,7181.422344941348,7038.610844323957,13.588
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,0,0.0,0.198,0.198,0,8379.251044151993,7505.196712014207,7505.196712014207,10.431
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,1,0.198,4.839,4.641,1,8379.251044151993,7505.196712014207,7504.213867028764,10.443
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,2,4.839,7.885,3.047,2,8379.251044151993,7505.196712014207,7490.918585083312,10.602
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,3,7.885,8.709,0.823,3,8379.251044151993,7505.196712014207,7490.897180344512,10.602
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,4,8.709,10.185,1.476,4,8379.251044151993,7505.196712014207,7490.843425663448,10.602
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,5,10.185,12.921,2.737,5,8379.251044151993,7505.196712014207,7485.323085073277,10.668
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,6,12.921,14.5,1.579,6,8379.251044151993,7505.196712014207,7486.292367569232,10.657
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,7,14.5,15.268,0.768,7,8379.251044151993,7505.196712014207,7483.4066264507655,10.691
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,8,15.268,19.337,4.068,8,8379.251044151993,7505.196712014207,7461.797669687252,10.949
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,9,19.337,22.32,2.984,9,8379.251044151993,7505.196712014207,7384.832175768458,11.868
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,10,22.32,24.212,1.891,10,8379.251044151993,7505.196712014207,7379.4800988462885,11.932
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,11,24.212,25.0,0.788,11,8379.251044151993,7505.196712014207,7375.23554092652,11.982
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Bastankhah_PorteAgel_2014,0,0.0,0.198,0.198,0,8811.190534633863,8234.615066692742,8234.615066692742,6.544
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Bastankhah_PorteAgel_2014,1,0.198,4.839,4.641,1,8811.190534633863,8234.615066692742,8233.929205553937,6.551
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Bastankhah_PorteAgel_2014,2,4.839,7.885,3.047,2,8811.190534633863,8234.615066692742,8226.07968239818,6.641
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Bastankhah_PorteAgel_2014,3,7.885,8.709,0.823,3,8811.190534633863,8234.615066692742,8226.050119961577,6.641
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Bastankhah_PorteAgel_2014,4,8.709,10.185,1.476,4,8811.190534633863,8234.615066692742,8225.998034642042,6.641
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Bastankhah_PorteAgel_2014,5,10.185,12.921,2.737,5,8811.190534633863,8234.615066692742,8222.836044895124,6.677
