trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Nygaard_TurboGaussian,8145.420535805562,7181.422344941348,11.835,7137.72,12.371,12
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,SuperGaussian,8379.251044151993,7505.196712014207,10.431,7462.88,10.936,12
mc_v2_20260811_high_000085,mc_v2_20260811_high/task_0017,85,high,Bastankhah_PorteAgel_2014,8811.190534633863,8234.615066692742,6.544,8210.54,6.817,12
mc_v2_20260811_high_000086,mc_v2_20260811_high/task_0017,86,high,Nygaard_TurboGaussian,7626.147450985024,6779.0061946451,11.108,6722.84,11.845,17
mc_v2_20260811_high_000086,mc_v2_20260811_high/task_0017,86,high,SuperGaussian,7727.17382494682,6920.220360627147,10.443,6868.33,11.115,17
mc_v2_20260811_high_000086,mc_v2_20260811_high/task_0017,86,high,Bastankhah_PorteAgel_2014,8069.673197963054,7535.345697642834,6.621,7502.22,7.032,17
mc_v2_20260811_high_000087,mc_v2_20260811_high/task_0017,87,high,Nygaard_TurboGaussian,7667.215594751871,6654.111598376682,13.213,6618.05,13.684,11
mc_v2_20260811_high_000087,mc_v2_20260811_high/task_0017,87,high,SuperGaussian,7841.76888894963,7007.333862129621,10.641,6975.31,11.049,11
mc_v2_20260811_high_000087,mc_v2_20260811_high/task_0017,87,high,Bastankhah_PorteAgel_2014,8226.457889359475,7645.692533250344,7.06,7627.3,7.283,11
mc_v2_20260811_high_000088,mc_v2_20260811_high/task_0017,88,high,Nygaard_TurboGaussian,7967.825510500621,7102.980006759914,10.854,7066.17,11.316,19
mc_v2_20260811_high_000088,mc_v2_20260811_high/task_0017,88,high,SuperGaussian,8267.32043174209,7464.637522871854,9.709,7435.35,10.063,19
mc_v2_20260811_high_000088,mc_v2_20260811_high/task_0017,88,high,Bastankhah_PorteAgel_2014,8747.392395612544,8203.817223885357,6.214,8185.14,6.428,19
mc_v2_20260811_high_000089,mc_v2_20260811_high/task_0017,89,high,Nygaard_TurboGaussian,7841.236757852843,6952.076669964047,11.34,6942.21,11.465,15
mc_v2_20260811_high_000089,mc_v2_20260811_high/task_0017,89,high,SuperGaussian,8076.614487580957,7242.242685710737,10.331,7233.99,10.433,15
mc_v2_20260811_high_000089,mc_v2_20260811_high/task_0017,89,high,Bastankhah_PorteAgel_2014,8506.188464007635,7954.2351896792425,6.489,7946.44,6.58,15
