trial_id,run_id,seed,tier,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,0,0.0,0.103,0.103,0,7855.545370514629,7007.020737631134,7007.020737631134,10.802
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,1,0.103,0.612,0.51,1,7855.545370514629,7007.020737631134,7006.118179403742,10.813
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,2,0.612,1.844,1.232,2,7855.545370514629,7007.020737631134,7003.62422683685,10.845
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,3,1.844,4.623,2.779,3,7855.545370514629,7007.020737631134,6999.136790456606,10.902
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,4,4.623,5.093,0.47,4,7855.545370514629,7007.020737631134,6998.755922974225,10.907
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,5,5.093,7.048,1.954,5,7855.545370514629,7007.020737631134,6997.039248575576,10.929
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,6,7.048,7.216,0.168,6,7855.545370514629,7007.020737631134,6994.337154845321,10.963
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,7,7.216,10.131,2.915,7,7855.545370514629,7007.020737631134,6994.205545777848,10.965
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,8,10.131,12.275,2.144,8,7855.545370514629,7007.020737631134,6994.205545777848,10.965
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,9,12.275,12.516,0.241,9,7855.545370514629,7007.020737631134,6993.664144359107,10.972
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,10,12.516,12.943,0.428,10,7855.545370514629,7007.020737631134,6991.456606073908,11.0
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,11,12.943,13.927,0.983,11,7855.545370514629,7007.020737631134,6991.377581099803,11.001
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,12,13.927,15.907,1.981,12,7855.545370514629,7007.020737631134,6981.315947970763,11.129
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,13,15.907,16.49,0.583,13,7855.545370514629,7007.020737631134,6966.484677932827,11.318
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,14,16.49,19.635,3.146,14,7855.545370514629,7007.020737631134,6963.4160411955745,11.357
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,15,19.635,20.263,0.628,15,7855.545370514629,7007.020737631134,6963.152736681063,11.36
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,16,20.263,24.306,4.043,16,7855.545370514629,7007.020737631134,6963.152736681063,11.36
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,Nygaard_TurboGaussian,17,24.306,25.0,0.694,17,7855.545370514629,7007.020737631134,6962.643540005105,11.367
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,0,0.0,0.103,0.103,0,7956.668401903604,7137.860409770216,7137.860409770216,10.291
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,1,0.103,0.612,0.51,1,7956.668401903604,7137.860409770216,7138.856382622133,10.278
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,2,0.612,1.844,1.232,2,7956.668401903604,7137.860409770216,7138.252385995813,10.286
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,3,1.844,4.623,2.779,3,7956.668401903604,7137.860409770216,7131.788823967984,10.367
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,4,4.623,5.093,0.47,4,7956.668401903604,7137.860409770216,7130.770922031739,10.38
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,5,5.093,7.048,1.954,5,7956.668401903604,7137.860409770216,7127.842779202303,10.417
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,6,7.048,7.216,0.168,6,7956.668401903604,7137.860409770216,7125.55776104444,10.445
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,7,7.216,10.131,2.915,7,7956.668401903604,7137.860409770216,7125.356868712533,10.448
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,8,10.131,12.275,2.144,8,7956.668401903604,7137.860409770216,7125.356868712533,10.448
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,9,12.275,12.516,0.241,9,7956.668401903604,7137.860409770216,7125.010665755348,10.452
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,10,12.516,12.943,0.428,10,7956.668401903604,7137.860409770216,7123.287913700057,10.474
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,11,12.943,13.927,0.983,11,7956.668401903604,7137.860409770216,7117.577871817934,10.546
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,12,13.927,15.907,1.981,12,7956.668401903604,7137.860409770216,7109.591845599655,10.646
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,SuperGaussian,13,15.907,16.49,0.583,13,7956.668401903604,7137.860409770216,7100.01933510553,10.766
