trial_id,run_id,seed,tier,lam,horizon_years,t_start_iso,t_end_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_committed,n_arrivals_attempted,n_new_farms_placed,n_turbines_total,delivered_mw_total,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_v2_20260811_high_000070,mc_v2_20260811_high/task_0014,70,high,2.0,25.0,2026-08-11T06:06:32.470,2026-08-11T06:22:35.064,0.01,27.69,0.02,934.87,962.59,13,52,17,1305,6230.8,8.963,7,0.1585
mc_v2_20260811_high_000071,mc_v2_20260811_high/task_0014,71,high,2.0,25.0,2026-08-11T06:22:35.069,2026-08-11T06:33:29.267,0.01,25.58,0.0,628.61,654.2,13,45,13,1389,6472.5,9.153,7,0.158
mc_v2_20260811_high_000072,mc_v2_20260811_high/task_0014,72,high,2.0,25.0,2026-08-11T06:33:29.269,2026-08-11T06:49:59.206,0.01,35.54,0.0,954.39,989.94,13,56,15,1650,9915.0,9.188,8,0.1351
mc_v2_20260811_high_000073,mc_v2_20260811_high/task_0014,73,high,2.0,25.0,2026-08-11T06:49:59.217,2026-08-11T07:06:29.981,0.04,33.88,0.0,956.84,990.76,13,53,18,1512,8549.5,9.188,7,0.1339
mc_v2_20260811_high_000074,mc_v2_20260811_high/task_0014,74,high,2.0,25.0,2026-08-11T07:06:29.982,2026-08-11T07:17:41.965,0.01,25.49,0.0,646.49,671.98,13,39,11,1473,6748.2,9.039,8,0.1445
