eval,time_s,iter,obj,aep,rms_viol,x,y,label
1,0.0,0,-481.7883972212651,481.7883972212651,5.38429972148999,1982.872;2549.332;1047.257;1838.979;3214.609;3226.655;452.107;746.074;185.282;1586.915;107.554;1644.600;2336.919;1002.554;2434.518;2127.106;86.335;2011.875;933.309;1494.364;1020.690;2495.297;1585.633;564.724;1960.736;2809.133;1102.909;799.048;1396.697;3370.981;3513.584;2420.581;3250.203;3044.703;1360.779;331.981;2352.279;2008.227;1301.633;810.196;1463.472;1688.185;969.248;1050.454;1647.671;3097.922;2110.510;1020.556;1000.719;1636.639;739.477;724.963;1850.526;314.026;1740.908;1303.834;2547.672;2688.286;2487.935;2481.049;1344.960;2405.285;1223.455;2062.058;1172.906;1602.522;221.504;873.632;3497.769;830.103;2489.319;2341.717;2606.181;1710.319;2147.990;241.090;261.224;716.314;546.700;360.376;465.458;1991.800;676.133;3427.564;2453.802;1947.671;2545.850;949.992;3336.212;3021.095;2614.750;1728.864;3031.571;2681.108;2377.173;3290.311;2281.196;1317.386;1990.240;706.970,691.460;2612.411;2825.772;3499.554;3063.497;1956.940;323.247;1759.944;3340.571;2835.426;1746.339;1639.006;784.749;637.968;265.045;3212.615;2304.636;515.996;1490.857;176.792;753.744;2630.549;2344.042;1724.322;989.210;2348.003;3443.218;1567.874;252.477;207.833;298.336;3454.946;1946.739;3014.865;612.121;937.242;2491.119;3224.053;1226.479;232.824;3110.831;1047.141;2667.897;568.921;2501.868;3029.111;2617.747;1292.787;2616.083;502.082;1129.749;1510.498;3157.963;553.465;3168.449;2876.272;3497.847;1323.731;737.783;866.053;2980.306;3474.821;2515.716;1736.989;1033.379;3001.276;3139.846;331.674;777.418;2994.340;3053.894;1132.751;1005.461;1550.934;1942.007;344.041;3012.884;1925.046;2789.884;831.011;3475.056;2703.698;1235.138;3414.700;2521.842;3026.020;163.790;200.310;2673.854;1096.871;1860.424;562.545;3520.629;1809.904;2984.404;266.536;1724.096;224.206;3183.269;1604.917,init
19,232.61333680152893,18,-558.8215040131436,558.8215040131436,0.0,2183.107;3555.678;438.157;1911.744;3600.000;3433.115;0.000;841.040;0.000;1298.237;205.343;1683.583;2466.166;744.445;2969.806;2428.193;6.339;3115.665;720.846;2770.464;260.424;2956.836;1539.771;0.000;2314.709;3243.057;1177.718;1232.976;1305.758;3600.000;3600.000;3117.531;3600.000;3600.000;927.024;0.000;2882.094;2206.728;1623.121;366.453;1479.688;2006.153;754.960;461.279;1513.932;3586.044;2226.275;1096.925;749.226;1805.863;587.052;0.000;2139.129;0.000;1934.744;1082.414;2879.045;3033.119;3187.069;2666.657;932.305;2691.954;1139.469;2044.613;1052.977;1588.037;4.268;0.000;3600.000;606.794;3319.297;2269.395;2581.279;1687.257;2030.576;0.000;6.474;996.351;0.000;0.000;496.296;1973.398;492.183;3600.000;2500.913;1620.872;3349.510;632.965;3600.000;3600.000;3084.999;2502.247;3207.491;3590.010;2570.127;3339.762;2323.546;977.025;1878.505;401.645,305.251;2256.465;2876.033;3600.000;3348.466;1799.743;434.801;1681.492;3600.000;2637.956;2309.823;1272.869;555.013;695.041;247.828;3170.468;2521.006;0.000;1228.987;0.000;1073.370;2554.183;1446.530;2112.227;0.000;2113.282;3600.000;1516.106;0.000;0.000;328.022;3140.302;1355.790;2804.514;186.077;1572.383;1893.146;3600.000;500.894;0.000;3600.000;0.000;2570.438;350.067;2289.196;3036.687;1969.015;882.834;3033.887;0.000;1423.059;1827.282;2759.175;816.556;3204.076;3094.095;3600.000;1079.978;671.016;785.994;3600.000;3600.000;1937.736;712.055;473.182;2974.802;3314.676;616.696;686.380;3320.880;2582.625;1038.629;1160.000;1029.822;1444.872;0.000;3005.981;2211.648;2767.057;1220.830;3600.000;2085.698;1770.322;3600.000;2269.384;2023.734;0.000;0.000;2031.834;1102.045;1635.166;0.000;3600.000;1555.403;2855.114;340.305;1513.926;0.000;2510.926;2050.228,end
