Wind_Direction,Wind_Speed,Wave_Height,Surge,Sway,Heave,Pitch,Yaw,Roll
0,2,18,13.626855407238006,-0.7383416437804698,-0.20032992879321138,2.7344061632752417,-0.15336416249908508,0.29440000458806753
0,2,19,13.43863570189476,-0.8012019369900226,-0.18054612419811747,2.6971909844875337,-0.1812216546908021,0.30837096901237965
0,2,20,13.311053955554963,-0.8682821498215199,-0.161446054930213,2.6720409566760064,-0.22981462172046305,0.32299508751928807
0,2,21,13.253001849174499,-0.9307859480977059,-0.14347119093453875,2.658351142048836,-0.3035811129808426,0.33541768889129164
0,2,22,13.214318932294846,-0.9885552708506584,-0.12627794960563551,2.648456809937954,-0.369699706800282,0.3461452053152025
0,2,23,13.218566676139831,-1.046935853600502,-0.11024744870250652,2.6453779839277267,-0.4170580584779382,0.3573465144708753
0,2,24,6.719076856970787,-0.007520727725932375,-0.15847350400872529,0.4962514052167535,0.019613700031186454,0.01522291626315564
0,3,4,4.193910289287567,-0.017073566811760543,-0.013252268806656843,0.790141248986125,0.004270514920433584,0.010768732751253424
0,3,5,5.789836675405502,-0.04493574536597589,-0.03388114342662473,1.133395182415843,0.009635665257439769,0.025895843923446876
0,3,6,7.540908945202827,-0.07627781520038843,-0.06414440162197525,1.534018099218607,0.015204037771484309,0.046075342276599256
0,3,7,9.449279356718064,-0.11743459604494273,-0.10168482010701654,1.983305544346571,0.020748556817241477,0.06968559046275914
0,3,8,11.610811820745468,-0.15407782713137566,-0.15464180602598934,2.4924991497993467,0.024253040172392503,0.09733558409102261
0,3,9,14.526319741010665,-0.1933721367791295,-0.23557983065582813,3.126509748220444,0.026086828196421264,0.12136991761811078
0,3,10,17.77266980075836,-0.21563803201168777,-0.3297372980415821,3.8287468025684355,0.020210918987635523,0.1445661844164133
0,3,11,21.010647274017334,-0.2539824530519545,-0.4464404119700193,4.534187255144119,0.007207161229721351,0.17109780915826558
0,3,12,20.303877831935882,-0.3361248790472746,-0.47201818954944613,4.858967083454132,-0.004140045740403252,0.20532353274896742
0,3,13,17.551920619726182,-0.4342395752221346,-0.35981425806507467,4.010711398482322,-0.03006896016610699,0.2340555182993412
0,3,14,16.37390684247017,-0.49063676404207945,-0.31286140927672385,3.5360569187402726,-0.05813010622514412,0.25011741784587505
0,3,15,15.27524516749382,-0.5553620761632919,-0.2739414274515584,3.1944579164981843,-0.08387192349787802,0.26180326367542145
0,3,16,14.485884149312973,-0.6210870104655624,-0.24481343121707413,2.958024030685425,-0.10808376933448016,0.2722471187412739
0,3,17,13.93069687461853,-0.6797867076694966,-0.2197377173744426,2.808024729669094,-0.13117596086487174,0.2827734509631991
0,3,18,13.608060141563415,-0.7374971405267715,-0.19807376045092634,2.734287525892258,-0.15411803541146218,0.2943270282112062
0,3,19,13.41581534910202,-0.8007909307777882,-0.178415570617286,2.696451426267624,-0.18199555727094413,0.30828337724879384
0,3,20,13.289552338123322,-0.8679415267705918,-0.15950283822230632,2.6708765347003935,-0.23071945318952203,0.32279220528155567
0,3,21,13.228328063726424,-0.9299872839897871,-0.14161054850295476,2.6568461678028106,-0.3046303240284324,0.3352727164253593
0,3,22,13.191367878198623,-0.9869875762462615,-0.12461959889208266,2.646747063577175,-0.3701955074742436,0.34582601649314165
