trial_id,run_id,seed,tier,lam,horizon_years,t_start_iso,t_end_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_committed,n_arrivals_attempted,n_new_farms_placed,n_turbines_total,delivered_mw_total,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_v2_20260811_high_000045,mc_v2_20260811_high/task_0009,45,high,2.0,25.0,2026-08-11T05:50:55.797,2026-08-11T06:04:15.198,0.01,41.42,0.03,757.94,799.4,13,62,12,1518,8062.2,8.92,7,0.1545
mc_v2_20260811_high_000046,mc_v2_20260811_high/task_0009,46,high,2.0,25.0,2026-08-11T06:04:15.202,2026-08-11T06:28:03.176,0.01,33.8,0.0,1394.16,1427.97,13,59,19,1679,9162.5,9.139,9,0.1336
mc_v2_20260811_high_000047,mc_v2_20260811_high/task_0009,47,high,2.0,25.0,2026-08-11T06:28:03.187,2026-08-11T07:06:20.471,0.03,28.7,0.0,2268.55,2297.28,13,50,24,2038,13741.5,9.18,8,0.1294
mc_v2_20260811_high_000048,mc_v2_20260811_high/task_0009,48,high,2.0,25.0,2026-08-11T07:06:20.486,2026-08-11T07:19:01.806,0.04,35.79,0.01,725.48,761.32,13,51,14,1406,6633.5,9.205,7,0.1486
mc_v2_20260811_high_000049,mc_v2_20260811_high/task_0009,49,high,2.0,25.0,2026-08-11T07:19:01.817,2026-08-11T07:34:36.409,0.04,33.46,0.0,901.08,934.59,13,60,20,1582,9609.0,9.368,7,0.1492
