trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_medium_000090,mc_20260807_0627_medium/task_0018,90,Nygaard_TurboGaussian,10.07,3372.29265884437,3308.4429586062843,1.893,2925.2694723212117,13.256
mc_20260807_0627_medium_000090,mc_20260807_0627_medium/task_0018,90,SuperGaussian,3.68,3423.3348215361475,3418.6566519776525,0.137,3083.941136485635,9.914
mc_20260807_0627_medium_000091,mc_20260807_0627_medium/task_0018,91,Nygaard_TurboGaussian,10.17,3387.3373626523007,3326.0277724573616,1.81,2943.716955157329,13.096
mc_20260807_0627_medium_000091,mc_20260807_0627_medium/task_0018,91,SuperGaussian,3.85,3438.204250325545,3433.785126288004,0.129,3109.1312161858905,9.571
mc_20260807_0627_medium_000092,mc_20260807_0627_medium/task_0018,92,Nygaard_TurboGaussian,11.22,3055.4967855932355,3013.0707120201128,1.389,2716.279233939973,11.102
mc_20260807_0627_medium_000092,mc_20260807_0627_medium/task_0018,92,SuperGaussian,2.79,3103.520804246461,3100.4853953237125,0.098,2841.7828731443215,8.434
mc_20260807_0627_medium_000093,mc_20260807_0627_medium/task_0018,93,Nygaard_TurboGaussian,25.25,3132.0463371521364,3070.3734292271206,1.969,2656.415455359872,15.186
mc_20260807_0627_medium_000093,mc_20260807_0627_medium/task_0018,93,SuperGaussian,5.52,3183.9329176845104,3179.4066599272523,0.142,2801.08579148,12.024
mc_20260807_0627_medium_000094,mc_20260807_0627_medium/task_0018,94,Nygaard_TurboGaussian,24.02,3420.974142706742,3351.7402184550933,2.024,2942.0595502076835,13.999
mc_20260807_0627_medium_000094,mc_20260807_0627_medium/task_0018,94,SuperGaussian,5.7,3474.6945444603107,3469.74356447043,0.142,3106.871180188511,10.586
