trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_medium_000080,mc_20260807_0627_medium/task_0016,80,Nygaard_TurboGaussian,13.75,3314.2098080915707,3257.1766224824323,1.721,2846.5205383610764,14.112
mc_20260807_0627_medium_000080,mc_20260807_0627_medium/task_0016,80,SuperGaussian,5.45,3367.846444124601,3363.7375331049866,0.122,2979.8643683821556,11.52
mc_20260807_0627_medium_000081,mc_20260807_0627_medium/task_0016,81,Nygaard_TurboGaussian,6.7,3497.907225410885,3437.2676214671346,1.734,3086.6087560471206,11.758
mc_20260807_0627_medium_000081,mc_20260807_0627_medium/task_0016,81,SuperGaussian,2.46,3547.6952843567183,3543.2474243557635,0.125,3242.7359519326283,8.596
mc_20260807_0627_medium_000082,mc_20260807_0627_medium/task_0016,82,Nygaard_TurboGaussian,11.97,3347.672210211841,3263.979510387526,2.5,2912.2031578843043,13.008
mc_20260807_0627_medium_000082,mc_20260807_0627_medium/task_0016,82,SuperGaussian,2.74,3407.69436400669,3401.6961451990396,0.176,3096.207068524938,9.141
mc_20260807_0627_medium_000083,mc_20260807_0627_medium/task_0016,83,Nygaard_TurboGaussian,19.83,3071.2101010254974,3020.9085484071475,1.638,2644.6422349810787,13.889
mc_20260807_0627_medium_000083,mc_20260807_0627_medium/task_0016,83,SuperGaussian,5.54,3121.4899097109283,3117.857452218803,0.116,2788.66232207769,10.662
mc_20260807_0627_medium_000084,mc_20260807_0627_medium/task_0016,84,Nygaard_TurboGaussian,6.87,3210.0034018959786,3161.23203635602,1.519,2854.8944183927406,11.063
mc_20260807_0627_medium_000084,mc_20260807_0627_medium/task_0016,84,SuperGaussian,2.63,3256.893580385972,3253.343430779545,0.109,2994.126628716362,8.068
