trial_id,run_id,seed,tier,wake_model,segment_idx,start_year,end_year,duration_years,n_active_new_farms,isolated_aep_gwh,real_neighbors_aep_gwh,full_cluster_aep_gwh,full_cluster_loss_pct
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,0,0.0,0.352,0.352,0,7949.870288115327,7146.413403907141,7146.413403907141,10.107
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,1,0.352,1.564,1.211,1,7949.870288115327,7146.413403907141,7146.100442199044,10.11
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,2,1.564,3.842,2.278,2,7949.870288115327,7146.413403907141,7146.100440469058,10.11
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,3,3.842,6.41,2.568,3,7949.870288115327,7146.413403907141,7130.399282711509,10.308
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,4,6.41,9.546,3.135,4,7949.870288115327,7146.413403907141,7079.722449857519,10.945
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,5,9.546,11.003,1.457,5,7949.870288115327,7146.413403907141,7079.131586457627,10.953
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,6,11.003,13.886,2.883,6,7949.870288115327,7146.413403907141,7078.158181726595,10.965
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,7,13.886,14.704,0.818,7,7949.870288115327,7146.413403907141,7061.7485144831935,11.172
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,8,14.704,18.569,3.865,8,7949.870288115327,7146.413403907141,7061.629291751163,11.173
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,9,18.569,19.075,0.505,9,7949.870288115327,7146.413403907141,7060.004735464832,11.193
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,10,19.075,23.962,4.887,10,7949.870288115327,7146.413403907141,7056.0696054003,11.243
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,Nygaard_TurboGaussian,11,23.962,25.0,1.038,11,7949.870288115327,7146.413403907141,7056.0696054003,11.243
mc_v2_20260811_medium_000140,mc_v2_20260811_medium/task_0028,140,medium,SuperGaussian,0,0.0,0.352,0.352,0,8052.213605413466,7255.167933711236,7255.167933711236,9.898
