trial_id,run_id,seed,tier,lam,horizon_years,t_start_iso,t_end_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_committed,n_arrivals_attempted,n_new_farms_placed,n_turbines_total,delivered_mw_total,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_v2_20260811_medium_000035,mc_v2_20260811_medium/task_0007,35,medium,1.0,25.0,2026-08-11T05:27:19.210,2026-08-11T05:33:03.789,0.01,18.5,0.03,326.04,344.58,13,27,7,1253,4320.0,8.98,7,0.1523
mc_v2_20260811_medium_000036,mc_v2_20260811_medium/task_0007,36,medium,1.0,25.0,2026-08-11T05:33:03.796,2026-08-11T05:36:30.882,0.01,10.92,0.0,196.16,207.09,13,18,3,1164,489.0,9.045,7,0.1574
mc_v2_20260811_medium_000037,mc_v2_20260811_medium/task_0007,37,medium,1.0,25.0,2026-08-11T05:36:30.883,2026-08-11T05:42:36.372,0.01,20.85,0.0,344.64,365.49,13,30,7,1187,3559.2,8.846,7,0.1588
mc_v2_20260811_medium_000038,mc_v2_20260811_medium/task_0007,38,medium,1.0,25.0,2026-08-11T05:42:36.373,2026-08-11T05:52:45.747,0.01,17.63,0.0,591.74,609.37,13,26,9,1464,6189.0,9.111,7,0.1688
mc_v2_20260811_medium_000039,mc_v2_20260811_medium/task_0007,39,medium,1.0,25.0,2026-08-11T05:52:45.748,2026-08-11T06:03:46.888,0.01,17.53,0.0,643.6,661.14,13,23,10,1332,3868.2,9.279,7,0.1399
