trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_low_000095,mc_v2_20260811_low/task_0019,95,low,Nygaard_TurboGaussian,7963.731430310871,7013.645091260139,11.93,7003.25,12.061,7
mc_v2_20260811_low_000095,mc_v2_20260811_low/task_0019,95,low,SuperGaussian,8264.511059246859,7369.816320336674,10.826,7361.4,10.928,7
mc_v2_20260811_low_000095,mc_v2_20260811_low/task_0019,95,low,Bastankhah_PorteAgel_2014,8738.234780735658,8142.3208871204,6.82,8136.15,6.89,7
mc_v2_20260811_low_000096,mc_v2_20260811_low/task_0019,96,low,Nygaard_TurboGaussian,8521.381734061099,7676.593273072511,9.914,7643.79,10.299,7
mc_v2_20260811_low_000096,mc_v2_20260811_low/task_0019,96,low,SuperGaussian,8754.790213819457,7972.171005414973,8.939,7943.74,9.264,7
mc_v2_20260811_low_000096,mc_v2_20260811_low/task_0019,96,low,Bastankhah_PorteAgel_2014,9191.73440907723,8683.467424615123,5.53,8667.75,5.701,7
mc_v2_20260811_low_000097,mc_v2_20260811_low/task_0019,97,low,Nygaard_TurboGaussian,8139.355424201135,7203.941858573986,11.492,7147.05,12.191,6
mc_v2_20260811_low_000097,mc_v2_20260811_low/task_0019,97,low,SuperGaussian,8386.908422193945,7571.167608071735,9.726,7515.96,10.385,6
mc_v2_20260811_low_000097,mc_v2_20260811_low/task_0019,97,low,Bastankhah_PorteAgel_2014,8846.218916795657,8291.626344520686,6.269,8245.79,6.787,6
mc_v2_20260811_low_000098,mc_v2_20260811_low/task_0019,98,low,Nygaard_TurboGaussian,7501.391918558011,6728.416919178866,10.304,6726.35,10.332,7
mc_v2_20260811_low_000098,mc_v2_20260811_low/task_0019,98,low,SuperGaussian,7602.689578224902,6851.114724928329,9.886,6848.23,9.924,7
mc_v2_20260811_low_000098,mc_v2_20260811_low/task_0019,98,low,Bastankhah_PorteAgel_2014,7944.4720543368485,7436.717759356863,6.391,7435.24,6.41,7
mc_v2_20260811_low_000099,mc_v2_20260811_low/task_0019,99,low,Nygaard_TurboGaussian,7493.1368983166685,6514.08313011819,13.066,6496.24,13.304,10
mc_v2_20260811_low_000099,mc_v2_20260811_low/task_0019,99,low,SuperGaussian,7665.694002071895,6853.301949817855,10.598,6839.23,10.781,10
mc_v2_20260811_low_000099,mc_v2_20260811_low/task_0019,99,low,Bastankhah_PorteAgel_2014,8039.287917338961,7469.504940260349,7.087,7460.67,7.197,10
