trial_id,run_id,seed,tier,lam,horizon_years,t_start_iso,t_end_iso,dt_climate_s,dt_layout_s,dt_bridge_s,dt_aep_total_s,dt_total_s,n_farms_committed,n_arrivals_attempted,n_new_farms_placed,n_turbines_total,delivered_mw_total,climate_mean_speed,climate_dominant_sector,climate_dominant_sector_freq
mc_v2_20260811_medium_000100,mc_v2_20260811_medium/task_0020,100,medium,1.0,25.0,2026-08-11T05:32:57.246,2026-08-11T05:40:03.063,0.01,19.01,0.02,406.77,425.82,13,24,8,1234,4210.2,8.958,7,0.1409
mc_v2_20260811_medium_000101,mc_v2_20260811_medium/task_0020,101,medium,1.0,25.0,2026-08-11T05:40:03.067,2026-08-11T05:44:54.459,0.01,13.41,0.0,277.97,291.39,13,20,8,1144,4688.0,8.744,8,0.1573
mc_v2_20260811_medium_000102,mc_v2_20260811_medium/task_0020,102,medium,1.0,25.0,2026-08-11T05:44:54.460,2026-08-11T05:47:26.869,0.01,14.62,0.0,137.78,152.41,13,21,4,977,580.0,9.609,7,0.1347
mc_v2_20260811_medium_000103,mc_v2_20260811_medium/task_0020,103,medium,1.0,25.0,2026-08-11T05:47:26.870,2026-08-11T06:04:20.824,0.01,11.8,0.0,1002.15,1013.95,13,29,14,1623,9187.0,8.958,8,0.1515
mc_v2_20260811_medium_000104,mc_v2_20260811_medium/task_0020,104,medium,1.0,25.0,2026-08-11T06:04:20.832,2026-08-11T06:08:12.383,0.03,23.49,0.0,208.03,231.55,13,23,3,1104,1107.0,9.372,7,0.1687
