trial_id,run_id,seed,tier,wake_model,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,time_weighted_aep_gwh,time_weighted_loss_pct,n_segments
mc_v2_20260811_medium_000135,mc_v2_20260811_medium/task_0027,135,medium,Nygaard_TurboGaussian,8571.498624274987,7695.120762466235,10.224,7687.61,10.312,7
mc_v2_20260811_medium_000135,mc_v2_20260811_medium/task_0027,135,medium,SuperGaussian,8669.728344275445,7817.369632557369,9.831,7813.93,9.871,7
mc_v2_20260811_medium_000135,mc_v2_20260811_medium/task_0027,135,medium,Bastankhah_PorteAgel_2014,9040.075605051641,8490.524957638037,6.079,8488.09,6.106,7
mc_v2_20260811_medium_000136,mc_v2_20260811_medium/task_0027,136,medium,Nygaard_TurboGaussian,7408.91495970816,6476.389834847255,12.587,6468.96,12.687,7
mc_v2_20260811_medium_000136,mc_v2_20260811_medium/task_0027,136,medium,SuperGaussian,7692.2513252013405,6823.706971920967,11.291,6814.31,11.413,7
mc_v2_20260811_medium_000136,mc_v2_20260811_medium/task_0027,136,medium,Bastankhah_PorteAgel_2014,8141.44476066287,7561.328791416611,7.125,7557.03,7.178,7
mc_v2_20260811_medium_000137,mc_v2_20260811_medium/task_0027,137,medium,Nygaard_TurboGaussian,7560.969752967087,6743.402722098209,10.813,6706.41,11.302,9
mc_v2_20260811_medium_000137,mc_v2_20260811_medium/task_0027,137,medium,SuperGaussian,7726.651572293806,6949.3385669627405,10.06,6916.45,10.486,9
mc_v2_20260811_medium_000137,mc_v2_20260811_medium/task_0027,137,medium,Bastankhah_PorteAgel_2014,8087.609015622247,7573.97674138503,6.351,7556.01,6.573,9
mc_v2_20260811_medium_000138,mc_v2_20260811_medium/task_0027,138,medium,Nygaard_TurboGaussian,7866.952601952231,7047.82618774145,10.412,7033.41,10.595,8
mc_v2_20260811_medium_000138,mc_v2_20260811_medium/task_0027,138,medium,SuperGaussian,8149.645029559155,7331.699299767088,10.037,7319.62,10.185,8
mc_v2_20260811_medium_000138,mc_v2_20260811_medium/task_0027,138,medium,Bastankhah_PorteAgel_2014,8602.967860948995,8055.35736768833,6.365,8047.49,6.457,8
mc_v2_20260811_medium_000139,mc_v2_20260811_medium/task_0027,139,medium,Nygaard_TurboGaussian,7424.069123021264,6556.785870994758,11.682,6495.75,12.504,7
mc_v2_20260811_medium_000139,mc_v2_20260811_medium/task_0027,139,medium,SuperGaussian,7531.563947805214,6771.780108232133,10.088,6718.62,10.794,7
mc_v2_20260811_medium_000139,mc_v2_20260811_medium/task_0027,139,medium,Bastankhah_PorteAgel_2014,7878.071513793383,7371.057960370736,6.436,7345.24,6.763,7
