trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_high_000055,mc_20260807_0627_high/task_0011,55,Nygaard_TurboGaussian,9.97,2930.3102030033356,2876.878098750301,1.823,2482.7728979054154,15.273
mc_20260807_0627_high_000055,mc_20260807_0627_high/task_0011,55,SuperGaussian,3.12,2979.194207313675,2975.3631966715293,0.129,2622.8568095126207,11.961
mc_20260807_0627_high_000056,mc_20260807_0627_high/task_0011,56,Nygaard_TurboGaussian,17.62,3240.7659439708564,3189.8801674451306,1.57,2781.22160393978,14.18
mc_20260807_0627_high_000056,mc_20260807_0627_high/task_0011,56,SuperGaussian,4.06,3290.8674693849725,3287.0877423063857,0.115,2932.9247262592235,10.877
mc_20260807_0627_high_000057,mc_20260807_0627_high/task_0011,57,Nygaard_TurboGaussian,22.62,3144.969876024169,3074.658039762389,2.236,2652.2710177179747,15.666
mc_20260807_0627_high_000057,mc_20260807_0627_high/task_0011,57,SuperGaussian,5.54,3201.5480434038845,3196.5813570223895,0.155,2820.7634385846045,11.894
mc_20260807_0627_high_000058,mc_20260807_0627_high/task_0011,58,Nygaard_TurboGaussian,22.35,3376.781200360275,3322.5288931574255,1.607,2928.244829975316,13.283
mc_20260807_0627_high_000058,mc_20260807_0627_high/task_0011,58,SuperGaussian,5.41,3426.450325460724,3422.516577498681,0.115,3086.0562964510073,9.934
mc_20260807_0627_high_000059,mc_20260807_0627_high/task_0011,59,Nygaard_TurboGaussian,17.04,3179.308004594693,3101.424156640339,2.45,2756.062470318677,13.313
mc_20260807_0627_high_000059,mc_20260807_0627_high/task_0011,59,SuperGaussian,4.19,3237.861768515485,3232.2651006257693,0.173,2926.4046433082676,9.619
