trial_id,run_id,seed,wake_model,dt_aep_s,isolated_aep_gwh,real_neighbors_aep_gwh,real_neighbors_loss_pct,full_cluster_aep_gwh,full_cluster_loss_pct
mc_20260807_0627_high_000015,mc_20260807_0627_high/task_0003,15,Nygaard_TurboGaussian,31.71,3060.859893111301,3014.6187589429874,1.511,2647.797687247259,13.495
mc_20260807_0627_high_000015,mc_20260807_0627_high/task_0003,15,SuperGaussian,6.53,3109.821723781434,3106.392593518043,0.11,2787.390068694683,10.368
mc_20260807_0627_high_000016,mc_20260807_0627_high/task_0003,16,Nygaard_TurboGaussian,14.64,3254.654665675072,3193.9206833356084,1.866,2822.5858698150173,13.275
mc_20260807_0627_high_000016,mc_20260807_0627_high/task_0003,16,SuperGaussian,4.2,3307.1364022857138,3302.8177674180724,0.131,2981.644347051779,9.842
mc_20260807_0627_high_000017,mc_20260807_0627_high/task_0003,17,Nygaard_TurboGaussian,11.32,3358.791346353927,3285.2346715790445,2.19,2940.7070469254013,12.447
mc_20260807_0627_high_000017,mc_20260807_0627_high/task_0003,17,SuperGaussian,3.1,3415.0075954684426,3409.750178662257,0.154,3118.1660351922756,8.692
mc_20260807_0627_high_000018,mc_20260807_0627_high/task_0003,18,Nygaard_TurboGaussian,17.31,3188.5407430247233,3135.1204102755764,1.675,2691.947834965227,15.574
mc_20260807_0627_high_000018,mc_20260807_0627_high/task_0003,18,SuperGaussian,4.56,3240.424272178102,3236.524532074781,0.12,2857.8543208641468,11.806
mc_20260807_0627_high_000019,mc_20260807_0627_high/task_0003,19,Nygaard_TurboGaussian,16.16,3349.8493511430424,3276.3416909114203,2.194,2885.700239979163,13.856
mc_20260807_0627_high_000019,mc_20260807_0627_high/task_0003,19,SuperGaussian,4.43,3405.217953469226,3399.924244621983,0.155,3066.1208854088222,9.958
